idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,2.239344,-2.700246,1.013698,-0.484484,10.000000,971.222522,0.000000,1.000000
1,R7,1.000000,8.909772,-4.903724,1.044345,0.104304,59.110883,1031.646144,0.000000,1.000000
2,R8,1.000000,6.179177,-2.828333,1.028876,0.443329,10.000000,987.495838,0.000000,1.000000
3,L1,1.000000,3.550261,5.232332,1.826331,1.651709,10.000000,183.677993,0.000000,1.072864
4,L2,1.000000,2.903481,8.422355,0.746563,0.815088,10.000000,212.099350,0.000000,0.549757
5,L3,1.000000,3.133182,3.440741,0.951016,1.369337,51.523211,994.269555,0.000000,1.000000
6,L4,1.000000,3.578719,-4.868777,1.812069,1.172285,20.169625,219.861672,0.000000,6.238248
7,L5,1.000000,2.870196,2.014640,3.627338,-0.946130,57.984294,197.775495,0.000000,3.026039
8,Mi1,1.000000,5.250966,1.600807,4.086360,-0.977200,57.422000,982.483979,0.000000,1.000000
9,Mi4,1.000000,9.374749,-2.469207,3.001897,-0.219223,10.000000,982.441674,0.000000,1.000000
10,Mi9,1.000000,9.041005,4.331806,4.644127,0.400184,10.000000,979.685990,0.000000,1.000000
11,T1,1.000000,4.299975,1.607881,1.004287,0.120482,62.286264,994.431690,0.000000,1.000000
12,T2,1.000000,6.548601,1.190552,1.019366,0.342868,37.522392,976.171908,0.000000,1.000000
13,T2a,1.000000,6.926570,3.660046,0.965474,0.278880,24.012126,967.185501,0.000000,1.000000
14,T3,1.000000,6.152692,13.253580,0.953362,-0.372174,59.125703,1022.690442,0.000000,1.000000
15,T4a,1.000000,8.172516,-0.261040,0.958549,-0.421841,60.834559,976.595157,0.000000,1.000000
16,T4b,1.000000,4.008904,2.804909,0.964880,-0.404047,48.887849,997.291927,0.000000,1.000000
17,T4c,1.000000,2.314479,1.439751,1.015345,0.258316,24.243123,997.290951,0.000000,1.000000
18,T4d,1.000000,0.726928,-1.219612,0.995102,0.349239,50.670201,1007.886552,0.000000,1.000000
19,T5a,1.000000,8.562754,12.258460,1.010331,0.066452,49.396962,1017.356290,0.000000,1.000000
20,T5b,1.000000,9.999418,-3.506673,0.987216,-0.021973,28.599318,988.904583,0.000000,1.000000
21,T5c,1.000000,7.684738,-0.988365,1.007145,-0.321601,61.945018,1007.140293,0.000000,1.000000
22,T5d,1.000000,0.100000,-1.502139,1.019820,-0.126211,52.380289,1001.490387,0.000000,1.000000
23,Tm1,1.000000,1.493733,8.115339,1.382745,2.042558,10.000000,949.502055,0.000000,1.000000
24,Tm2,1.000000,0.894099,5.296986,0.971362,2.109259,10.000000,935.290473,0.000000,1.000000
25,Tm20,1.000000,9.109483,1.043902,1.012258,0.294030,33.652534,986.126224,0.000000,1.000000
26,Tm21,1.000000,0.100000,-2.465522,0.993858,0.013318,47.135402,1003.163514,0.000000,1.000000
27,Tm3,1.000000,2.146438,3.578219,0.918047,-2.614572,10.000000,996.043103,0.000000,1.000000
28,Tm4,1.000000,4.229977,-8.319691,0.550225,2.179613,10.000000,935.374022,0.000000,1.000000
29,Tm9,1.000000,10.000000,1.203521,2.136883,1.296623,31.051453,1051.732445,0.000000,1.000000
30,C2,1.000000,2.900479,0.810438,0.974598,0.128431,73.491952,990.878748,0.000000,1.000000
31,C3,1.000000,5.945271,2.132231,1.031100,-0.459786,60.990801,961.409859,0.000000,1.000000
32,Lawf1,1.000000,0.100000,-3.845184,0.964137,0.248577,50.079554,1006.855933,0.000000,1.000000
33,Lawf2,1.000000,6.831726,2.802022,1.029548,-0.054856,16.048269,968.548435,0.000000,1.000000
