,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,5.806469,,,2.210939,1.784038,1.861525,0.866229,,,,,0.100000,,,,,,,,,,,,,,,,,,,0.100000,1.284524,,
R7,,,6.971870,3.450398,,7.041502,,,0.817631,0.100000,5.007192,,,,,,,,,,,,,,,0.202928,,,,,,10.000000,1.025326,
R8,,0.100000,0.100000,10.000000,0.100000,0.100000,,0.100000,0.100000,0.100000,3.675449,0.100000,,,,,,,,,,,,,,1.505715,1.026482,,,,0.621494,0.100000,0.972488,0.100000
L1,10.000000,0.100000,9.653245,0.100000,6.482916,10.000000,0.100000,3.862291,0.784497,3.646942,,7.466927,10.000000,10.000000,,,,,,,,,,0.100000,0.100000,,,3.815526,,,3.004959,4.102924,,0.100000
L2,0.100000,,0.100000,6.525478,10.000000,0.100000,6.369548,0.100000,0.100000,0.100000,0.487802,2.223944,10.000000,0.962000,,,,,,,,,,1.708715,2.989004,0.100000,,0.100000,4.200890,,10.000000,0.100000,,
L3,,4.095855,10.000000,10.000000,0.100000,,,,1.603429,0.100000,2.625176,0.100000,,,,,,,,,,,,0.100000,10.000000,0.300563,0.952344,,9.986178,0.100000,0.100000,4.347094,0.958557,
L4,8.384011,,,4.827632,0.100000,0.100000,0.100000,10.000000,0.100000,,5.195605,,0.521923,,,,,,,,,,,6.486593,0.100000,,,,0.100000,1.667860,,10.000000,0.961650,0.100000
L5,,,,0.100000,3.973674,,,4.352737,3.517948,2.980065,0.100000,10.000000,5.117870,10.000000,,,,,,,,,,0.100000,0.100000,1.387822,1.385851,4.459109,0.100000,,2.235721,0.615603,0.971444,0.100000
Mi1,,0.100000,10.000000,0.100000,0.100000,,,7.965555,0.194008,3.416901,4.069856,0.100000,0.731417,7.424376,0.660260,5.018067,2.019418,3.683535,0.246873,,,,,0.100000,0.100000,9.997008,0.100000,2.676324,0.100000,,2.154569,5.233157,0.975793,0.100000
Mi4,,,,,0.473854,10.000000,,5.903685,9.986654,10.000000,1.529402,2.190518,,10.000000,,8.390239,0.100000,3.830466,0.978680,,,,,4.930289,0.312892,1.023052,,3.234411,1.222086,6.407627,0.100000,8.293655,0.956230,10.000000
Mi9,,,,,,0.100000,0.100000,,6.494704,9.529724,,,0.100000,8.610957,0.100000,0.100000,1.527898,0.760922,1.460800,,,,,0.694174,3.349778,4.848235,1.523229,0.100000,2.238066,0.705523,4.791351,,0.100000,0.100000
T1,0.100000,10.000000,0.100000,,0.861285,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,0.684407,1.019600,0.100000,,,4.779378,,,,,
T2,,,,,,,,10.000000,6.287282,,4.352552,,7.731523,1.010044,0.100000,,,,,,,,,1.796917,0.141211,,1.159836,10.000000,0.100000,,,,,8.402062
T2a,,,,,,,,,3.750638,,,,10.000000,10.000000,10.000000,,,,,,,,,0.100000,,9.255111,0.950086,0.101058,1.036301,,6.647042,,,9.409967
T3,,,,,,,,,,,,,9.817428,1.031188,0.960040,,,,1.028722,,,,,0.100000,,,0.100000,3.942782,,,,0.100000,,0.100000
T4a,,,,,,,,,,,1.634542,,,,,9.137059,1.008613,1.005956,1.034715,1.008853,,,,,,,,,,,,5.380523,,
T4b,,,,,,,,,0.100000,1.121906,5.400305,,,,,10.000000,0.100000,,0.972566,,0.100000,,,,,,,,,,,,,
T4c,,,,,,,,,,,2.314730,,0.982160,,,,,2.100854,,,,0.968011,0.975341,,,,,,,,,,,
