,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T4d,,,,,,,,,0.771691,,,,,,,,,0.991718,1.022513,,,,0.955875,,,,,,,,,,,
T5a,,,,,,,,,,,,,8.595453,,,5.903855,,,,6.840381,0.997066,,,,3.250720,,,,,,,,,
T5b,,,,,,,,,,,,,7.817999,,,,0.100000,,,5.184467,10.000000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,8.970106,,,,,8.320403,,,1.000336,1.729457,0.959257,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.100000,,,,,1.017939,0.958152,,,,0.971508,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,5.279292,0.100000,0.100000,10.000000,10.000000,0.100000,2.236186,,,0.979440,,7.406765,9.996471,0.382151,0.100000,0.100000,0.100000,0.100000,0.784116,0.100000,0.100000,10.000000,0.100000,5.493532,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,1.138569,0.100000,0.100000,4.160064,0.100000,0.100000,0.987795,,1.604378,,7.612661,2.443869,0.147153,0.100000,0.997488,,,0.247608,0.100000,9.147826,10.000000,,0.100000,1.004887,10.000000
Tm20,,,,,,,,,,0.100000,1.836033,9.991887,10.000000,9.947743,,,,,,,,,,0.100000,0.100000,4.751630,0.999753,,,0.100000,,8.971191,,
Tm21,,,,,,,,,2.645706,,,,0.100000,0.969893,,,,,,,,,,0.100000,,,0.100000,,,,,,,
Tm3,,,,0.100000,0.100000,,,,7.406082,0.100000,8.608643,,3.175191,1.162642,3.486271,6.532300,7.779632,2.278386,0.409921,,1.047276,,1.013782,,,,,9.709874,0.100000,,0.100000,10.000000,0.146853,0.100000
Tm4,,,,,10.000000,,,,1.756436,3.246723,,1.118064,10.000000,0.843536,0.100000,,,,,4.497707,8.043509,0.100000,0.100000,10.000000,10.000000,,1.317193,0.100000,6.342234,,0.100000,7.758426,,0.100000
Tm9,,,,,,0.100000,,,,0.100000,0.100000,,10.000000,9.874713,,,,,,0.960630,0.100000,10.000000,0.606811,0.100000,0.347749,0.408914,1.037692,,0.100000,9.185568,,,,
C2,9.078050,8.868606,0.100000,2.431141,0.100000,0.100000,5.369296,2.137036,1.111432,1.422494,,6.637078,8.834073,9.939562,10.000000,,,,,,,,,10.000000,,,,,,10.000000,2.230651,10.000000,,
C3,0.100000,,,4.253151,1.958110,0.100000,10.000000,0.100000,6.642657,0.100000,0.296856,3.639272,9.997275,0.100000,0.100000,0.100000,1.513289,0.100000,0.953379,,,,,4.143553,0.100000,0.100000,0.100000,6.474900,2.184879,8.612984,0.840970,,,
Lawf1,1.048721,,,1.003356,0.100000,0.100000,,0.994257,,,0.971186,0.100000,,,,,,,,,,,,,,,,0.974274,,,,,0.972492,
Lawf2,9.885041,,,7.102998,10.000000,1.064217,,6.332752,,,,0.100000,,,,,,,,,,,,9.993087,7.937438,,,,,0.100000,0.314646,3.855681,0.916373,
