idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.049364,1.040685,0.018958,0.990896,0.000000,39.185760,191.796066,0.000000,0.010701,19.777271,19.777271
1,R7,1.049364,0.993603,-0.215639,0.963619,0.000000,39.274399,192.709671,0.000000,0.014876,19.206261,19.206255
2,R8,1.049364,0.996624,-0.279043,0.950072,0.000000,39.107975,209.308990,0.000000,-0.021759,20.263874,20.263866
3,L1,1.049364,0.996883,-0.197146,1.019255,0.000000,40.322964,209.360596,0.000000,-0.005855,-4.714912,-4.714908
4,L2,1.049364,1.025223,0.368021,1.014349,0.000000,40.148228,206.279800,0.000000,-0.003060,-5.551179,-5.551179
5,L3,1.049364,1.023775,-0.306290,1.024512,0.000000,39.736935,193.262756,0.000000,0.016102,-2.835212,-2.835211
6,L4,1.049364,0.970374,-0.056828,0.997528,0.000000,39.697144,198.746155,0.000000,0.017707,-0.004294,-0.004294
7,L5,1.049364,0.967538,0.401717,1.001286,0.000000,40.857895,192.916779,0.000000,0.012523,-0.004520,-0.004520
8,Mi1,1.049364,1.004165,0.116729,0.983302,0.000000,39.715172,209.297546,0.000000,-0.002815,-0.238386,-0.238386
9,Tm3,1.049364,1.039311,0.452667,1.041527,0.000000,40.709824,201.610916,0.000000,-0.007022,0.026197,0.026197
10,Mi4,1.049364,0.965848,-0.435712,0.976899,0.000000,39.812328,202.174759,0.000000,0.014618,-0.498792,-0.498792
11,Mi9,1.049364,1.044065,0.310860,0.996859,0.000000,40.595665,205.033371,0.000000,-0.013100,-0.108328,-0.108328
12,T4a,1.049364,0.952114,-0.453882,1.009001,0.000000,40.334709,209.803650,0.000000,0.014809,0.001901,0.001901
13,T4b,1.049364,1.049467,0.152430,1.021403,0.000000,39.581074,190.406464,0.000000,-0.019192,0.003299,0.003299
14,T4c,1.049364,0.950097,0.490206,0.971938,0.000000,40.377659,200.064835,0.000000,0.019609,0.004366,0.004366
15,T4d,1.049364,0.985909,0.285188,0.986229,0.000000,40.637543,204.115448,0.000000,0.024546,0.003327,0.003327
16,Tm1,1.049364,0.970424,0.111226,0.961326,0.000000,40.053257,193.824478,0.000000,-0.022658,-0.021137,-0.021137
17,Tm2,1.049364,0.984723,0.020598,1.036986,0.000000,39.057598,206.691147,0.000000,-0.009725,-0.004404,-0.004404
18,Tm4,1.049364,0.964170,-0.294373,0.994581,0.000000,40.680882,209.284103,0.000000,-0.000954,-0.019608,-0.019608
19,Tm9,1.049364,0.961492,-0.410991,0.989583,0.000000,39.845764,192.644379,0.000000,0.019722,-0.001179,-0.001179
20,T5a,1.049364,1.016318,-0.484919,0.985286,0.000000,40.815758,201.273529,0.000000,-0.006540,0.001368,0.001368
21,T5b,1.049364,1.016605,-0.066906,0.976878,0.000000,39.635738,200.889481,0.000000,0.018590,0.001341,0.001341
22,T5c,1.049364,1.036457,-0.155415,0.963980,0.000000,39.346031,202.228424,0.000000,-0.015648,0.001776,0.001776
23,T5d,1.049364,0.997376,0.309262,1.007737,0.000000,40.422329,202.951508,0.000000,0.010793,0.001421,0.001421
24,T1,1.049364,0.992216,0.447610,1.024927,0.000000,40.917152,194.293091,0.000000,0.004960,-0.324136,-0.324137
25,T2,1.049364,1.012583,-0.190986,0.989698,0.000000,39.613377,197.528076,0.000000,-0.013528,0.026030,0.026030
26,T2a,1.049364,1.033496,-0.077633,1.034776,0.000000,40.748405,207.589600,0.000000,0.006241,0.007960,0.007960
27,T3,1.049364,0.983891,0.386568,1.017450,0.000000,39.582798,208.786942,0.000000,-0.014553,0.015600,0.015600
28,C2,1.049364,1.028005,-0.120736,0.995413,0.000000,40.345100,203.164780,0.000000,-0.007442,0.009539,0.009539
29,C3,1.049364,1.037437,0.430490,0.968744,0.000000,40.095577,193.323181,0.000000,0.021646,0.004238,0.004238
