,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,3.247384,,,1.159800,3.060872,3.147122,10.000000,,,,,,,,,,,,,,,,,,1.140951,,,,3.317808,0.100000,,,,1.360241,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.117010,3.130357,,3.984313,,,0.717063,,0.100000,4.094672,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,2.271155,5.891385,,,0.585705,0.100000,,3.863752,,0.713669,0.100000,1.609736,3.602719,0.100000,,,,,,,,,
R8,,0.100000,2.262880,2.076252,0.100000,4.015590,,0.100000,0.710609,,0.100000,4.671228,,,,,,,,,,,,,1.231703,,,,0.154950,0.190710,2.371114,0.100000,,,3.714715,,0.100000,0.347410,0.100000,,4.183387,0.211235,,,1.780242,4.317850,,0.100000,,9.956595,,,,,1.047137,
L1,0.717484,9.199004,0.100000,0.100000,0.572400,2.011659,0.100000,6.447852,1.513000,1.342913,2.282518,,,,,,0.100000,0.605255,,,,,,,1.982809,2.512200,0.721526,,0.743404,0.698727,,0.100000,,3.624469,,,,1.294243,0.100000,,,,0.100000,,,,,,,,,1.679841,,,,
L2,6.947732,,4.169512,0.903517,0.100000,0.169971,9.635861,1.988306,0.100000,0.100000,0.100000,7.053618,,,,,1.946772,0.369486,2.203567,,,,,,0.182183,0.100000,1.987783,,10.000000,3.492217,,,,5.377075,,2.032499,0.296090,,10.000000,,1.965387,,,,0.113988,,,,,,,1.113947,,,,
L3,,3.240070,3.847153,6.460743,0.100000,,,,0.377090,,0.792506,2.292345,,,,,0.511866,10.000000,10.000000,2.442783,,,,,0.100000,,,,1.238523,1.458196,0.100477,,0.882175,,0.625836,1.880082,,1.657796,2.130368,0.582274,0.720014,0.954049,0.317721,1.221395,0.865649,3.040773,1.805277,0.520445,,,,,0.991498,,0.787548,1.935803
L4,2.269241,,,0.867481,1.095669,0.376772,0.100000,10.000000,2.457871,,,0.558061,,,,,0.488737,0.100000,0.100000,0.172221,,,,,,1.531649,,,,4.350484,0.100649,0.694916,,,,3.240882,1.802066,,,,,,1.776652,,,,,,,,,0.612990,,,,
L5,,,,0.781277,1.641166,,,1.778838,2.930303,2.942452,4.421429,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,1.482000,2.733138,1.758700,,3.350475,5.768009,0.100000,3.996535,,2.734698,1.701473,3.059467,4.216529,4.078675,1.987856,,0.106095,1.080984,2.680751,,0.100000,,,,0.100000,0.100000,10.000000,1.691286,,2.054145,,
Mi1,,1.229127,2.686420,2.013838,10.000000,,,0.657900,1.947297,1.999876,2.685954,0.716723,1.949321,0.100000,0.623676,1.490298,0.413618,0.705451,0.100000,,,,,,0.100000,2.251485,1.733261,2.243242,3.181244,2.550256,0.100000,0.743529,3.943987,,0.100000,3.147034,2.196262,2.398763,1.308862,,0.100000,0.903530,2.406405,,,0.667163,,2.283451,1.035763,0.703843,0.672573,1.457373,0.718612,1.762148,2.433798,3.706496
Tm3,,,,0.719267,10.000000,,,,2.816089,2.761821,0.549452,0.717382,1.661497,0.100000,0.631071,1.122583,,,0.100000,,,1.026735,,0.974351,,2.628925,2.482790,2.710653,2.815631,8.427042,0.100024,2.717295,,,0.100000,2.918847,2.915149,,,0.100000,,,2.617832,,,,0.504213,,2.549663,0.631697,0.674102,1.740322,,2.668445,,
