idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,2.510789,2.134064,0.000000,1.022745,0.000000,16.555940,192.162103,0.000000,0.000000,20.729488,20.713058
1,R7,2.510789,3.893298,0.000000,0.954712,0.000000,20.301658,200.299368,0.000000,0.000000,7.453186,6.919776
2,R8,2.510789,5.160651,0.000000,0.960215,0.000000,35.333835,205.597827,0.000000,0.000000,18.336967,18.616737
3,L1,2.510789,2.353279,-50.000000,0.981745,0.000000,22.226484,185.955408,0.000000,0.600000,1.711037,2.069056
4,L2,2.510789,2.627214,-50.000000,1.870990,0.000000,10.000000,177.908581,0.000000,0.600000,-20.243515,-22.398403
5,L3,2.510789,2.762747,-50.000000,1.302360,0.000000,21.308300,204.910539,0.000000,0.000000,-18.367354,-17.796473
6,L4,2.510789,4.257248,-50.000000,0.224332,0.000000,10.000000,188.438769,0.000000,1.000000,0.000000,-1.373842
7,L5,2.510789,1.170110,-50.000000,2.451655,0.000000,10.000000,179.830634,0.000000,1.000000,0.000000,-8.162585
8,Mi1,2.510789,3.381301,-50.000000,0.567391,0.000000,20.075457,199.788705,0.000000,0.000000,-13.466253,-9.890359
9,Tm3,2.510789,0.100000,-50.000000,0.194103,0.000000,10.000000,203.374824,0.000000,0.000000,-17.347198,-17.418000
10,Mi4,2.510789,1.429368,-50.000000,0.441975,0.000000,10.000000,207.696022,0.000000,0.000000,11.227728,13.661008
11,Mi9,2.510789,3.871017,-50.000000,0.594740,0.000000,17.938533,198.465127,0.000000,0.000000,-1.154317,-4.451740
12,T4a,2.510789,4.639589,-50.000000,1.026376,0.000000,17.636621,193.628594,0.000000,0.000000,3.972991,16.043704
13,T4b,2.510789,5.352092,-50.000000,1.028814,0.000000,32.677273,204.240311,0.000000,0.000000,-26.947667,-25.737037
14,T4c,2.510789,3.819562,-50.000000,1.040392,0.000000,14.755874,193.806529,0.000000,0.000000,-9.027529,-8.093191
15,T4d,2.510789,4.011488,-50.000000,1.047090,0.000000,11.800272,197.387534,0.000000,0.000000,23.039877,31.431214
16,Tm1,2.510789,1.347684,-50.000000,1.310254,0.000000,10.375430,201.566551,0.000000,0.000000,9.836663,4.605869
17,Tm2,2.510789,3.226644,-50.000000,0.838979,0.000000,10.000000,190.546591,0.000000,0.000000,-3.419108,-1.213315
18,Tm4,2.510789,2.717893,-50.000000,0.520349,0.000000,10.000000,206.070652,0.000000,0.000000,7.758746,4.815767
19,Tm9,2.510789,6.962521,-50.000000,0.320257,0.000000,10.985303,195.901899,0.000000,0.000000,-11.587959,-14.803203
20,T5a,2.510789,0.146893,-50.000000,1.003501,0.000000,29.762430,190.062281,0.000000,0.000000,41.947932,38.002452
21,T5b,2.510789,3.661488,-50.000000,0.993314,0.000000,13.819971,207.522746,0.000000,0.000000,90.991422,98.297843
22,T5c,2.510789,5.868228,-50.000000,0.951586,0.000000,19.867094,199.615500,0.000000,0.000000,188.481638,195.158337
23,T5d,2.510789,3.487113,-50.000000,0.968327,0.000000,23.350229,203.591066,0.000000,0.000000,141.408060,135.571429
24,T1,2.510789,3.327283,-50.000000,1.012400,0.000000,44.263002,202.359585,0.000000,0.000000,-41.726138,-44.174204
25,T2,2.510789,2.594062,-50.000000,0.964370,0.000000,16.765413,195.018718,0.000000,0.000000,305.225899,341.679135
26,T2a,2.510789,3.762031,-50.000000,0.953157,0.000000,30.457870,205.023436,0.000000,0.000000,71.896306,70.846302
27,T3,2.510789,2.886439,-50.000000,0.966646,0.000000,55.995685,192.959833,0.000000,0.000000,72.120780,71.843110
28,C2,2.510789,1.497608,-50.000000,1.020548,0.000000,38.469525,204.590452,0.000000,0.000000,46.055612,52.953060
29,C3,2.510789,2.074054,-50.000000,0.967933,0.000000,25.220946,193.659292,0.000000,0.000000,33.988096,38.635236
30,Lawf1,2.510789,1.527576,-50.000000,1.012056,0.000000,10.000000,190.110073,0.000000,0.000000,-8.932367,-0.426047
31,Lawf2,2.510789,2.390406,-50.000000,1.034115,0.000000,14.550060,206.744442,0.000000,0.000000,112.788924,127.930238
32,Dm3v,2.510789,3.104067,-50.000000,0.975329,0.000000,28.038771,191.750691,0.000000,0.000000,38.690666,33.412297
33,Lai,2.510789,2.556250,-50.000000,0.985822,0.000000,10.000000,209.876247,0.000000,0.000000,-76.866670,-76.739924
34,Mi10,2.510789,6.320581,-50.000000,1.029256,0.000000,44.870851,191.270389,0.000000,0.000000,-115.355372,-102.891716
35,Mi13,2.510789,1.248879,-50.000000,0.983678,0.000000,30.717854,192.163646,0.000000,0.000000,31.736977,30.625623
36,Mi14,2.510789,2.947724,-50.000000,1.037731,0.000000,41.333954,208.977889,0.000000,0.000000,106.048542,104.001300
37,Mi15,2.510789,6.376924,-50.000000,0.992142,0.000000,24.346890,191.184978,0.000000,0.000000,-32.335342,-30.784785
38,Mi2,2.510789,1.717492,-50.000000,1.044935,0.000000,46.526777,203.073224,0.000000,0.000000,36.690783,36.121608
39,Tm16,2.510789,6.861096,-50.000000,0.962684,0.000000,45.913482,198.874988,0.000000,0.000000,-46.977672,-51.112999
40,Tm20,2.510789,2.595182,-50.000000,0.950865,0.000000,15.074413,196.211076,0.000000,0.000000,-4.872460,-7.352798
41,Tm21,2.510789,4.060357,-50.000000,1.020905,0.000000,13.443241,201.360152,0.000000,0.000000,124.634668,113.930412
42,Tm27,2.510789,1.103467,-50.000000,1.003731,0.000000,44.847000,198.539092,0.000000,0.000000,5.581204,7.608170
43,Tm5a,2.510789,3.391260,-50.000000,1.021196,0.000000,38.145441,190.552263,0.000000,0.000000,-22.405576,-22.787510
44,Tm5b,2.510789,4.263474,-50.000000,1.030331,0.000000,36.005354,203.804861,0.000000,0.000000,3.971320,5.955689
45,Tm5c,2.510789,3.126735,-50.000000,1.021604,0.000000,37.851469,192.624479,0.000000,0.000000,10.118821,10.943362
46,Tm5f,2.510789,3.036639,-50.000000,1.010751,0.000000,13.348543,204.794265,0.000000,0.000000,56.134090,52.540298
47,TmY10,2.510789,2.027007,-50.000000,1.024072,0.000000,13.277885,205.987769,0.000000,0.000000,23.079020,23.499958
48,TmY11,2.510789,3.090693,-50.000000,1.021915,0.000000,40.917865,201.212700,0.000000,0.000000,-86.593705,-66.005877
49,TmY14,2.510789,1.494498,-50.000000,1.028743,0.000000,41.825866,194.756833,0.000000,0.000000,188.615255,217.608682
50,TmY15,2.510789,5.126381,-50.000000,0.986936,0.000000,30.952016,207.221534,0.000000,0.000000,13.992262,12.123207
51,TmY3,2.510789,3.832533,-50.000000,0.964555,0.000000,10.000000,192.950211,0.000000,0.000000,270.356482,284.195819
52,TmY4,2.510789,3.788717,-50.000000,0.969238,0.000000,52.777311,199.817442,0.000000,0.000000,144.287252,171.555344
53,TmY5a,2.510789,1.227701,-50.000000,1.000095,0.000000,15.036001,207.814412,0.000000,0.000000,176.857516,185.942244
54,TmY9q,2.510789,2.066881,-50.000000,0.994504,0.000000,12.713589,198.421789,0.000000,0.000000,71.712123,64.596785
55,TmY9q__perp,2.510789,2.144849,-50.000000,1.016690,0.000000,19.213686,205.247959,0.000000,0.000000,70.110785,64.216713
