,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Tm2,,,,0.500000,0.500000,,,5.000000,5.000000,0.500000,5.000000,0.500000,0.500000,0.500000,3.724928,0.966472,,0.500000,,5.000000,0.500000,0.500000,5.000000,0.500000,,,0.502920,3.034095,0.500000,0.500000,,0.500000,0.500000,0.500000
Tm20,,,,,,,,,,0.500000,4.225325,0.500000,5.000000,3.200065,,,,,,,,,,0.500000,3.159449,0.500000,0.996895,,,5.000000,,0.500000,,
Tm21,,,,,,,,,1.656530,,,,0.500000,1.010377,,,,,,,,,,5.000000,,,0.500000,,,,,,,
Tm3,,,,3.452345,0.500000,,,,1.054884,0.736897,3.167890,,5.000000,5.000000,0.537874,0.500000,1.032463,4.745500,0.500000,,0.995400,,1.024267,,,,,5.000000,0.500000,,2.005991,0.960634,5.000000,0.805743
Tm4,,,,,1.621171,,,,0.500000,0.500000,,1.012355,0.500000,5.000000,0.500000,,,,,5.000000,0.621029,0.500000,5.000000,5.000000,5.000000,,0.500000,0.500000,5.000000,,0.925539,0.500000,,0.500000
Tm9,,,,,,0.500000,,,,0.500000,0.844142,,0.500000,5.000000,,,,,,5.000000,0.500000,0.500000,5.000000,0.500000,0.500000,0.500000,0.960305,,0.500000,5.000000,,,,
C2,4.209368,0.500000,0.692087,0.500000,0.500000,1.182849,3.864123,4.471514,0.841315,0.500000,,2.419822,1.010906,1.281374,3.919153,,,,,,,,,2.207472,,,,,,2.209227,0.865170,0.809463,,
C3,3.678875,,,0.794020,0.500000,0.500000,5.000000,2.347573,5.000000,1.819776,1.049859,2.243241,2.282870,0.500000,2.729738,1.620775,0.513145,0.614225,1.025582,,,,,0.727883,0.500000,0.749226,0.953124,2.385186,3.914501,0.500000,1.733436,,,
Lawf1,0.500000,,,0.500000,0.500000,5.000000,,0.500000,,,0.500000,0.500000,,,,,,,,,,,,,,,,4.729925,,,,,2.418859,
Lawf2,0.500000,,,0.500000,3.893164,0.980916,,5.000000,,,,0.500000,,,,,,,,,,,,0.500000,0.500000,,,,,5.000000,0.500000,0.500000,5.000000,
