idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.979837,2.365964,-30.000000,1.011342,0.000000,14.399598,195.846397,-11.433186,0.000000,-2.358927,-2.356013
1,R7,1.979837,4.684107,-30.005468,1.020346,0.000000,15.985695,205.378719,-4.169100,0.000000,-2.361462,-2.354231
2,R8,1.979837,4.659773,-30.000000,0.984283,0.000000,23.362945,200.796874,-8.747920,0.000000,-9.975925,-10.002132
3,L1,1.979837,2.573497,-39.078839,1.825273,0.000000,16.093906,196.481159,-6.642728,0.600000,-19.551644,-19.497459
4,L2,1.979837,4.098044,-48.346418,2.005941,0.000000,10.000000,172.006299,-0.524743,0.600000,-25.358230,-25.363347
5,L3,1.979837,3.633713,-45.868055,6.343935,0.000000,11.849264,208.212252,-3.086043,0.000000,-22.390407,-22.438614
6,L4,1.979837,0.525542,-48.535920,0.497162,0.000000,10.000000,182.941512,-1.352912,1.000000,-1.352912,-1.343373
7,L5,1.979837,2.639320,-42.236086,1.409710,0.000000,31.438721,208.709118,-7.338042,1.000000,-7.338042,-7.288859
8,Mi1,1.979837,2.177235,-41.494830,0.732433,0.000000,30.408090,201.740946,-0.339689,0.000000,-16.694353,-16.714274
9,Tm3,1.979837,3.235278,-39.696041,0.326136,0.000000,14.655010,196.808872,5.092828,0.000000,-6.029601,-6.163229
10,Mi4,1.979837,1.892774,-51.164141,0.592653,0.000000,10.000000,203.918971,-2.459921,0.000000,-3.126747,-0.318134
11,Mi9,1.979837,3.564520,-41.057558,0.560003,0.000000,32.249802,191.985574,-6.100463,0.000000,4.344848,3.193580
12,T4a,1.979837,2.494712,-48.229076,1.034397,0.000000,24.449066,198.121051,-1.909075,0.000000,-5.401548,-2.133344
13,T4b,1.979837,1.215613,-45.622689,1.020325,0.000000,21.940989,198.314587,-4.359427,0.000000,-33.138072,-29.230152
14,T4c,1.979837,2.220705,-42.970628,1.049174,0.000000,18.799904,201.676672,-6.757218,0.000000,-31.134782,-26.489702
15,T4d,1.979837,1.050063,-48.743353,1.036630,0.000000,44.907712,191.652586,-1.087515,0.000000,-20.139291,-19.936803
16,Tm1,1.979837,0.928062,-48.810523,1.177437,0.000000,13.819800,198.358925,-0.399270,0.000000,-3.251729,-1.909462
17,Tm2,1.979837,3.008981,-45.855266,0.440275,0.000000,10.000000,193.624165,-0.257731,0.000000,-18.017732,-15.449141
18,Tm4,1.979837,2.450338,-43.261228,0.402544,0.000000,10.000000,190.447043,5.238237,0.000000,-4.835376,-3.813563
19,Tm9,1.979837,3.222884,-50.197875,0.395705,0.000000,22.607626,205.310643,-4.401832,0.000000,-4.828919,-5.976955
20,T5a,1.979837,0.100000,-40.709468,0.996720,0.000000,41.522908,195.021065,-9.353719,0.000000,-31.732153,-31.700158
21,T5b,1.979837,9.837576,-55.290862,1.015887,0.000000,50.551861,193.748530,5.782204,0.000000,224575.305506,9743.986477
22,T5c,1.979837,8.649686,-57.439988,1.004689,0.000000,10.000000,207.091184,7.014244,0.000000,203.419927,204.136609
23,T5d,1.979837,5.359280,-46.187012,1.039335,0.000000,19.071908,200.558012,-4.269245,0.000000,42.838444,43.733632
24,T1,1.979837,2.109930,-49.372609,0.966337,0.000000,40.809521,202.345284,-0.482454,0.000000,-35.308298,-34.877925
25,T2,1.979837,1.766093,-48.389153,1.026715,0.000000,62.669203,208.633995,-1.484144,0.000000,40.759124,41.042791
26,T2a,1.979837,2.100315,-47.785078,1.037212,0.000000,25.545212,191.798664,-2.145175,0.000000,26.680944,27.531927
27,T3,1.979837,1.790041,-45.792345,0.999293,0.000000,42.468369,194.258614,-4.748785,0.000000,30.962568,31.547513
28,C2,1.979837,1.452123,-51.101901,0.957349,0.000000,24.388822,201.834014,1.150611,0.000000,-0.557498,-0.561557
29,C3,1.979837,1.830024,-50.008373,0.997501,0.000000,13.574935,207.500305,0.494083,0.000000,10.321057,10.190645
30,Lawf1,1.979837,1.637745,-46.986417,1.001853,0.000000,10.000000,208.755939,-2.825474,0.000000,-30.371999,-21.758664
31,Lawf2,1.979837,1.043381,-49.588739,1.024639,0.000000,37.378298,200.555445,-0.162246,0.000000,6.053545,6.057874
32,Dm3v,1.979837,3.642223,-48.830831,1.009707,0.000000,17.062493,193.915706,-1.203682,0.000000,30.517035,30.114921
33,Lai,1.979837,1.397494,-51.537924,0.972454,0.000000,22.706411,203.327484,1.330543,0.000000,-20.891470,-20.702608
34,Mi10,1.979837,4.289149,-51.896644,1.012287,0.000000,10.000000,208.482374,2.141313,0.000000,-45.289705,-35.247861
35,Mi13,1.979837,1.925946,-43.083451,1.023170,0.000000,35.204282,204.484518,-7.281416,0.000000,-15.237484,-15.278899
36,Mi14,1.979837,2.739635,-44.967199,1.005637,0.000000,22.916189,207.225190,-5.198231,0.000000,60.966796,61.540129
37,Mi15,1.979837,2.735592,-51.487772,1.044106,0.000000,40.947428,191.934809,1.419707,0.000000,6.724379,7.116220
38,Mi2,1.979837,2.475249,-46.643947,1.042122,0.000000,29.493968,192.091352,-3.274891,0.000000,5.190335,5.324564
39,Tm16,1.979837,1.007185,-49.388156,1.049379,0.000000,12.460648,195.608793,-0.365846,0.000000,-17.000139,-15.839358
40,Tm20,1.979837,3.061964,-49.027555,0.957746,0.000000,25.545592,190.795927,-0.770924,0.000000,-22.616976,-22.922318
41,Tm21,1.979837,0.100000,-45.819844,0.982293,0.000000,39.956121,207.388177,-4.357185,0.000000,-57.735407,-56.396519
42,Tm27,1.979837,1.703834,-48.629152,1.011676,0.000000,26.465675,205.527810,-1.638472,0.000000,1.722431,1.871120
43,Tm5a,1.979837,6.889326,-52.847590,0.961668,0.000000,25.237293,198.365080,2.415810,0.000000,-6.498334,-6.682769
44,Tm5b,1.979837,3.069337,-50.806056,0.962622,0.000000,22.840553,197.472405,0.538708,0.000000,2.295402,2.204948
45,Tm5c,1.979837,1.794207,-47.712770,1.027957,0.000000,27.647805,200.291553,-2.701435,0.000000,0.940982,0.858845
