idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
46,Tm5f,1.979837,0.276063,-47.102640,0.967825,0.000000,24.883619,197.664569,-3.096595,0.000000,20.599610,19.934673
47,TmY10,1.979837,4.305637,-47.672877,0.982691,0.000000,10.000000,192.569972,-2.776195,0.000000,-14.444537,-19.261989
48,TmY11,1.979837,1.129850,-49.469730,0.958906,0.000000,16.792634,198.420724,-0.096003,0.000000,-132.340433,-117.827524
49,TmY14,1.979837,1.680774,-39.522300,0.950455,0.000000,15.348828,190.629180,-10.154422,0.000000,102.560841,103.014458
50,TmY15,1.979837,2.942609,-44.478920,1.046034,0.000000,10.000000,205.354955,-5.335879,0.000000,107.555345,107.407333
51,TmY3,1.979837,5.160229,-44.820591,0.971474,0.000000,26.189600,201.584434,-5.436409,0.000000,-81.030868,-84.897828
52,TmY4,1.979837,5.135062,-49.737958,1.023455,0.000000,43.154732,205.341801,0.116652,0.000000,-70.652178,-70.233370
53,TmY5a,1.979837,2.555798,-48.647441,1.015556,0.000000,14.433890,200.413518,-1.130967,0.000000,48.134811,47.309238
54,TmY9q,1.979837,2.584074,-47.516659,0.972594,0.000000,10.000000,196.894839,-2.792849,0.000000,25.446788,25.697550
55,TmY9q__perp,1.979837,2.563130,-39.443733,0.989753,0.000000,10.000000,196.696317,-10.327340,0.000000,15.496688,15.873058
