idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.023064,-20.000000,1.002185,-0.186728,13.909393,193.936798,0.000000,0.000000
1,R7,1.000000,8.029241,-20.000000,1.043633,-0.372958,39.978073,192.039755,0.000000,0.000000
2,R8,1.000000,3.382322,-20.000000,0.999358,0.037520,22.620837,190.289568,0.000000,0.000000
3,L1,1.000000,5.321478,4.020918,0.491837,0.025685,17.040623,194.529057,0.000000,0.600000
4,L2,1.000000,3.424588,4.381883,0.657680,-0.051402,14.106590,160.162465,0.000000,0.600000
5,L3,1.000000,5.813296,0.977297,1.267028,-1.883183,31.783136,194.801318,0.000000,0.000000
6,L4,1.000000,5.222131,0.480173,0.119433,0.129502,10.000000,211.236428,0.000000,1.000000
7,L5,1.000000,6.622496,0.864288,0.528150,-0.548296,21.964246,191.917556,0.000000,1.000000
8,Mi1,1.000000,4.655594,-1.980730,1.002084,-7.208549,28.290986,193.172585,0.000000,0.000000
9,Tm3,1.000000,4.391948,-0.647519,0.344608,-0.411387,20.144086,194.059062,0.000000,0.000000
10,Mi4,1.000000,4.522400,-0.489508,1.349634,-0.890657,19.832584,198.461848,0.000000,0.000000
11,Mi9,1.000000,5.218806,1.725122,0.528247,1.636576,21.463348,192.413214,0.000000,0.000000
12,T4a,1.000000,8.301068,2.518646,0.979060,0.141266,59.549523,191.487044,0.000000,0.000000
13,T4b,1.000000,0.822946,-1.030123,1.017405,0.464095,47.932281,197.460799,0.000000,0.000000
14,T4c,1.000000,0.145975,-2.730968,1.032870,0.143397,49.520159,196.971658,0.000000,0.000000
15,T4d,1.000000,0.100000,-0.411919,0.984330,-0.270896,46.479093,207.079471,0.000000,0.000000
16,Tm1,1.000000,6.994161,-6.898077,0.772644,6.635884,16.294907,195.068438,0.000000,0.000000
17,Tm2,1.000000,5.571801,-4.726089,0.534436,2.951157,34.607799,204.627830,0.000000,0.000000
18,Tm4,1.000000,6.240974,-5.255969,0.937096,4.606545,16.105570,198.493087,0.000000,0.000000
19,Tm9,1.000000,6.285510,-4.183280,0.381433,1.777366,17.362822,194.281003,0.000000,0.000000
20,T5a,1.000000,0.100000,-1.543615,1.012593,0.332173,47.400828,205.277683,0.000000,0.000000
21,T5b,1.000000,10.000000,-2.110166,1.044105,0.426788,47.217603,190.659587,0.000000,0.000000
22,T5c,1.000000,7.175165,13.974131,1.029308,0.006118,52.236873,205.389015,0.000000,0.000000
23,T5d,1.000000,0.100000,-0.631959,0.978362,-0.073700,52.499754,200.358695,0.000000,0.000000
24,T1,1.000000,10.000000,-2.676044,0.976115,-0.425686,34.127385,205.855426,0.000000,0.000000
25,T2,1.000000,10.000000,0.154783,0.979971,0.381248,54.126207,200.010548,0.000000,0.000000
26,T2a,1.000000,5.220148,-2.324168,1.035259,0.300492,63.386964,206.923109,0.000000,0.000000
27,T3,1.000000,3.172823,1.506785,0.988842,-0.110085,71.524724,195.514935,0.000000,0.000000
28,C2,1.000000,9.169267,-2.239644,0.980275,0.462059,69.999251,192.728608,0.000000,0.000000
29,C3,1.000000,7.195722,5.927520,0.958922,0.114397,21.157272,209.909460,0.000000,0.000000
30,Lawf1,1.000000,3.169691,-1.405666,0.996428,-0.149712,38.304081,193.918538,0.000000,0.000000
31,Lawf2,1.000000,10.000000,2.438315,1.036797,-0.343273,67.184937,191.488343,0.000000,0.000000
32,Dm3v,1.000000,0.100000,-1.293846,0.957257,-0.087257,51.821229,195.138557,0.000000,0.000000
33,Lai,1.000000,1.991852,-2.333634,1.033563,0.094116,42.895578,196.463037,0.000000,0.000000
34,Mi10,1.000000,0.964816,-0.376701,0.953907,-0.293424,49.371639,200.156372,0.000000,0.000000
35,Mi13,1.000000,0.272152,-0.775726,1.000888,-0.466155,51.787340,208.901478,0.000000,0.000000
36,Mi14,1.000000,5.980253,2.795022,1.017692,0.483655,10.000000,197.713385,0.000000,0.000000
37,Mi15,1.000000,0.100000,-1.346770,0.987303,-0.315847,48.876692,200.482445,0.000000,0.000000
38,Mi2,1.000000,10.000000,-0.288122,1.009195,-0.263868,28.571994,199.206314,0.000000,0.000000
39,Tm16,1.000000,0.100000,-0.817675,1.035056,-0.085931,49.886667,193.436105,0.000000,0.000000
40,Tm20,1.000000,9.719674,0.639367,1.044692,-0.285142,64.331018,197.991829,0.000000,0.000000
41,Tm21,1.000000,10.000000,0.001738,0.977573,0.283801,32.542535,206.525888,0.000000,0.000000
42,Tm27,1.000000,2.414793,-2.456678,0.980271,-0.032512,56.073820,203.094722,0.000000,0.000000
43,Tm5a,1.000000,1.077525,8.337334,0.958259,0.082584,58.468332,194.310301,0.000000,0.000000
44,Tm5b,1.000000,0.212229,0.079005,1.008677,0.425516,53.549428,195.735111,0.000000,0.000000
45,Tm5c,1.000000,0.115296,-1.104019,1.018176,0.498182,48.135660,206.501190,0.000000,0.000000
46,Tm5f,1.000000,3.427920,-2.843488,1.014160,0.422715,68.998145,205.105350,0.000000,0.000000
47,TmY10,1.000000,8.986979,1.516488,1.037097,0.338621,75.410569,191.365708,0.000000,0.000000
48,TmY11,1.000000,0.543479,-0.111032,1.049403,0.242314,47.671720,197.114760,0.000000,0.000000
49,TmY14,1.000000,9.825948,-0.806968,1.033291,-0.200138,43.807459,205.784479,0.000000,0.000000
50,TmY15,1.000000,0.463234,-0.575881,0.999345,0.359976,31.438910,208.814639,0.000000,0.000000
51,TmY3,1.000000,0.310421,-0.602951,1.014630,-0.407528,47.429789,192.897118,0.000000,0.000000
52,TmY4,1.000000,0.100000,-0.700846,0.988847,-0.468909,51.525526,201.801901,0.000000,0.000000
53,TmY5a,1.000000,5.604978,5.994481,1.036852,0.206215,39.471976,206.305203,0.000000,0.000000
54,TmY9q,1.000000,0.100000,-0.574151,1.024257,0.317906,54.155105,200.118664,0.000000,0.000000
55,TmY9q__perp,1.000000,9.328947,-1.476033,1.009546,-0.231056,40.289304,201.631662,0.000000,0.000000
