,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,2.123177,1.603070,0.201735,4.907756,,,,,1.903662,,,,,,,,,,,,,,,,,,,1.625615,4.699700,,
R7,,,10.000000,0.100000,,9.609846,,,0.339207,0.100000,0.100000,,,,,,,,,,,,,,,1.025269,,,,,,0.163372,0.235547,
R8,,0.145580,0.100000,10.000000,0.100000,0.365534,,0.100000,0.100000,0.100000,0.100000,0.974529,,,,,,,,,,,,,,1.374206,0.959689,,,,1.606785,3.856234,9.030046,1.112994
L1,0.100000,0.332692,9.977092,0.100000,0.100000,2.081316,0.100000,4.257363,3.614854,0.100000,,1.461705,0.100000,1.028225,,,,,,,,,,5.334608,0.100000,,,0.825685,,,1.211397,10.000000,,1.586522
L2,10.000000,,10.000000,1.142563,10.000000,0.100000,5.291995,0.100000,0.100000,6.781487,0.387628,0.100000,0.100000,0.996274,,,,,,,,,,1.529679,1.494693,0.588972,,0.100000,1.981099,,0.182836,0.100000,,
L3,,1.036200,4.288824,2.057787,1.437705,,,,4.927743,1.004664,1.085428,0.999593,,,,,,,,,,,,0.980985,1.025930,1.021953,1.019297,,1.035361,0.102426,1.008074,0.100000,1.493399,
L4,0.100000,,,5.325520,3.439978,0.100000,1.573470,7.396487,0.100000,,0.100000,,0.100000,,,,,,,,,,,0.100000,0.100000,,,,0.100000,10.000000,,0.100000,0.100000,1.210549
L5,,,,3.009508,8.316829,,,0.313012,0.100000,10.000000,5.052035,1.016960,0.100000,1.009026,,,,,,,,,,0.100000,0.100000,0.956779,0.100000,0.474105,0.100000,,0.134598,0.506109,0.133493,0.107451
Mi1,,0.998032,7.334905,0.100000,0.100000,,,1.083050,1.685713,1.889476,10.000000,0.954283,9.763183,0.105030,2.893529,5.859912,0.416647,4.538612,8.960651,,,,,0.100000,0.100000,1.018717,4.287924,7.385523,0.100000,,0.100000,0.788160,0.100000,0.100000
Mi4,,,,,0.100000,10.000000,,0.100000,5.555173,0.100000,0.715375,1.044691,,1.014354,,0.285640,1.031724,2.906231,7.077422,,,,,10.000000,1.158151,1.027271,,7.225804,2.495426,7.486590,0.961294,2.911339,0.100000,1.120967
Mi9,,,,,,10.000000,7.067359,,4.952339,0.560542,,,10.000000,1.497338,0.100000,4.096604,1.438531,10.000000,0.816374,,,,,9.511804,10.000000,0.955885,2.924393,0.100000,9.998753,8.944244,1.799758,,0.100000,1.058983
T1,1.018703,0.992655,0.975706,,1.013757,1.644702,,0.665969,,,1.035598,,,,,,,,,,,,,1.027059,0.985706,0.959705,,,1.007105,,,,,
T2,,,,,,,,8.195440,3.119969,,0.680686,,8.424709,1.044882,10.000000,,,,,,,,,0.100000,0.100000,,0.100000,6.575460,0.100000,,,,,0.697062
T2a,,,,,,,,,0.100000,,,,1.018136,1.013263,0.959679,,,,,,,,,0.950449,,0.979976,0.950904,1.711709,1.037132,,0.977278,,,1.044442
T3,,,,,,,,,,,,,3.454380,0.983049,1.048104,,,,0.998682,,,,,0.100000,,,5.925221,0.739508,,,,0.100000,,0.858763
T4a,,,,,,,,,,,1.922212,,,,,7.492829,1.032680,0.957099,0.992288,1.046888,,,,,,,,,,,,0.401580,,
T4b,,,,,,,,,0.977021,1.009894,0.630672,,,,,0.957915,1.012728,,0.990544,,0.990660,,,,,,,,,,,,,
T4c,,,,,,,,,,,3.323962,,1.028954,,,,,0.110174,,,,0.986254,1.000821,,,,,,,,,,,
T4d,,,,,,,,,3.766638,,,,,,,,,0.992481,8.448145,,,,1.000944,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.100000,,,8.835574,,,,1.352706,0.983447,,,,4.009415,,,,,,,,,
T5b,,,,,,,,,,,,,0.982101,,,,0.952233,,,1.030867,0.990146,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.992068,,,,,1.049797,,,0.983753,0.999802,1.017283,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.948512,,,,,0.962064,1.049616,,,,0.954022,,,,,,,,,,,
Tm1,,,,,5.498537,,,0.100000,6.116697,7.512943,0.100000,0.549322,0.100000,0.565912,1.824659,,,1.001592,,8.530475,1.011887,0.988523,0.912856,0.100000,0.100000,0.576710,0.100000,0.100000,3.658625,8.608215,0.322992,4.489453,,0.447400
Tm2,,,,4.177554,0.100000,,,10.000000,10.000000,9.152994,6.342325,1.000137,0.100000,1.012919,9.040924,0.997668,,0.100000,,0.100000,1.003179,0.978929,1.017236,0.100000,,,0.100000,0.100000,0.100000,0.100000,,0.100000,0.100000,0.863123
Tm20,,,,,,,,,,0.997601,0.905032,1.022344,1.025629,1.021892,,,,,,,,,,1.014646,0.971573,1.022366,0.952700,,,0.967519,,0.950060,,
Tm21,,,,,,,,,0.474712,,,,0.100000,1.030855,,,,,,,,,,0.100000,,,0.100000,,,,,,,
Tm3,,,,0.100000,10.000000,,,,1.193829,0.100000,6.115240,,7.490131,0.100000,4.221805,7.568499,0.477929,0.100000,9.952324,,1.046846,,1.038526,,,,,7.466375,0.100000,,1.015161,1.204084,10.000000,0.144392
Tm4,,,,,10.000000,,,,0.100000,8.167959,,0.974387,2.967422,0.599041,5.221136,,,,,6.692414,1.018628,0.981713,1.012009,0.100000,0.100000,,0.100000,0.100000,0.100000,,1.013370,1.054102,,0.270382
Tm9,,,,,,1.026600,,,,1.141888,0.100000,,0.998947,0.987498,,,,,,1.023171,0.975313,1.017795,1.043072,0.971810,0.988644,1.017151,1.021758,,1.027559,0.964522,,,,
C2,1.579309,1.201288,1.664709,0.252673,0.127974,0.337198,1.025237,1.546722,0.310782,1.656113,,1.027803,0.642576,1.040639,0.816571,,,,,,,,,1.773088,,,,,,1.766778,0.498891,1.014555,,
C3,10.000000,,,0.100000,0.100000,10.000000,0.100000,7.927595,10.000000,10.000000,10.000000,1.026310,9.657940,0.992554,3.902232,0.100000,0.977457,5.302704,0.981800,,,,,0.100000,0.100000,1.013016,1.025652,0.100000,0.100000,10.000000,0.952717,,,
Lawf1,7.215774,,,0.100000,0.100000,4.602319,,9.639936,,,3.549689,1.545755,,,,,,,,,,,,,,,,0.608433,,,,,0.100000,
Lawf2,0.477637,,,1.359992,1.079367,1.574316,,1.554286,,,,0.971474,,,,,,,,,,,,0.362003,1.442072,,,,,0.372208,0.374939,0.982648,1.566071,
