idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,1.805605,0.840894,0.000000,1.000000,-48.143009,-0.200000,-51.735234
1,R2,2.116500,1.120986,0.000000,1.000000,-48.143009,-0.200000,-51.735234
2,R3,2.211610,1.715459,0.000000,1.000000,-48.143009,-0.200000,-51.735234
3,R4,1.790799,0.976598,0.000000,1.000000,-48.143009,-0.200000,-51.735234
4,R5,1.940063,1.233810,0.000000,1.000000,-48.143009,-0.200000,-51.735234
5,R6,1.584493,0.870617,0.000000,1.000000,-48.143009,-0.200000,-51.735234
6,R7,0.100000,1.791099,0.000000,1.000000,-48.143009,-0.200000,-51.735234
7,R8,0.666029,1.222034,0.000000,1.000000,-48.143009,-0.200000,-51.735234
8,L1,0.944288,0.977218,56.525711,2.564737,-48.143009,-0.200000,-51.735234
9,L2,1.167191,1.184402,49.412197,2.415835,-48.143009,-0.200000,-51.735234
10,L3,0.387681,2.124338,0.000000,2.480140,-48.143009,-0.200000,-51.735234
11,L4,2.133104,0.928781,0.815520,4.996243,-48.143009,-0.200000,-51.735234
12,L5,2.624996,0.427601,47.181368,4.659325,-48.143009,-0.200000,-51.735234
13,Lawf1,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
14,Lawf2,0.891759,0.476364,0.000000,1.000000,-48.143009,-0.200000,-51.735234
15,Am,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
16,C2,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
17,C3,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
18,CT1(Lo1),0.524566,0.351438,0.000000,1.000000,-48.143009,-0.200000,-51.735234
19,CT1(M10),2.173055,2.767017,0.000000,1.000000,-48.143009,-0.200000,-51.735234
20,Mi1,2.691263,1.711585,0.000000,2.513319,-48.143009,-0.200000,-51.735234
21,Mi2,0.370033,0.340244,0.000000,1.000000,-48.143009,-0.200000,-51.735234
22,Mi3,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
23,Mi4,1.252522,0.761898,0.000000,2.304309,-48.143009,-0.200000,-51.735234
24,Mi9,1.040555,0.998273,0.000000,1.826627,-48.143009,-0.200000,-51.735234
25,Mi10,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
26,Mi11,0.414410,0.435114,0.000000,1.000000,-48.143009,-0.200000,-51.735234
27,Mi12,2.905179,2.991279,0.000000,1.000000,-48.143009,-0.200000,-51.735234
28,Mi13,0.694883,0.767411,0.000000,1.000000,-48.143009,-0.200000,-51.735234
29,Mi14,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
30,Mi15,1.143412,1.237399,0.000000,1.000000,-48.143009,-0.200000,-51.735234
31,T1,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
32,T2,0.874532,0.692973,0.000000,1.000000,-48.143009,-0.200000,-51.735234
33,T2a,0.111296,0.109491,0.000000,1.000000,-48.143009,-0.200000,-51.735234
34,T3,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
35,T4a,1.627734,0.956638,0.000000,2.603087,-48.143009,-0.200000,-51.735234
36,T4b,2.720589,2.532383,0.000000,1.824025,-48.143009,-0.200000,-51.735234
37,T4c,0.911324,2.193303,0.000000,1.000000,-48.143009,-0.200000,-51.735234
38,T4d,1.353127,3.220222,0.000000,1.000000,-48.143009,-0.200000,-51.735234
39,T5a,0.100000,0.100000,0.000000,0.000000,-48.143009,-0.200000,-51.735234
40,T5b,0.188803,0.726206,0.000000,0.000797,-48.143009,-0.200000,-51.735234
41,T5c,0.151790,0.104509,0.000000,1.000000,-48.143009,-0.200000,-51.735234
42,T5d,1.087161,0.948482,0.000000,1.000000,-48.143009,-0.200000,-51.735234
43,Tm1,1.134607,0.100000,0.000000,2.546753,-48.143009,-0.200000,-51.735234
44,Tm2,1.192947,0.100000,0.000000,1.768125,-48.143009,-0.200000,-51.735234
45,Tm3,2.112158,1.308447,0.000000,1.458130,-48.143009,-0.200000,-51.735234
46,Tm4,3.318762,0.100000,0.000000,2.334363,-48.143009,-0.200000,-51.735234
47,Tm5Y,0.108427,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
48,Tm5a,0.428497,0.550981,0.000000,1.000000,-48.143009,-0.200000,-51.735234
49,Tm5b,0.446062,0.464419,0.000000,1.000000,-48.143009,-0.200000,-51.735234
50,Tm5c,1.682155,1.640579,0.000000,1.000000,-48.143009,-0.200000,-51.735234
51,Tm9,1.582897,0.100000,0.000000,2.054082,-48.143009,-0.200000,-51.735234
52,Tm16,0.574391,0.478055,0.000000,1.000000,-48.143009,-0.200000,-51.735234
53,Tm20,1.591125,1.524188,0.000000,1.000000,-48.143009,-0.200000,-51.735234
54,Tm28,0.119373,0.107989,0.000000,1.000000,-48.143009,-0.200000,-51.735234
55,Tm30,0.466721,0.534706,0.000000,1.000000,-48.143009,-0.200000,-51.735234
56,TmY3,0.741950,0.487995,0.000000,1.000000,-48.143009,-0.200000,-51.735234
57,TmY4,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
58,TmY5a,1.942838,2.062585,0.000000,1.000000,-48.143009,-0.200000,-51.735234
59,TmY9,0.179291,0.222423,0.000000,1.000000,-48.143009,-0.200000,-51.735234
60,TmY10,0.456078,0.438995,0.000000,1.000000,-48.143009,-0.200000,-51.735234
61,TmY13,0.596938,0.592466,0.000000,1.000000,-48.143009,-0.200000,-51.735234
62,TmY14,0.614999,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
63,TmY15,0.483850,0.720888,0.000000,1.000000,-48.143009,-0.200000,-51.735234
64,TmY18,0.100000,0.100000,0.000000,1.000000,-48.143009,-0.200000,-51.735234
