,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,10.000000,,,2.361262,1.636590,0.628760,0.100000,,,,,,,,,,,,,,,,,,2.201869,,,,3.386596,2.283025,,,,0.147095,,,,,,,,,,,,,,,,,,,,,,
R7,,,1.313467,10.000000,,0.676197,,,0.100000,,0.100000,2.566481,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,5.560256,0.100000,,,0.100000,1.567609,,0.231214,,0.389248,7.105432,0.100000,3.821167,0.100000,,,,,,,,,
R8,,1.041548,10.000000,10.000000,0.100000,1.690168,,0.100000,0.100000,,0.100000,3.721296,,,,,,,,,,,,,0.659021,,,,0.100000,0.100000,0.100000,0.100000,,,0.100000,,0.100000,1.244179,0.699105,,3.141246,10.000000,,,0.100000,0.100000,,2.944685,,0.100000,,,,,1.035010,
L1,0.100000,0.100000,0.100000,0.100000,3.864316,0.282700,0.100000,1.948002,0.564073,1.090853,0.972293,,,,,,0.100000,0.227348,,,,,,,10.000000,0.100000,10.000000,,1.504266,0.879554,,0.100000,,2.826867,,,,9.151388,10.000000,,,,6.668100,,,,,,,,,1.484601,,,,
L2,10.000000,,0.100000,0.100000,4.563851,0.100000,2.415715,0.100000,0.100000,0.100000,0.100000,1.009872,,,,,0.359288,0.576470,1.032524,,,,,,0.100000,10.000000,7.049356,,2.030960,0.493059,,,,2.030447,,8.991042,1.902757,,1.565983,,0.517303,,,,0.100000,,,,,,,0.100000,,,,
L3,,0.100000,2.887760,0.103603,0.100000,,,,0.100000,,0.100000,1.646028,,,,,4.002796,10.000000,10.000000,0.931085,,,,,0.100000,,,,0.100000,0.518020,2.131723,,0.100000,,10.000000,0.100000,,9.186267,7.805810,0.100000,0.105680,0.952784,0.100000,0.100000,0.100000,0.894946,0.100000,0.100000,,,,,1.011747,,4.527344,10.000000
L4,10.000000,,,0.100000,1.255600,0.100000,0.100000,10.000000,10.000000,,,0.100000,,,,,0.513236,0.100000,0.779451,0.881923,,,,,,6.820113,,,,3.281162,0.100000,0.100000,,,,0.100000,10.000000,,,,,,10.000000,,,,,,,,,5.688637,,,,
L5,,,,0.100000,0.100000,,,8.128692,0.435484,4.247086,0.100000,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,10.000000,0.100000,10.000000,,0.100000,0.100000,0.100000,0.100000,,10.000000,10.000000,10.000000,10.000000,2.073344,0.100000,,5.280209,0.100000,0.100000,,5.603692,,,,0.100000,10.000000,0.100000,7.500933,,10.000000,,
Mi1,,10.000000,0.100000,0.100000,1.819560,,,0.100000,0.100000,0.100000,10.000000,0.100000,0.150088,0.100000,2.164486,3.338794,0.100000,8.416256,0.100000,,,,,,2.230123,0.100000,1.586475,0.345546,0.100000,1.696144,0.100000,0.100000,8.972580,,0.100000,0.100000,10.000000,0.100000,3.837033,,6.328655,1.319248,0.100000,,,10.000000,,2.104007,0.988356,0.100000,10.000000,1.918831,5.526399,5.411334,3.351428,0.100000
Tm3,,,,3.219463,0.100000,,,,0.100000,1.668708,10.000000,0.325314,9.986338,9.797064,5.209152,9.447704,,,0.100000,,,1.005492,,1.045238,,0.100000,0.100000,0.100000,0.100000,9.488336,4.843979,0.100000,,,0.100000,0.100000,1.074086,,,0.100000,,,0.100000,,,,0.199050,,0.100000,2.730600,5.365385,0.100000,,4.662797,,
Mi4,,,,,0.100000,10.000000,,5.662421,0.100000,6.015571,1.992090,1.430440,0.100000,6.663367,0.490338,3.500819,0.100000,1.971403,0.100000,3.054378,,,,,0.100000,,0.100000,,0.100000,0.100000,0.100000,0.100000,4.529239,,0.479607,,0.100000,,0.100000,0.810555,0.100000,,0.100000,9.981464,0.100000,10.000000,10.000000,5.125730,0.187078,,2.640928,6.329262,1.046267,7.503729,,
Mi9,,,,,,5.696465,8.119413,,0.100000,0.100000,1.752140,,1.479366,1.225700,5.209153,4.221488,0.100000,5.488569,2.696507,0.100000,,,,,,10.000000,9.142185,0.100000,5.020479,,2.592943,10.000000,1.241821,,2.405361,,2.989312,7.733748,,0.746245,10.000000,0.100000,0.100000,6.511056,0.116929,,0.988112,,0.100000,0.993033,,1.524603,10.000000,0.100000,7.025856,
T4a,,,,,,,,,,,,3.478903,8.727417,1.039445,4.024412,0.992422,,,,,0.100000,,,,,,,,,0.100000,,,,,,5.454072,,,,,,,0.100000,,,,,,,0.100000,,,,,0.100000,0.100000
T4b,,,,,,,,,0.100000,,0.100000,0.771473,10.000000,9.915160,,0.969006,,,,,,2.627306,,,,,,,,,,,,,,0.595360,,,,,,,0.100000,,,,,,5.450216,2.978844,0.826571,,,,,
T4c,,,,,,,,,,,,2.205312,,,6.063771,,,,,,,,0.100000,0.100000,,10.000000,,,,,,,,,,,,,,,,,,,,,,,,3.498449,0.100000,,0.100000,10.000000,,
