idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.197404,0.787378,1.015577,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
1,C3,1.990263,0.116563,1.004303,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
2,L1,4.148396,3.203842,6.026884,48.052281,39.364853,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
3,L2,4.319889,1.260794,4.703847,51.813063,45.492036,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
4,L3,0.100000,0.399809,1.230395,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
5,L4,15.273892,0.100000,13.373616,42.749816,48.581109,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
6,L5,0.281128,4.939457,0.100000,52.242347,45.815003,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
7,Mi1,0.531308,2.038177,2.278804,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
8,Mi4,0.592101,0.100000,4.555258,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
9,Mi9,0.657624,4.321001,2.819752,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
10,R1-6,0.339279,1.312383,0.586909,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
11,R7,0.741766,0.571343,0.644330,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
12,R8,0.259914,0.100000,0.618767,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
13,T1,0.100000,0.100000,1.011751,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
14,T2,2.379633,0.574433,1.031328,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
15,T2a,0.100000,0.100000,1.017638,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
16,T3,0.100000,0.100000,0.953097,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
17,T4a,0.100000,1.286206,1.038781,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
18,T4b,0.100000,1.476712,0.981667,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
19,T4c,0.100000,3.422055,0.986577,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
20,T4d,0.100000,0.100000,1.015645,0.000000,0.000000,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861,-42.685748,-0.200000,-47.291990,-46.520768,-0.200000,-46.768861
