idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,0.100000,1.235486,0.000000,1.000000,-47.619708,-0.283959,-49.885586
1,R2,3.203581,1.796259,0.000000,1.000000,-47.619708,-0.283959,-49.885586
2,R3,0.100000,2.546143,0.000000,1.000000,-47.619708,-0.283959,-49.885586
3,R4,0.459976,1.453163,0.000000,1.000000,-47.619708,-0.283959,-49.885586
4,R5,0.100000,1.950654,0.000000,1.000000,-47.619708,-0.283959,-49.885586
5,R6,0.134627,1.099862,0.000000,1.000000,-47.619708,-0.283959,-49.885586
6,R7,0.100000,2.935696,0.000000,1.000000,-47.619708,-0.283959,-49.885586
7,R8,2.006139,1.198550,0.000000,1.000000,-47.619708,-0.283959,-49.885586
8,L1,1.942068,1.292111,45.915551,4.140624,-47.619708,-0.283959,-49.885586
9,L2,1.492140,0.954729,51.765166,3.988520,-47.619708,-0.283959,-49.885586
10,L3,0.793042,1.739554,0.059241,2.497775,-47.619708,-0.283959,-49.885586
11,L4,2.645465,0.100000,0.043506,6.741725,-47.619708,-0.283959,-49.885586
12,L5,2.687225,0.521312,48.166416,2.610986,-47.619708,-0.283959,-49.885586
13,Lawf1,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
14,Lawf2,3.391636,2.884478,0.000000,1.000000,-47.619708,-0.283959,-49.885586
15,Am,4.050469,3.410121,0.000000,1.000000,-47.619708,-0.283959,-49.885586
16,C2,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
17,C3,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
18,CT1(Lo1),2.335679,1.760837,0.000000,1.000000,-47.619708,-0.283959,-49.885586
19,CT1(M10),3.149740,3.169435,0.000000,1.000000,-47.619708,-0.283959,-49.885586
20,Mi1,3.574314,2.760934,0.000000,3.050142,-47.619708,-0.283959,-49.885586
21,Mi2,0.702645,0.773442,0.000000,1.000000,-47.619708,-0.283959,-49.885586
22,Mi3,0.942946,0.869709,0.000000,1.000000,-47.619708,-0.283959,-49.885586
23,Mi4,2.606217,2.082284,0.000000,3.222747,-47.619708,-0.283959,-49.885586
24,Mi9,1.313281,0.100000,0.000000,2.444325,-47.619708,-0.283959,-49.885586
25,Mi10,2.727662,2.701840,0.000000,1.000000,-47.619708,-0.283959,-49.885586
26,Mi11,0.555033,0.407385,0.000000,1.000000,-47.619708,-0.283959,-49.885586
27,Mi12,0.121657,0.122478,0.000000,1.000000,-47.619708,-0.283959,-49.885586
28,Mi13,1.158065,1.217893,0.000000,1.000000,-47.619708,-0.283959,-49.885586
29,Mi14,4.401030,3.592515,0.000000,1.000000,-47.619708,-0.283959,-49.885586
30,Mi15,2.197214,1.595270,0.000000,1.000000,-47.619708,-0.283959,-49.885586
31,T1,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
32,T2,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
33,T2a,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
34,T3,0.895285,2.771903,0.000000,1.000000,-47.619708,-0.283959,-49.885586
35,T4a,2.187217,1.034723,0.000000,1.256193,-47.619708,-0.283959,-49.885586
36,T4b,2.643065,1.583341,0.000000,1.175869,-47.619708,-0.283959,-49.885586
37,T4c,0.856901,0.100000,0.000000,2.078787,-47.619708,-0.283959,-49.885586
38,T4d,0.991419,1.101177,0.000000,1.835004,-47.619708,-0.283959,-49.885586
39,T5a,2.725228,1.777354,0.000000,1.975985,-47.619708,-0.283959,-49.885586
40,T5b,1.162560,1.967772,0.000000,2.749281,-47.619708,-0.283959,-49.885586
41,T5c,3.761182,2.336312,0.000000,6.539570,-47.619708,-0.283959,-49.885586
42,T5d,2.980628,0.100000,0.000000,7.787351,-47.619708,-0.283959,-49.885586
43,Tm1,1.514416,0.167268,0.000000,1.195635,-47.619708,-0.283959,-49.885586
44,Tm2,0.100000,0.100000,0.000000,2.490331,-47.619708,-0.283959,-49.885586
45,Tm3,0.912601,0.128311,0.000000,1.985318,-47.619708,-0.283959,-49.885586
46,Tm4,2.367821,0.919836,0.000000,2.979619,-47.619708,-0.283959,-49.885586
47,Tm5Y,1.050723,1.210749,0.000000,1.000000,-47.619708,-0.283959,-49.885586
48,Tm5a,0.491896,0.435700,0.000000,1.000000,-47.619708,-0.283959,-49.885586
49,Tm5b,0.421761,0.591079,0.000000,1.000000,-47.619708,-0.283959,-49.885586
50,Tm5c,1.641039,1.242955,0.000000,1.000000,-47.619708,-0.283959,-49.885586
51,Tm9,1.812174,2.389550,0.000000,1.738246,-47.619708,-0.283959,-49.885586
52,Tm16,0.458670,0.433082,0.000000,1.000000,-47.619708,-0.283959,-49.885586
53,Tm20,1.406037,0.542665,0.000000,1.000000,-47.619708,-0.283959,-49.885586
54,Tm28,0.107389,0.107145,0.000000,1.000000,-47.619708,-0.283959,-49.885586
55,Tm30,0.546190,0.490783,0.000000,1.000000,-47.619708,-0.283959,-49.885586
56,TmY3,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
57,TmY4,0.110820,0.109274,0.000000,1.000000,-47.619708,-0.283959,-49.885586
58,TmY5a,2.669367,3.504088,0.000000,1.000000,-47.619708,-0.283959,-49.885586
59,TmY9,0.413374,0.393113,0.000000,1.000000,-47.619708,-0.283959,-49.885586
60,TmY10,1.117995,1.533244,0.000000,1.000000,-47.619708,-0.283959,-49.885586
61,TmY13,0.100000,0.100000,0.000000,1.000000,-47.619708,-0.283959,-49.885586
62,TmY14,0.580406,0.781645,0.000000,1.000000,-47.619708,-0.283959,-49.885586
63,TmY15,0.533773,0.216551,0.000000,1.000000,-47.619708,-0.283959,-49.885586
64,TmY18,0.975091,1.276713,0.000000,1.000000,-47.619708,-0.283959,-49.885586
