,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T5a,,,,,,,,,,,,,0.993424,,,1.021195,,,,0.956167,1.003630,,,,0.727525,,,,,,,,,
T5b,,,,,,,,,,,,,0.944119,,,,0.975784,,,0.996985,0.975522,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.040584,,,,,1.022056,,,0.955414,0.982623,0.986539,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.024267,,,,,0.964416,0.959102,,,,0.997958,,,,,,,,,,,
Tm1,,,,,0.500000,,,0.553253,0.500000,0.528163,0.500000,3.832578,0.500000,0.500000,3.008619,,,0.956975,,0.500000,0.955131,0.984625,1.049126,0.500000,5.000000,0.500000,0.708111,1.000324,5.000000,3.626502,1.027232,4.990276,,5.000000
Tm2,,,,1.001142,0.500000,,,0.500000,1.044669,5.000000,0.500000,0.500000,0.500000,0.994423,5.000000,0.955518,,0.976224,,0.903017,0.986188,0.988593,0.961696,5.000000,,,1.008892,0.975069,4.984834,3.649895,,3.659562,1.293049,0.500000
Tm20,,,,,,,,,,1.011305,0.500000,0.892189,1.027866,1.027388,,,,,,,,,,1.017964,0.984490,0.988039,0.957720,,,1.007579,,1.000354,,
Tm21,,,,,,,,,0.975382,,,,0.972135,0.994214,,,,,,,,,,0.825580,,,0.966422,,,,,,,
Tm3,,,,0.500000,1.026081,,,,1.043606,1.038372,0.989133,,0.500000,0.971873,0.500000,0.998746,2.705106,0.988844,0.994987,,0.976090,,0.991790,,,,,3.239923,0.500000,,1.037485,0.981231,0.500000,5.000000
Tm4,,,,,0.992300,,,,0.982788,0.500000,,1.039324,1.038241,1.047503,5.000000,,,,,1.082289,1.029825,1.049647,1.043060,0.500000,0.740909,,0.990351,0.588209,0.500000,,1.008828,5.000000,,3.650496
Tm9,,,,,,5.000000,,,,1.022548,1.080773,,0.952927,0.953053,,,,,,0.737219,0.973370,1.021076,0.951663,0.500000,5.000000,0.970776,0.996191,,5.000000,0.977033,,,,
C2,1.018067,0.985704,0.965598,0.973288,0.960032,1.869281,0.978989,1.045049,0.969631,0.969661,,0.963814,1.015063,1.011073,1.029635,,,,,,,,,1.066813,,,,,,1.038947,1.017009,0.951127,,
C3,2.607145,,,0.500000,1.013876,2.894419,1.038734,0.996675,1.048851,1.034106,1.914694,0.737806,1.812751,0.999736,1.264010,1.001803,0.957331,0.952825,0.989019,,,,,5.000000,0.988239,0.993960,1.015971,1.026013,2.392784,1.856858,1.042043,,,
Lawf1,0.725730,,,0.969419,0.969254,0.500000,,0.994390,,,1.043077,1.566929,,,,,,,,,,,,,,,,1.050895,,,,,0.583712,
Lawf2,0.565490,,,0.958792,0.996677,0.500000,,1.137660,,,,1.512272,,,,,,,,,,,,5.000000,5.000000,,,,,1.028507,0.500000,0.764165,0.510280,
