idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,5.000000,0.969612,13.612501,10000.000000,-0.295579,1.000000
1,R7,1.000000,5.000000,0.978753,16.451054,10000.000000,1.318229,1.000000
2,R8,1.000000,5.000000,1.013676,16.974623,10000.000000,-0.389554,1.000000
3,L1,1.000000,5.000000,0.954714,10.792960,235.104565,8.966641,5.000000
4,L2,1.000000,5.000000,1.014312,10.833308,230.197073,11.859814,5.000000
5,L3,1.000000,5.000000,1.039933,26.117862,10000.000000,5.038008,1.000000
6,L4,1.000000,1.221262,0.968039,10.000000,253.067604,9.280089,4.988087
7,L5,1.000000,1.857410,0.999452,13.436076,200.812698,5.687401,0.511110
8,Mi1,1.000000,4.012484,1.028331,28.718041,9981.805339,4.347464,1.000000
9,Mi4,1.000000,5.000000,1.043073,10.000000,10000.000000,5.472272,1.000000
10,Mi9,1.000000,5.000000,1.012059,32.755726,10000.000000,6.560198,1.000000
11,T1,1.000000,2.757383,1.034151,72.535117,9998.013451,5.428037,1.000000
12,T2,1.000000,5.000000,0.994382,70.499679,9994.094973,-1.933665,1.000000
13,T2a,1.000000,2.786037,1.002373,79.550715,9984.068734,10.006807,1.000000
14,T3,1.000000,0.500000,1.006300,51.628502,9999.964403,-7.117691,1.000000
15,T4a,1.000000,4.635801,0.983136,100.000000,10000.000000,11.644511,1.000000
16,T4b,1.000000,5.000000,1.028800,10.000000,9962.101198,8.721852,1.000000
17,T4c,1.000000,5.000000,1.033166,10.000000,9987.317219,2.710803,1.000000
18,T4d,1.000000,0.500000,0.979843,48.805226,9998.812560,-0.631903,1.000000
19,T5a,1.000000,0.500000,0.988383,55.177173,9997.338187,14.363099,1.000000
20,T5b,1.000000,1.174966,1.006504,47.494493,10000.000000,-4.208904,1.000000
21,T5c,1.000000,1.470814,0.971436,67.063068,9999.996689,2.721309,1.000000
22,T5d,1.000000,5.000000,1.046483,68.542334,9997.155360,20.000000,1.000000
23,Tm1,1.000000,3.205787,1.039872,19.983967,9955.895750,3.002073,1.000000
24,Tm2,1.000000,1.615311,1.016247,10.000000,10000.000000,1.140756,1.000000
25,Tm20,1.000000,5.000000,0.997403,47.720550,9954.520208,4.373141,1.000000
26,Tm21,1.000000,1.738723,1.018361,84.199902,9998.808384,16.660766,1.000000
27,Tm3,1.000000,4.746341,1.022287,10.000000,10000.000000,-2.958739,1.000000
28,Tm4,1.000000,4.850324,1.012701,10.000000,10000.000000,10.621314,1.000000
29,Tm9,1.000000,2.555879,0.977685,25.181695,9973.357546,-5.525774,1.000000
30,C2,1.000000,0.500000,1.047560,75.789527,10000.000000,-2.309178,1.000000
31,C3,1.000000,3.441498,0.986438,14.860647,9994.690193,9.521273,1.000000
