idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.507519,0.503062,0.976038,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
1,C3,1.351797,1.360930,0.997719,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
2,L1,8.671495,5.998741,1.907544,44.495157,48.249938,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
3,L2,8.520775,2.002231,1.697293,45.421412,48.304214,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
4,L3,10.592412,0.100000,4.056696,38.136675,61.759077,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
5,L4,7.670135,0.460975,0.100000,40.033478,50.776682,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
6,L5,0.100000,0.515152,0.100000,42.805107,55.804726,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
7,Mi1,0.185607,0.810726,0.100000,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
8,Mi4,0.100000,0.100000,0.100000,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
9,Mi9,5.235094,0.100000,0.568723,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
10,R1-6,0.100000,9.526216,0.955030,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
11,R7,0.100000,6.492752,0.967893,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
12,R8,0.100000,3.403535,0.954031,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
13,T1,0.104740,0.101912,0.971868,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
14,T2,0.243176,0.100000,1.022628,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
15,T2a,1.905143,1.812061,1.012443,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
16,T3,2.201275,1.853331,1.006843,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
17,T4a,0.100000,0.100000,1.033425,0.000000,0.000000,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849,-61.441329,-0.200000,-59.329671,-62.370307,-0.200000,-44.408849
