idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.283528,0.968263,-0.412143,10.000000,503.674883,0.000000,1.000000
1,R7,1.000000,10.000000,0.000009,0.981933,0.460265,10.000000,200.424051,0.000000,1.000000
2,R8,1.000000,9.524484,-0.000015,0.953650,-0.404584,100.000000,1100.000000,0.000000,0.992417
3,L1,1.000000,10.000000,17.764078,1.809687,0.397603,10.000000,1100.000000,0.000000,0.736064
4,L2,1.000000,10.000000,20.000000,2.116682,0.634111,10.000000,1100.000000,0.000000,0.963923
5,L3,1.000000,9.906574,3.197017,0.823957,-1.460204,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,4.817854,5.058277,0.859591,0.346468,10.000000,1011.209705,0.000000,0.491224
7,L5,1.000000,2.009151,20.000000,1.109243,-0.131385,12.580580,146.757208,0.000000,0.104574
8,Mi1,1.000000,3.951431,-3.136560,2.079842,-0.339882,13.959628,1100.000000,0.000000,0.979840
9,Mi4,1.000000,7.254644,-2.225788,1.361206,1.506505,10.000000,1100.000000,0.000000,0.926522
10,Mi9,1.000000,10.000000,3.368062,1.776794,-0.563711,25.948057,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.493764,0.950412,-0.177472,10.000000,177.458160,0.000000,1.000000
14,T3,1.000000,9.294691,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.872665
15,T4a,1.000000,8.458712,0.582253,0.977267,-0.447509,10.000000,229.829944,0.000000,0.986586
16,T4b,1.000000,10.000000,0.282760,1.009331,0.233163,10.000000,293.764791,0.000000,1.000000
17,T4c,1.000000,10.000000,0.334786,1.042226,0.098106,10.000000,342.477856,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,6.579363,1.010935,-0.101574,10.000000,742.385017,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.794480,998.743532,0.000000,0.010000
21,T5c,1.000000,9.722356,14.668510,0.987741,0.297413,13.313207,375.888801,0.000000,0.786478
22,T5d,1.000000,6.916930,12.393129,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.852948
23,Tm1,1.000000,2.451178,2.552532,1.448156,0.601798,20.444518,1100.000000,0.000000,1.000000
24,Tm2,1.000000,3.395138,2.071913,0.660773,0.182086,10.000000,111.972281,0.000000,0.991072
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.597092,0.450216,0.245846,-0.361606,10.000000,241.342712,0.000000,0.996103
28,Tm4,1.000000,7.690789,20.000000,0.864975,0.790079,10.000000,333.931125,0.000000,0.599388
29,Tm9,1.000000,0.100000,-4.923128,0.754896,0.424447,34.343883,1100.000000,0.000000,0.992328
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
