,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,0.857248,0.889365,0.725422,0.100000,,,,,0.466789,,,,,,,,,,,,,,,,,,,1.046874,0.395248,,
R7,,,0.100000,10.000000,,10.000000,,,0.145839,0.100000,10.000000,,,,,,,,,,,,,,,0.957245,,,,,,0.454334,0.955205,
R8,,9.193707,0.100000,10.000000,0.480024,2.493557,,0.100000,0.100000,0.100000,9.611294,0.100000,,,,,,,,,,,,,,0.809752,0.961049,,,,0.959331,0.436729,1.034524,0.976848
L1,0.100000,0.100000,0.600525,0.100000,0.100000,0.970624,0.100000,10.000000,1.247006,0.100000,,2.151296,0.969416,10.000000,,,,,,,,,,0.100000,0.673004,,,0.696037,,,0.414301,0.978808,,1.035140
L2,10.000000,,0.100000,8.301396,2.171913,0.100000,5.832335,0.100000,0.100000,0.100000,0.100000,0.100000,1.045652,1.047857,,,,,,,,,,0.629982,0.357604,0.531795,,0.100000,2.824892,,1.458263,0.956634,,
L3,,10.000000,0.100000,0.100000,10.000000,,,,0.100000,2.109803,2.518363,0.100000,,,,,,,,,,,,0.100000,10.000000,0.509394,1.029370,,10.000000,4.474079,1.029200,0.358815,1.026842,
L4,10.000000,,,4.707093,7.337977,0.100000,0.100000,10.000000,0.100000,,0.100000,,1.001960,,,,,,,,,,,0.100000,4.187536,,,,0.294593,4.394648,,1.015816,1.029563,0.978071
L5,,,,0.152396,10.000000,,,10.000000,0.100000,0.100000,4.900842,2.315986,1.125385,0.764071,,,,,,,,,,0.100000,2.282676,1.052496,0.540334,0.365824,0.100000,,0.365743,0.794315,0.980813,0.961683
Mi1,,10.000000,10.000000,0.522232,0.100000,,,0.100000,1.992815,10.000000,0.100000,1.023235,1.031811,1.589935,0.284745,1.324531,0.606587,0.468714,0.602173,,,,,0.100000,0.100000,1.045763,0.407860,0.180397,0.100000,,0.380418,1.047985,0.963188,0.527245
Mi4,,,,,0.100000,0.100000,,10.000000,0.100000,10.000000,1.987026,0.962871,,1.038659,,0.100000,0.100000,1.253363,1.047016,,,,,2.677918,0.713978,1.029277,,1.286094,10.000000,2.660643,1.036696,1.026276,0.960646,0.955292
Mi9,,,,,,0.100000,0.100000,,0.100000,4.729377,,,0.975093,10.000000,10.000000,1.544747,1.148353,1.640934,0.970123,,,,,3.598067,0.100000,1.029211,0.995490,1.032205,4.909687,6.614425,0.951968,,0.370031,0.958431
T1,1.031270,0.955743,0.916443,,0.100000,0.100000,,0.100000,,,1.644647,,,,,,,,,,,,,2.669684,2.787660,0.987075,,,2.826824,,,,,
T2,,,,,,,,1.001172,0.974882,,1.039958,,0.966625,1.045635,1.011957,,,,,,,,,1.022085,1.042135,,0.968180,1.015297,1.043773,,,,,1.044206
T2a,,,,,,,,,10.000000,,,,0.996365,10.000000,10.000000,,,,,,,,,0.100000,,0.997834,1.046819,0.100000,10.000000,,0.955085,,,1.009664
T3,,,,,,,,,,,,,0.966332,0.957089,1.017513,,,,1.017345,,,,,0.100000,,,1.014541,2.160449,,,,1.010443,,1.047128
T4a,,,,,,,,,,,6.092377,,,,,8.863142,0.973349,1.027789,0.954033,0.983834,,,,,,,,,,,,1.022308,,
T4b,,,,,,,,,9.944929,1.915047,10.000000,,,,,0.100000,4.082911,,0.963544,,1.033167,,,,,,,,,,,,,
T4c,,,,,,,,,,,10.000000,,1.044738,,,,,3.190716,,,,0.995304,0.984124,,,,,,,,,,,
T4d,,,,,,,,,0.932016,,,,,,,,,0.969713,1.037350,,,,1.004578,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.031271,,,8.319797,,,,7.239647,0.992526,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,1.026224,,,,0.100000,,,1.001732,1.013634,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.027819,,,,,10.000000,,,1.027733,0.100000,1.026944,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.961465,,,,,6.965742,1.049621,,,,1.000657,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.100000,10.000000,0.100000,0.100000,0.694864,0.100000,0.100000,,,1.023058,,10.000000,0.100000,0.100000,0.100000,10.000000,0.100000,0.511518,0.955763,0.100000,0.100000,10.000000,1.017935,0.977939,,0.981385
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.953720,0.100000,0.100000,1.004978,,10.000000,,1.400631,0.100000,10.000000,0.100000,9.743121,,,1.040726,10.000000,2.987764,3.592162,,0.954011,0.996238,0.951348
Tm20,,,,,,,,,,1.011472,0.886848,0.981536,0.958494,0.958236,,,,,,,,,,0.978101,1.018213,0.975390,1.023186,,,1.017370,,0.971599,,
Tm21,,,,,,,,,0.760314,,,,0.974509,0.985554,,,,,,,,,,0.894632,,,1.013799,,,,,,,
Tm3,,,,0.100000,0.100000,,,,10.000000,0.100000,10.000000,,1.015214,9.222473,10.000000,10.000000,10.000000,6.440602,0.897236,,1.023244,,0.976286,,,,,10.000000,0.100000,,1.032461,1.020699,0.330768,0.998682
Tm4,,,,,10.000000,,,,0.100000,3.014527,,0.982743,0.978751,0.100000,0.100000,,,,,8.713271,0.100000,0.100000,8.986167,5.491492,3.030987,,1.037037,0.100000,8.550123,,0.974039,1.024847,,1.018108
Tm9,,,,,,0.100000,,,,0.980932,0.100000,,1.024968,1.000603,,,,,,1.009117,0.964583,0.917041,0.964941,1.021230,0.999439,0.969602,0.985148,,1.004379,0.984670,,,,
C2,1.034602,0.973227,1.023098,0.470408,0.399135,0.688818,0.657688,1.539154,1.432871,0.991865,,1.003442,1.003944,1.049791,0.969775,,,,,,,,,0.546463,,,,,,1.037306,0.955516,0.964294,,
C3,1.047342,,,0.463586,0.388003,0.826825,0.945002,1.578349,1.241521,1.423187,0.415684,1.039046,0.983168,0.951003,0.994101,1.044016,0.960216,0.997466,0.994625,,,,,0.437316,0.768843,0.952331,1.022948,0.976892,0.521332,0.416636,1.027789,,,
Lawf1,1.002184,,,0.971042,1.017749,0.658658,,1.020900,,,0.996063,1.024649,,,,,,,,,,,,,,,,1.046336,,,,,1.034680,
Lawf2,1.008002,,,1.004309,1.023328,1.049425,,0.701022,,,,0.997011,,,,,,,,,,,,1.227671,1.108547,,,,,0.964566,0.990603,1.002482,0.969014,
