,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,0.873600,0.882646,0.723498,0.100000,,,,,0.466789,,,,,,,,,,,,,,,,,,,1.046874,0.395248,,
R7,,,0.100000,10.000000,,10.000000,,,0.131576,0.100000,10.000000,,,,,,,,,,,,,,,0.957245,,,,,,0.454334,0.955205,
R8,,9.099568,0.100000,10.000000,0.388553,2.456397,,0.100000,0.100000,0.100000,9.649643,0.100000,,,,,,,,,,,,,,0.809752,0.961049,,,,0.959331,0.436729,1.034524,0.976848
L1,0.100000,0.100000,0.683545,0.100000,0.100000,1.061382,0.100000,10.000000,1.336703,0.100000,,2.151296,0.969416,10.000000,,,,,,,,,,0.100000,0.803717,,,0.748338,,,0.414301,0.978808,,1.035140
L2,10.000000,,0.100000,8.459318,2.180776,0.100000,5.493365,0.100000,0.100000,0.100000,0.100000,0.100000,1.045652,1.047857,,,,,,,,,,0.680483,0.398803,0.531795,,0.100000,2.733240,,1.458263,0.956634,,
L3,,10.000000,0.100000,0.100000,10.000000,,,,0.100000,2.307589,2.740303,0.100000,,,,,,,,,,,,0.100000,10.000000,0.509394,1.029370,,10.000000,4.836467,1.029200,0.358815,1.026842,
L4,9.624355,,,4.139455,6.254836,0.100000,0.100000,10.000000,0.100000,,0.100000,,1.001960,,,,,,,,,,,0.100000,3.951218,,,,0.100000,3.816556,,1.015816,1.029563,0.978071
L5,,,,0.204075,10.000000,,,10.000000,0.100000,0.100000,4.995882,2.315986,1.125385,3.382978,,,,,,,,,,0.100000,2.558917,1.052496,0.540334,0.395619,0.100000,,0.365743,0.794315,0.980813,0.961683
Mi1,,10.000000,10.000000,0.539379,0.100000,,,0.100000,1.967740,10.000000,0.100000,1.023235,1.031811,1.569909,0.268133,1.300393,0.594054,0.471168,0.602173,,,,,0.100000,0.100000,1.045763,0.407860,0.171687,0.100000,,0.380418,1.047985,0.963188,0.527245
Mi4,,,,,0.100000,0.100000,,10.000000,0.100000,10.000000,1.924875,0.962871,,1.038659,,0.100000,0.100000,1.223191,1.047016,,,,,2.697036,0.742678,1.029277,,1.236789,10.000000,2.584783,1.036696,1.026276,0.960646,0.955292
Mi9,,,,,,0.100000,0.100000,,0.100000,5.329775,,,0.975093,10.000000,10.000000,1.807972,1.247998,1.920377,0.970123,,,,,4.302118,0.100000,1.029211,0.995490,1.156195,5.449527,7.504206,0.951968,,0.370031,0.958431
T1,1.031270,0.955743,0.916443,,0.100000,0.100000,,0.100000,,,1.644647,,,,,,,,,,,,,2.669684,2.787660,0.987075,,,2.826824,,,,,
T2,,,,,,,,1.001172,0.974882,,1.039958,,0.966625,1.045635,1.011957,,,,,,,,,1.022085,1.042135,,0.968180,1.015297,1.043773,,,,,1.044206
T2a,,,,,,,,,10.000000,,,,0.996365,10.000000,10.000000,,,,,,,,,0.100000,,0.997834,1.046819,0.100000,10.000000,,0.955085,,,1.009664
T3,,,,,,,,,,,,,0.966332,0.957089,1.017513,,,,1.017345,,,,,0.100000,,,1.014541,2.055295,,,,1.010443,,1.047128
T4a,,,,,,,,,,,6.127652,,,,,8.815407,0.973349,1.027789,0.954033,0.983834,,,,,,,,,,,,1.022308,,
T4b,,,,,,,,,9.756830,1.915047,10.000000,,,,,0.100000,4.013814,,0.963544,,1.033167,,,,,,,,,,,,,
T4c,,,,,,,,,,,10.000000,,1.044738,,,,,3.183665,,,,0.995304,0.984124,,,,,,,,,,,
T4d,,,,,,,,,0.932016,,,,,,,,,0.969713,1.037350,,,,1.004578,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.031271,,,7.437641,,,,7.699115,0.992526,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,1.026224,,,,0.100000,,,1.001732,1.013636,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.027819,,,,,10.000000,,,1.027733,0.100000,1.026944,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.961465,,,,,7.028442,1.049621,,,,1.000657,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.100000,10.000000,0.100000,0.100000,0.694864,0.100000,0.100000,,,1.023058,,10.000000,0.100000,0.100000,0.100000,10.000000,0.100000,0.511518,0.955763,0.100000,0.100000,10.000000,1.017935,0.977939,,0.981385
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.953720,0.100000,0.100000,1.004978,,10.000000,,1.469364,0.100000,10.000000,0.100000,10.000000,,,1.040726,10.000000,3.884032,3.529574,,0.954011,0.996238,0.951348
