,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,0.857217,0.888343,0.723869,0.100000,,,,,0.466789,,,,,,,,,,,,,,,,,,,1.046874,0.395248,,
R7,,,0.100000,10.000000,,10.000000,,,0.143107,0.100000,10.000000,,,,,,,,,,,,,,,0.957245,,,,,,0.454334,0.955205,
R8,,9.188555,0.100000,10.000000,0.469655,2.491829,,0.100000,0.100000,0.100000,9.639008,0.100000,,,,,,,,,,,,,,0.809752,0.961049,,,,0.959331,0.436729,1.034524,0.976848
L1,0.100000,0.100000,0.609446,0.100000,0.100000,0.980204,0.100000,10.000000,1.258061,0.100000,,2.151296,0.969416,10.000000,,,,,,,,,,0.100000,0.676378,,,0.703096,,,0.414301,0.978808,,1.035140
L2,10.000000,,0.100000,8.304384,2.173951,0.100000,5.756204,0.100000,0.100000,0.100000,0.100000,0.100000,1.045652,1.047857,,,,,,,,,,0.639972,0.358178,0.531795,,0.100000,2.802600,,1.458263,0.956634,,
L3,,10.000000,0.100000,0.100000,10.000000,,,,0.100000,2.122484,2.535720,0.100000,,,,,,,,,,,,0.100000,10.000000,0.509394,1.029370,,10.000000,4.492795,1.029200,0.358815,1.026842,
L4,10.000000,,,4.631357,7.194137,0.100000,0.100000,10.000000,0.100000,,0.100000,,1.001960,,,,,,,,,,,0.100000,4.105576,,,,0.269359,4.313814,,1.015816,1.029563,0.978071
L5,,,,0.153698,10.000000,,,10.000000,0.100000,0.100000,4.910535,2.315986,1.125385,1.315638,,,,,,,,,,0.100000,2.284473,1.052496,0.540334,0.364459,0.100000,,0.365743,0.794315,0.980813,0.961683
Mi1,,10.000000,10.000000,0.530386,0.100000,,,0.100000,1.987978,10.000000,0.100000,1.023235,1.031811,1.586080,0.284890,1.322084,0.605837,0.470578,0.602173,,,,,0.100000,0.100000,1.045763,0.407860,0.179996,0.100000,,0.380418,1.047985,0.963188,0.527245
Mi4,,,,,0.100000,0.100000,,10.000000,0.100000,10.000000,1.981586,0.962871,,1.038659,,0.100000,0.100000,1.248100,1.047016,,,,,2.699852,0.709490,1.029277,,1.279867,10.000000,2.649738,1.036696,1.026276,0.960646,0.955292
Mi9,,,,,,0.100000,0.100000,,0.100000,4.831713,,,0.975093,10.000000,10.000000,1.584533,1.169644,1.681502,0.970123,,,,,3.728705,0.100000,1.029211,0.995490,1.055699,4.960959,6.754253,0.951968,,0.370031,0.958431
