idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.251037,0.968263,-0.412143,10.000000,1049.863250,0.000000,1.000000
1,R7,1.000000,10.000000,-0.001559,0.981933,0.460265,10.000000,724.636483,0.000000,1.000000
2,R8,1.000000,10.000000,-0.025176,0.953650,-0.404584,77.180047,1100.000000,0.000000,1.000000
3,L1,1.000000,8.966025,11.294708,1.069950,0.251851,10.000000,548.525673,0.000000,0.511056
4,L2,1.000000,10.000000,20.000000,1.875552,0.662581,10.000000,567.152491,0.000000,1.000000
5,L3,1.000000,10.000000,3.165181,0.720413,-1.245771,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,7.297978,7.446914,1.136455,0.575496,10.000000,607.663073,0.000000,0.735757
7,L5,1.000000,2.496096,20.000000,1.024834,-0.107802,11.278561,165.459354,0.000000,0.161550
8,Mi1,1.000000,4.064591,-2.398303,1.831707,-0.310275,18.026922,1100.000000,0.000000,0.943728
9,Mi4,1.000000,7.739732,-2.014877,1.351434,1.515159,10.000000,1100.000000,0.000000,0.999974
10,Mi9,1.000000,5.479655,4.327921,1.601915,-0.514229,19.169980,1100.000000,0.000000,0.735983
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.640413,0.950412,-0.177472,10.000000,604.991153,0.000000,1.000000
14,T3,1.000000,10.000000,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,1.000000
15,T4a,1.000000,8.039321,0.846454,0.977267,-0.447509,10.000000,693.008953,0.000000,1.000000
16,T4b,1.000000,9.916835,0.331916,1.009331,0.233163,10.000000,762.784215,0.000000,1.000000
17,T4c,1.000000,10.000000,0.321191,1.042226,0.098106,10.000000,713.409718,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,9.833014,1.010935,-0.101574,10.000000,835.339208,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.743608,998.744063,0.000000,0.010000
21,T5c,1.000000,10.000000,14.668510,0.987741,0.297413,10.000000,717.261124,0.000000,1.000000
22,T5d,1.000000,7.020306,13.533614,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.676486
23,Tm1,1.000000,2.188652,2.437669,1.408324,0.659569,24.904684,1100.000000,0.000000,1.000000
24,Tm2,1.000000,2.614177,4.265275,1.501889,0.332438,10.000000,729.047214,0.000000,0.931772
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.030503,0.928393,0.291279,-0.394538,10.000000,656.639065,0.000000,1.000000
28,Tm4,1.000000,7.834582,20.000000,1.053579,0.770090,10.000000,984.251343,0.000000,0.820957
29,Tm9,1.000000,0.100000,-4.363914,0.769825,0.430712,32.070202,1100.000000,0.000000,0.999907
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
