,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,0.856313,0.833545,0.702618,0.100000,,,,,0.466789,,,,,,,,,,,,,,,,,,,1.046874,0.395248,,
R7,,,0.100000,10.000000,,10.000000,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,0.957245,,,,,,0.454334,0.955205,
R8,,10.000000,0.100000,10.000000,0.100000,2.156694,,0.100000,0.100000,0.100000,10.000000,0.100000,,,,,,,,,,,,,,0.809752,0.961049,,,,0.959331,0.436729,1.034524,0.976848
L1,0.100000,0.100000,0.794040,0.100000,0.100000,1.327928,0.100000,10.000000,1.520805,0.100000,,2.151296,0.969416,10.000000,,,,,,,,,,0.100000,4.355508,,,0.823627,,,0.414301,0.978808,,1.035140
L2,10.000000,,0.100000,8.497678,2.394017,0.100000,5.297025,0.100000,0.100000,0.100000,0.100000,0.100000,1.045652,1.047857,,,,,,,,,,0.732497,0.856396,0.531795,,0.100000,2.692395,,1.458263,0.956634,,
L3,,10.000000,0.703958,0.100000,9.755040,,,,0.100000,2.818782,4.217211,0.100000,,,,,,,,,,,,0.100000,10.000000,0.509394,1.029370,,10.000000,5.993759,1.029200,0.358815,1.026842,
L4,7.197471,,,3.652937,4.425505,0.100000,0.100000,10.000000,0.100000,,0.100000,,1.001960,,,,,,,,,,,0.100000,3.751844,,,,0.100000,2.559641,,1.015816,1.029563,0.978071
L5,,,,1.849708,10.000000,,,10.000000,0.100000,0.100000,5.650722,2.315986,1.125385,0.100000,,,,,,,,,,0.100000,2.268360,1.052496,0.540334,0.979879,0.100000,,0.365743,0.794315,0.980813,0.961683
Mi1,,10.000000,10.000000,0.100000,0.100000,,,0.100000,2.166919,10.000000,0.100000,1.023235,1.031811,1.497398,0.100000,1.299407,0.638972,0.499109,0.602173,,,,,0.100000,0.154819,1.045763,0.407860,0.100000,0.100000,,0.380418,1.047985,0.963188,0.527245
Mi4,,,,,0.100000,0.100000,,10.000000,0.100000,10.000000,1.959236,0.962871,,1.038659,,0.100000,0.100000,1.593213,1.047016,,,,,3.112075,0.100000,1.029277,,1.351792,10.000000,2.371048,1.036696,1.026276,0.960646,0.955292
Mi9,,,,,,0.100000,0.100000,,0.100000,5.404475,,,0.975093,10.000000,10.000000,3.048063,1.673784,3.380885,0.970123,,,,,4.529103,5.511054,1.029211,0.995490,1.284029,6.549354,8.277796,0.951968,,0.370031,0.958431
T1,1.031270,0.955743,0.916443,,0.100000,0.100000,,0.100000,,,1.644647,,,,,,,,,,,,,2.669684,2.787660,0.987075,,,2.826824,,,,,
T2,,,,,,,,1.001172,0.974882,,1.039958,,0.966625,1.045635,1.011957,,,,,,,,,1.022085,1.042135,,0.968180,1.015297,1.043773,,,,,1.044206
T2a,,,,,,,,,9.744721,,,,0.996365,10.000000,10.000000,,,,,,,,,0.100000,,0.997834,1.046819,0.100000,10.000000,,0.955085,,,1.009664
T3,,,,,,,,,,,,,0.966332,0.957089,1.017513,,,,1.017345,,,,,10.000000,,,1.014541,0.100000,,,,1.010443,,1.047128
T4a,,,,,,,,,,,6.277524,,,,,8.188759,0.973349,1.027789,0.954033,0.983834,,,,,,,,,,,,1.022308,,
T4b,,,,,,,,,9.022038,1.915047,10.000000,,,,,0.100000,3.991592,,0.963544,,1.033167,,,,,,,,,,,,,
T4c,,,,,,,,,,,9.593789,,1.044738,,,,,3.296107,,,,0.995304,0.984124,,,,,,,,,,,
T4d,,,,,,,,,0.932016,,,,,,,,,0.969713,1.037350,,,,1.004578,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.031271,,,4.565968,,,,10.000000,0.992526,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,1.026224,,,,0.100000,,,1.001725,1.013657,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.027819,,,,,10.000000,,,1.027733,0.100000,1.026944,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.961465,,,,,6.440784,1.049621,,,,1.000657,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.100000,10.000000,0.100000,0.100000,0.694864,0.100000,0.100000,,,1.023058,,8.515968,0.100000,0.100000,0.100000,10.000000,0.100000,0.511518,0.955763,0.100000,0.100000,9.641956,1.017935,0.977939,,0.981385
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.953720,0.100000,10.000000,1.004978,,9.421718,,10.000000,0.100000,10.000000,0.100000,6.396076,,,1.040726,10.000000,0.100000,2.915807,,0.954011,0.996238,0.951348
Tm20,,,,,,,,,,1.011472,0.886848,0.981536,0.958494,0.958236,,,,,,,,,,0.978101,1.018213,0.975390,1.023186,,,1.017370,,0.971599,,
