idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.283649,0.968263,-0.412143,10.000000,504.669965,0.000000,1.000000
1,R7,1.000000,10.000000,-0.000023,0.981933,0.460265,10.000000,200.365076,0.000000,1.000000
2,R8,1.000000,9.527386,0.000003,0.953650,-0.404584,100.000000,1100.000000,0.000000,0.992196
3,L1,1.000000,10.000000,17.619235,1.794904,0.394345,10.000000,1100.000000,0.000000,0.729959
4,L2,1.000000,10.000000,20.000000,2.115964,0.633851,10.000000,1100.000000,0.000000,0.967698
5,L3,1.000000,9.853998,3.196380,0.823910,-1.459938,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,4.822155,5.062508,0.860249,0.346714,10.000000,1011.202911,0.000000,0.495018
7,L5,1.000000,2.001292,20.000000,1.109255,-0.131453,12.581730,146.747282,0.000000,0.105445
8,Mi1,1.000000,3.950560,-3.133068,2.078180,-0.339616,13.957964,1100.000000,0.000000,0.980555
9,Mi4,1.000000,7.252784,-2.225431,1.361066,1.506297,10.000000,1100.000000,0.000000,0.927350
10,Mi9,1.000000,10.000000,3.366049,1.775647,-0.563379,25.947347,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.492943,0.950412,-0.177472,10.000000,177.522715,0.000000,1.000000
14,T3,1.000000,9.301125,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.879099
15,T4a,1.000000,8.458994,0.581729,0.977267,-0.447509,10.000000,229.870763,0.000000,0.986943
16,T4b,1.000000,10.000000,0.282793,1.009331,0.233163,10.000000,294.544561,0.000000,1.000000
17,T4c,1.000000,10.000000,0.334713,1.042226,0.098106,10.000000,342.024664,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,6.556063,1.010935,-0.101574,10.000000,741.423157,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.794421,998.743533,0.000000,0.010000
21,T5c,1.000000,9.723157,14.668510,0.987741,0.297413,13.311810,376.084455,0.000000,0.786732
22,T5d,1.000000,6.917305,12.389281,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.856660
23,Tm1,1.000000,2.431300,2.569854,1.458385,0.605940,20.440845,1100.000000,0.000000,0.999998
24,Tm2,1.000000,3.397805,2.067900,0.659458,0.181695,10.000000,111.958418,0.000000,0.992598
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.596933,0.449747,0.245563,-0.361186,10.000000,241.324809,0.000000,0.996176
28,Tm4,1.000000,7.659883,20.000000,0.865024,0.790014,10.000000,333.862203,0.000000,0.602542
29,Tm9,1.000000,0.100000,-4.923128,0.754516,0.424210,34.342887,1100.000000,0.000000,0.992969
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
