idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.200355,0.968263,-0.412143,10.000000,1095.839274,0.000000,1.000000
1,R7,1.000000,10.000000,0.000209,0.981933,0.460265,10.000000,823.766268,0.000000,1.000000
2,R8,1.000000,10.000000,0.063928,0.953650,-0.404584,74.915313,1100.000000,0.000000,1.000000
3,L1,1.000000,7.861029,9.764551,0.899380,0.212034,10.000000,457.838509,0.000000,0.470940
4,L2,1.000000,10.000000,20.000000,1.850933,0.664719,10.000000,480.104902,0.000000,1.000000
5,L3,1.000000,10.000000,3.162818,0.710382,-1.227976,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,7.496317,7.823026,1.111232,0.574723,10.000000,518.286848,0.000000,0.714516
7,L5,1.000000,3.370413,20.000000,0.817286,-0.078903,10.876888,160.875263,0.000000,0.165740
8,Mi1,1.000000,4.150360,-2.126938,1.800365,-0.296372,19.423345,1100.000000,0.000000,0.979867
9,Mi4,1.000000,7.315204,-1.955525,1.376336,1.538672,10.000000,1100.000000,0.000000,1.000000
10,Mi9,1.000000,5.559987,4.260632,1.522570,-0.489617,19.196252,1100.000000,0.000000,0.688187
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.644629,0.950412,-0.177472,10.000000,703.030229,0.000000,1.000000
14,T3,1.000000,10.000000,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,1.000000
15,T4a,1.000000,7.965898,0.901317,0.977267,-0.447509,10.000000,781.199898,0.000000,1.000000
16,T4b,1.000000,9.789352,0.330015,1.009331,0.233163,10.000000,836.229753,0.000000,1.000000
17,T4c,1.000000,10.000000,0.292771,1.042226,0.098106,10.000000,798.344583,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,10.087561,1.010935,-0.101574,10.000000,930.415820,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.736300,998.744135,0.000000,0.010000
21,T5c,1.000000,10.000000,14.668510,0.987741,0.297413,10.000000,817.122778,0.000000,1.000000
22,T5d,1.000000,7.252968,13.533614,1.021567,-0.368322,10.684229,1100.000000,0.000000,0.607978
23,Tm1,1.000000,2.244027,2.254776,1.335324,0.624488,27.336617,1100.000000,0.000000,1.000000
24,Tm2,1.000000,2.845857,4.054379,1.351742,0.291219,10.000000,837.914908,0.000000,0.856858
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.065299,0.989015,0.293822,-0.393203,10.000000,749.594012,0.000000,0.999813
28,Tm4,1.000000,7.679511,20.000000,1.064332,0.786473,10.000000,1100.000000,0.000000,0.833704
29,Tm9,1.000000,0.100000,-4.316424,0.784336,0.436884,31.370599,1100.000000,0.000000,1.000000
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
