idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.283388,0.968263,-0.412143,10.000000,499.717960,0.000000,1.000000
1,R7,1.000000,10.000000,0.000015,0.981933,0.460265,10.000000,200.871099,0.000000,1.000000
2,R8,1.000000,9.511532,-0.000030,0.953650,-0.404584,100.000000,1100.000000,0.000000,0.993756
3,L1,1.000000,10.000000,18.201200,1.854493,0.407491,10.000000,1100.000000,0.000000,0.754378
4,L2,1.000000,10.000000,20.000000,2.118255,0.634683,10.000000,1100.000000,0.000000,0.948830
5,L3,1.000000,10.000000,3.201168,0.824597,-1.461187,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,4.799351,5.043054,0.856775,0.345479,10.000000,1010.838324,0.000000,0.475295
7,L5,1.000000,2.040833,20.000000,1.109147,-0.131496,12.578410,146.773040,0.000000,0.102021
8,Mi1,1.000000,3.956992,-3.145501,2.085344,-0.340846,13.965223,1100.000000,0.000000,0.980587
9,Mi4,1.000000,7.254598,-2.230438,1.364215,1.509683,10.000000,1100.000000,0.000000,0.924948
10,Mi9,1.000000,10.000000,3.368167,1.777691,-0.564045,25.961158,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.493834,0.950412,-0.177472,10.000000,177.339056,0.000000,1.000000
14,T3,1.000000,9.268651,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.846567
15,T4a,1.000000,8.458550,0.583264,0.977267,-0.447509,10.000000,229.877728,0.000000,0.986228
16,T4b,1.000000,10.000000,0.282217,1.009331,0.233163,10.000000,291.349682,0.000000,1.000000
17,T4c,1.000000,10.000000,0.335411,1.042226,0.098106,10.000000,343.458296,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,6.692503,1.010935,-0.101574,10.000000,746.206471,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.794715,998.743529,0.000000,0.010000
21,T5c,1.000000,9.719380,14.668510,0.987741,0.297413,13.364944,375.110899,0.000000,0.782885
22,T5d,1.000000,6.911969,12.409008,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.838014
23,Tm1,1.000000,2.537014,2.479827,1.407149,0.584774,20.459290,1100.000000,0.000000,1.000000
24,Tm2,1.000000,3.391949,2.089051,0.666160,0.183629,10.000000,112.053186,0.000000,0.983136
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.597156,0.450707,0.246247,-0.362248,10.000000,241.393136,0.000000,0.996073
28,Tm4,1.000000,7.814615,20.000000,0.864957,0.790024,10.000000,334.250131,0.000000,0.580462
29,Tm9,1.000000,0.100000,-4.923128,0.756222,0.425213,34.347428,1100.000000,0.000000,0.990175
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
