idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.294610,0.968263,-0.412143,10.000000,719.333719,0.000000,1.000000
1,R7,1.000000,10.000000,0.008968,0.981933,0.460265,10.000000,370.237774,0.000000,1.000000
2,R8,1.000000,10.000000,-0.044100,0.953650,-0.404584,95.885684,1100.000000,0.000000,1.000000
3,L1,1.000000,10.000000,14.257546,1.432126,0.324104,10.000000,910.749053,0.000000,0.563040
4,L2,1.000000,10.000000,20.000000,2.061261,0.657772,10.000000,903.224849,0.000000,0.999982
5,L3,1.000000,7.436827,3.064471,0.754707,-1.321300,100.000000,1100.000000,0.000000,0.892306
6,L4,1.000000,5.775305,6.697170,1.124008,0.499060,10.000000,887.222242,0.000000,0.758694
7,L5,1.000000,1.841912,20.000000,1.162440,-0.136743,11.689659,168.443807,0.000000,0.131777
8,Mi1,1.000000,3.668636,-3.141001,2.124373,-0.360725,15.305417,1100.000000,0.000000,0.999156
9,Mi4,1.000000,7.760199,-2.367880,1.382573,1.552114,10.000000,1100.000000,0.000000,0.999236
10,Mi9,1.000000,6.348173,4.217426,2.070927,-0.660557,21.254245,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.526483,0.950412,-0.177472,10.000000,234.896383,0.000000,1.000000
14,T3,1.000000,9.158556,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.736169
15,T4a,1.000000,8.393461,0.688710,0.977267,-0.447509,10.000000,343.246854,0.000000,0.995433
16,T4b,1.000000,10.000000,0.314368,1.009331,0.233163,10.000000,447.341200,0.000000,1.000000
17,T4c,1.000000,9.543422,0.392873,1.042226,0.098106,10.000000,377.510286,0.000000,0.991624
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,10.871013,1.010935,-0.101574,10.000000,453.675372,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.775242,998.743753,0.000000,0.010000
21,T5c,1.000000,9.567917,14.668510,0.987741,0.297413,10.000000,360.559768,0.000000,0.895607
22,T5d,1.000000,6.623153,15.534123,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.988636
23,Tm1,1.000000,1.899415,3.324409,1.908781,0.847168,20.742622,1100.000000,0.000000,0.998874
24,Tm2,1.000000,2.104001,4.478990,1.694074,0.451250,10.000000,294.394868,0.000000,0.999993
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.448846,0.599794,0.263337,-0.389338,10.000000,312.286316,0.000000,0.991745
28,Tm4,1.000000,8.645239,20.000000,1.042788,0.817620,10.000000,555.465236,0.000000,0.755874
29,Tm9,1.000000,0.100000,-4.923128,0.812622,0.457727,33.664306,1100.000000,0.000000,0.999814
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
