idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.283442,0.968263,-0.412143,10.000000,526.599701,0.000000,1.000000
1,R7,1.000000,10.000000,-0.000116,0.981933,0.460265,10.000000,200.575699,0.000000,1.000000
2,R8,1.000000,9.596459,-0.001240,0.953650,-0.404584,100.000000,1100.000000,0.000000,0.987062
3,L1,1.000000,10.000000,16.954745,1.725564,0.378930,10.000000,1100.000000,0.000000,0.701137
4,L2,1.000000,10.000000,20.000000,2.111205,0.631818,10.000000,1100.000000,0.000000,0.988483
5,L3,1.000000,9.701775,3.189983,0.823653,-1.459830,100.000000,1100.000000,0.000000,0.999886
6,L4,1.000000,4.885657,5.154933,0.877255,0.352763,10.000000,1013.874048,0.000000,0.531431
7,L5,1.000000,1.964925,20.000000,1.107499,-0.131149,12.615977,146.558807,0.000000,0.109465
8,Mi1,1.000000,3.951453,-3.114391,2.070249,-0.337984,13.942094,1100.000000,0.000000,0.983251
9,Mi4,1.000000,7.255676,-2.238299,1.367407,1.513456,10.000000,1100.000000,0.000000,0.934249
10,Mi9,1.000000,9.545466,3.384561,1.781083,-0.565258,25.852080,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.487984,0.950412,-0.177472,10.000000,178.320410,0.000000,1.000000
14,T3,1.000000,9.337943,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.913925
15,T4a,1.000000,8.448338,0.584272,0.977267,-0.447509,10.000000,231.328888,0.000000,0.990544
16,T4b,1.000000,10.000000,0.285811,1.009331,0.233163,10.000000,305.473262,0.000000,1.000000
17,T4c,1.000000,10.000000,0.334924,1.042226,0.098106,10.000000,339.653556,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,6.489607,1.010935,-0.101574,10.000000,719.575946,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.793086,998.743550,0.000000,0.010000
21,T5c,1.000000,9.733046,14.668510,0.987741,0.297413,13.138034,378.409031,0.000000,0.790969
22,T5d,1.000000,6.950734,12.318816,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.883989
23,Tm1,1.000000,2.302235,2.701382,1.534498,0.636931,20.370477,1100.000000,0.000000,1.000000
24,Tm2,1.000000,3.395054,2.050698,0.653935,0.179824,10.000000,111.571089,0.000000,0.993581
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.585638,0.449152,0.245210,-0.360538,10.000000,241.065754,0.000000,0.999215
28,Tm4,1.000000,7.445911,20.000000,0.870597,0.795143,10.000000,332.271088,0.000000,0.634452
29,Tm9,1.000000,0.100000,-4.923128,0.754358,0.424118,34.320186,1100.000000,0.000000,0.996398
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
