idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.199904,1.109263,-4.501978,1.046335,0.000000,24.383581,200.512504,0.000000,0.000000,20.135655,20.135684
1,R7,1.199904,4.990225,-5.523911,1.018985,0.000000,36.734421,191.981846,0.000000,0.000000,16.892800,16.892835
2,R8,1.199904,3.997527,-2.263101,0.953487,0.000000,18.395210,201.465475,0.000000,0.000000,16.111107,16.111258
3,L1,1.199904,3.289989,5.103193,0.201909,0.000000,31.655123,181.786922,0.000000,0.600000,0.283507,0.283535
4,L2,1.199904,4.270312,5.118922,0.184535,0.000000,21.812618,172.322697,0.000000,0.600000,1.287477,1.288144
5,L3,1.199904,0.885606,-2.342994,0.531957,0.000000,38.194761,195.981772,0.000000,0.000000,93.639937,93.646742
6,L4,1.199904,0.100000,1.072467,0.167802,0.000000,10.000000,160.580659,0.000000,1.000000,0.000000,0.000510
7,L5,1.199904,4.520634,5.023480,0.161910,0.000000,28.232967,185.236787,0.000000,1.000000,0.000000,-0.000272
8,Mi1,1.199904,2.972667,3.524241,0.996117,0.000000,54.714350,205.021400,0.000000,0.000000,0.799989,0.798587
9,Tm3,1.199904,1.720878,1.519176,0.992273,0.000000,49.109358,204.927673,0.000000,0.000000,-4.806992,-4.808472
10,Mi4,1.199904,3.971042,-0.710764,0.999716,0.000000,18.744632,205.641045,0.000000,0.000000,-19.421279,-19.413495
11,Mi9,1.199904,1.971135,-1.840312,0.990745,0.000000,31.986733,192.772195,0.000000,0.000000,14.815753,14.816935
12,T4a,1.199904,0.100000,-0.744196,0.955809,0.000000,51.021080,201.060597,0.000000,0.000000,-1.041030,-1.031426
13,T4b,1.199904,0.100000,-1.379630,1.028874,0.000000,49.852778,199.217491,0.000000,0.000000,-0.471158,-0.470381
14,T4c,1.199904,2.108458,-0.004411,1.008741,0.000000,52.696348,201.809977,0.000000,0.000000,1.348843,1.370647
15,T4d,1.199904,1.411118,-1.115949,0.954812,0.000000,48.636636,193.306526,0.000000,0.000000,0.672389,0.682528
16,Tm1,1.199904,0.635767,-0.632932,1.021355,0.000000,44.027186,209.481119,0.000000,0.000000,10.855057,10.871794
17,Tm2,1.199904,1.569330,-0.836300,1.000608,0.000000,43.952201,204.873730,0.000000,0.000000,10.913957,10.915481
18,Tm4,1.199904,5.094234,-8.510632,0.959408,0.000000,23.429669,195.816926,0.000000,0.000000,9.674020,9.768697
19,Tm9,1.199904,1.881200,1.281224,1.028501,0.000000,54.282102,195.635871,0.000000,0.000000,4.514311,4.515260
20,T5a,1.199904,5.010162,4.035841,1.036763,0.000000,37.446338,199.568160,0.000000,0.000000,5.175205,5.239020
21,T5b,1.199904,3.910932,3.381997,1.004282,0.000000,54.133179,208.213426,0.000000,0.000000,3.375707,3.402545
22,T5c,1.199904,0.100000,-1.368066,0.975786,0.000000,50.813425,194.182959,0.000000,0.000000,0.076213,0.078621
23,T5d,1.199904,0.739288,-0.198612,0.986148,0.000000,48.074127,201.320229,0.000000,0.000000,0.213053,0.236800
24,T1,1.199904,2.370313,3.721360,1.028870,0.000000,58.844245,197.040975,0.000000,0.000000,17.891512,17.891194
25,T2,1.199904,2.215487,2.256757,1.028025,0.000000,55.204244,209.242232,0.000000,0.000000,5.536462,5.532446
26,T2a,1.199904,0.553221,0.889872,1.010178,0.000000,47.862925,190.551813,0.000000,0.000000,1.273057,1.275269
27,T3,1.199904,3.061288,0.527499,0.978288,0.000000,44.636264,200.289490,0.000000,0.000000,5.590613,5.609545
28,C2,1.199904,0.832939,-0.600325,0.957061,0.000000,47.324428,194.393048,0.000000,0.000000,3.657448,3.664650
29,C3,1.199904,2.394193,-1.918330,1.029771,0.000000,47.003907,193.050462,0.000000,0.000000,-7.420915,-7.406471
30,Lawf1,1.199904,6.343132,6.818329,1.004837,0.000000,26.815840,194.015380,0.000000,0.000000,92.925011,93.049238
