idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,2.235891,10.563606,46.553331,8.824515,-45.241931,-0.243274,-41.232201
1,R2,1.192749,10.422150,46.553331,8.576933,-45.241931,-0.243274,-41.232201
2,R3,4.265076,9.822247,46.553331,9.327679,-45.241931,-0.243274,-41.232201
3,R4,8.161072,10.614624,46.553331,9.313737,-45.241931,-0.243274,-41.232201
4,R5,3.624839,10.323255,46.553331,9.084033,-45.241931,-0.243274,-41.232201
5,R6,4.265072,11.134068,46.553331,9.327671,-45.241931,-0.243274,-41.232201
6,R7,6.988588,12.800281,47.258956,8.362096,-45.241931,-0.243274,-41.232201
7,R8,0.151951,0.546731,45.598104,8.336066,-45.241931,-0.243274,-41.232201
8,L1,7.585412,2.547605,47.916926,2.508784,-45.241931,-0.243274,-41.232201
9,L2,0.562172,0.453620,68.218830,1.409843,-45.241931,-0.243274,-41.232201
10,L3,16.604415,0.863212,4.045346,19.654231,-45.241931,-0.243274,-41.232201
11,L4,0.294506,3.742148,0.000000,2.402932,-45.241931,-0.243274,-41.232201
12,L5,1.383011,0.420492,44.523902,0.000000,-45.241931,-0.243274,-41.232201
13,Lawf1,0.100001,0.100001,0.000000,1.000000,-45.241931,-0.243274,-41.232201
14,Lawf2,0.251336,0.433434,0.000000,1.000000,-45.241931,-0.243274,-41.232201
15,Am,0.183302,0.172082,0.000000,1.000000,-45.241931,-0.243274,-41.232201
16,C2,0.430811,0.639257,0.000000,1.000000,-45.241931,-0.243274,-41.232201
17,C3,0.485956,0.555958,0.000000,1.000000,-45.241931,-0.243274,-41.232201
18,CT1(Lo1),0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
19,CT1(M10),0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
20,Mi1,1.735199,0.100000,0.000000,9.999117,-45.241931,-0.243274,-41.232201
21,Mi2,1.836470,2.155675,0.000000,1.000000,-45.241931,-0.243274,-41.232201
22,Mi3,0.425452,0.412290,0.000000,1.000000,-45.241931,-0.243274,-41.232201
23,Mi4,0.110284,0.130455,0.000000,5.056245,-45.241931,-0.243274,-41.232201
24,Mi9,5.050447,2.641419,0.000000,17.847954,-45.241931,-0.243274,-41.232201
25,Mi10,1.946178,2.043865,0.000000,1.000000,-45.241931,-0.243274,-41.232201
26,Mi11,0.562771,0.465704,0.000000,1.000000,-45.241931,-0.243274,-41.232201
27,Mi12,0.170912,0.170329,0.000000,1.000000,-45.241931,-0.243274,-41.232201
28,Mi13,0.153934,0.153470,0.000000,1.000000,-45.241931,-0.243274,-41.232201
29,Mi14,0.246460,0.243993,0.000000,1.000000,-45.241931,-0.243274,-41.232201
30,Mi15,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
31,T1,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
32,T2,2.698384,2.016098,0.000000,1.000000,-45.241931,-0.243274,-41.232201
33,T2a,0.262330,0.241188,0.000000,1.000000,-45.241931,-0.243274,-41.232201
34,T3,6.318719,0.205106,0.000000,1.000000,-45.241931,-0.243274,-41.232201
35,T4a,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
36,T4b,0.539226,0.406916,0.000000,1.000000,-45.241931,-0.243274,-41.232201
37,T4c,0.423945,0.565539,0.000000,1.000000,-45.241931,-0.243274,-41.232201
38,T4d,5.472721,5.357735,0.000000,1.000000,-45.241931,-0.243274,-41.232201
39,T5a,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
40,T5b,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
41,T5c,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
42,T5d,10.729319,6.888601,0.000000,1.000000,-45.241931,-0.243274,-41.232201
43,Tm1,0.100000,0.100000,0.000000,2.215868,-45.241931,-0.243274,-41.232201
44,Tm2,0.100000,0.100000,0.000000,0.830132,-45.241931,-0.243274,-41.232201
45,Tm3,0.100000,1.735046,0.000000,11.357093,-45.241931,-0.243274,-41.232201
46,Tm4,0.100000,0.100000,0.000000,3.330263,-45.241931,-0.243274,-41.232201
47,Tm5Y,0.186435,0.402576,0.000000,1.000000,-45.241931,-0.243274,-41.232201
48,Tm5a,0.405216,0.516941,0.000000,1.000000,-45.241931,-0.243274,-41.232201
49,Tm5b,0.595593,0.535660,0.000000,1.000000,-45.241931,-0.243274,-41.232201
50,Tm5c,0.278392,11.368236,0.000000,1.000000,-45.241931,-0.243274,-41.232201
51,Tm9,4.767971,0.819460,0.000000,16.018953,-45.241931,-0.243274,-41.232201
52,Tm16,0.524209,0.572472,0.000000,1.000000,-45.241931,-0.243274,-41.232201
53,Tm20,0.100000,4.055331,0.000000,1.000000,-45.241931,-0.243274,-41.232201
54,Tm28,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
55,Tm30,0.535144,0.473108,0.000000,1.000000,-45.241931,-0.243274,-41.232201
56,TmY3,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
57,TmY4,1.347814,2.470403,0.000000,1.000000,-45.241931,-0.243274,-41.232201
58,TmY5a,0.240132,0.608151,0.000000,1.000000,-45.241931,-0.243274,-41.232201
59,TmY9,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
60,TmY10,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
61,TmY13,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
62,TmY14,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
63,TmY15,1.743651,1.508751,0.000000,1.000000,-45.241931,-0.243274,-41.232201
64,TmY18,0.100000,0.100000,0.000000,1.000000,-45.241931,-0.243274,-41.232201
