cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.979390,14.755650,2.313640,1.873938,-6.287051,-100.000000,-100.000000,0.995883,347.572693,18.766968,197.604492,0.000000,14.713367,14.755650,19.932346,5.176697
1,R7,0.990727,-48.185299,2.313640,4.283051,-8.921726,-100.000000,-100.000000,1.027953,348.603485,10.000000,202.527283,0.000000,-47.659195,-48.185299,-45.536816,2.648483
2,R8,1.019157,-5.812049,2.313640,3.873135,-15.419840,-100.000000,-100.000000,0.953055,350.179596,24.990826,194.541855,0.000000,-5.966640,-5.812049,-0.949944,4.862105
3,L1,2.000000,-18.977177,2.313640,1.996528,-17.997389,-100.000000,-100.000000,1.047868,350.855988,10.000000,228.515823,0.998280,-18.877089,-18.977177,-33.600021,-14.622845
4,L2,2.000000,-18.808781,2.313640,2.075476,-18.766468,-100.000000,-100.000000,0.957161,348.288300,12.309229,218.364838,1.000000,-18.766466,-18.808781,-30.726486,-11.917706
5,L3,2.000000,-4.287454,2.313640,0.523126,-1.496403,-100.000000,-100.000000,0.987527,351.218018,10.000000,201.136215,0.000000,-4.309536,-4.287454,-5.858230,-1.570776
6,L4,0.792375,-1.468890,2.313640,0.260327,-1.818900,-100.000000,-100.000000,1.044721,350.610962,10.000000,230.304916,0.991146,-1.464976,-1.468890,-6.543103,-5.074213
7,L5,2.000000,-19.359837,2.313640,1.954305,-15.286613,-100.000000,-100.000000,1.039594,350.046509,10.000000,208.904419,0.941934,-19.384592,-19.359837,-7.311878,12.047959
8,Mi1,2.000000,-27.819593,2.313640,1.496551,-8.441231,-100.000000,-100.000000,0.988755,352.131897,10.000000,204.557007,0.000000,-27.789633,-27.819593,-20.072025,7.747568
9,Tm3,2.000000,-4.081841,2.313640,3.846453,1.892187,-100.000000,-100.000000,0.999101,352.429962,10.000000,198.605927,0.000000,-4.013219,-4.081841,5.778902,9.860743
10,Mi4,2.000000,-3.551182,2.313640,0.771285,-6.203758,-100.000000,-100.000000,0.986695,349.604248,10.000000,193.684341,0.000000,-3.535118,-3.551182,-2.213826,1.337356
11,Mi9,1.920394,-15.122763,2.313640,0.445460,-20.590305,-100.000000,-100.000000,1.001662,348.570343,18.053770,209.174881,0.000000,-15.106553,-15.122763,-17.848148,-2.725386
12,T4a,0.995035,50.000000,2.313640,2.889760,-2.147514,-100.000000,-100.000000,1.026711,351.087097,10.000000,194.649750,0.000000,63.129353,62.815346,71.395073,8.579727
13,T4b,1.016443,23.009485,2.313640,0.509067,-1.737131,-100.000000,-100.000000,1.014255,352.082611,10.000000,196.577408,0.000000,23.032808,23.009485,25.560749,2.551264
14,T4c,0.961670,-33.319561,2.313640,1.197846,-8.152870,-100.000000,-100.000000,0.984546,350.543701,10.000000,202.803818,0.000000,-32.465229,-33.319561,-32.414898,0.904663
15,T4d,1.033704,6.730011,2.313640,7.739577,9.000760,-100.000000,-100.000000,1.038212,349.838318,20.628698,203.649811,0.000000,6.739923,6.730011,6.851984,0.121973
16,Tm1,2.000000,17.603783,2.313640,0.489417,-2.461612,-100.000000,-100.000000,0.989249,347.741394,10.000000,201.998505,0.000000,17.472366,17.603783,12.301006,-5.302776
17,Tm2,2.000000,21.179773,2.313640,0.338225,-2.603976,-100.000000,-100.000000,1.019722,349.607056,10.000000,198.916061,0.000000,21.111393,21.179773,17.923277,-3.256496
