cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
18,Tm4,1.517591,5.894844,2.313640,1.625608,-0.634265,-100.000000,-100.000000,1.012777,349.129883,10.000000,194.192505,0.000000,5.668442,5.894844,0.688093,-5.206751
19,Tm9,0.816813,1.632655,2.313640,2.899451,0.868988,-100.000000,-100.000000,0.969581,351.453888,24.632547,191.691345,0.000000,1.622985,1.632655,1.074597,-0.558058
20,T5a,1.017516,50.000000,2.313640,4.422508,0.489027,-100.000000,-100.000000,1.047185,349.531952,28.442360,198.984955,0.000000,291.455750,293.072723,295.346649,2.273926
21,T5b,1.014135,50.000000,2.313640,6.671800,-0.727044,-100.000000,-100.000000,1.024884,349.679688,16.047323,208.970886,0.000000,142.429199,147.456665,161.677109,14.220444
22,T5c,1.026366,50.000000,2.313640,5.744802,-0.886017,-100.000000,-100.000000,1.016398,347.981812,10.000000,190.610474,0.000000,232.883102,234.245544,232.617950,-1.627594
23,T5d,0.995936,50.000000,2.313640,10.000000,10.827206,-100.000000,-100.000000,0.962081,349.091125,30.053749,190.983536,0.000000,209.678986,210.054352,209.388062,-0.666290
24,T1,1.012552,-12.908250,2.313640,0.509493,-8.794787,-100.000000,-100.000000,0.988804,348.043518,25.285278,198.992050,0.000000,-13.892029,-12.908250,-42.192204,-29.283954
25,T2,1.024104,50.000000,2.313640,1.453116,-1.686358,-100.000000,-100.000000,1.002216,348.245148,10.000000,196.720749,0.000000,370.655884,371.267731,381.633911,10.366180
26,T2a,1.029358,37.377434,2.313640,10.000000,9.889000,-100.000000,-100.000000,0.980780,351.114319,10.000000,208.449280,0.000000,37.453392,37.377434,38.741474,1.364040
27,T3,0.971262,44.214195,2.313640,1.792557,-1.851783,-100.000000,-100.000000,0.979414,350.678650,10.000000,193.550369,0.000000,44.253689,44.214195,48.252388,4.038193
28,C2,0.975603,-50.000000,2.313640,1.623224,-1.645679,-100.000000,-100.000000,1.009750,351.188782,10.000000,195.931564,0.000000,-118.727760,-119.074829,-93.145332,25.929497
29,C3,1.036721,-50.000000,2.313640,1.365457,-4.543377,-100.000000,-100.000000,1.048471,352.255829,10.000000,204.913864,0.000000,-125.790642,-126.293007,-85.773056,40.519951
30,Lawf1,0.952824,2.511239,2.313640,0.726237,-1.767067,-100.000000,-100.000000,1.028214,351.659637,22.067745,199.003769,0.000000,3.013249,2.511239,1.700615,-0.810624
31,Lawf2,1.019615,-24.376795,2.313640,0.333264,-3.033576,-100.000000,-100.000000,1.041422,351.161255,12.387947,195.613998,0.000000,-23.836859,-24.376795,-25.157486,-0.780691
32,Dm3v,0.957886,36.459431,2.313640,0.566933,-4.463283,-100.000000,-100.000000,1.006423,347.706909,23.347076,194.585876,0.000000,36.242111,36.459431,36.162651,-0.296780
33,Lai,1.019862,-50.000000,2.313640,0.100000,-0.810354,-100.000000,-100.000000,1.019369,352.161011,10.223849,201.334000,0.000000,-358.009827,-359.974823,-380.427734,-20.452911
34,Mi10,0.966588,11.785189,2.313640,0.565616,-2.612250,-100.000000,-100.000000,1.001279,350.338715,15.713339,192.246796,0.000000,11.591158,11.785189,12.506104,0.720916
35,Mi13,0.987191,13.656761,2.313640,0.131602,-1.501564,-100.000000,-100.000000,0.973429,349.678284,24.074989,199.788193,0.000000,13.657251,13.656761,14.069551,0.412790
36,Mi14,1.049462,50.000000,2.313640,3.346098,-3.949170,-100.000000,-100.000000,0.995630,352.185822,10.000000,200.520935,0.000000,164.676132,166.086716,164.055450,-2.031265
37,Mi15,1.016004,-28.281088,2.313640,0.731134,-1.300407,-100.000000,-100.000000,1.003463,347.665466,12.699155,202.353531,0.000000,-27.939753,-28.281088,-28.751923,-0.470835
38,Mi2,0.955171,3.758014,2.313640,0.726785,-4.707247,-100.000000,-100.000000,0.979892,348.308258,10.000000,209.171143,0.000000,4.142248,3.758014,5.673694,1.915680
39,Tm16,1.012865,-50.000000,2.313640,1.788802,-1.752964,-100.000000,-100.000000,0.967072,348.104156,10.000000,197.567108,0.000000,-110.883873,-112.050140,-114.888268,-2.838127
40,Tm20,0.986793,-50.000000,2.313640,3.413547,-5.592433,-100.000000,-100.000000,0.969863,350.370056,33.565247,194.240250,0.000000,-70.584648,-70.484955,-76.467979,-5.983025
41,Tm21,0.968812,50.000000,2.313640,0.823586,-1.769594,-100.000000,-100.000000,0.963210,347.940552,10.000000,194.196686,0.000000,66.716713,67.233589,69.173668,1.940079
42,Tm27,1.000966,50.000000,2.313640,1.376169,-2.877203,-100.000000,-100.000000,0.954729,350.249268,10.000000,205.566208,0.000000,56.507706,56.964607,61.864609,4.900002
43,Tm5a,1.011623,50.000000,2.313640,6.754717,20.581028,-100.000000,-100.000000,0.978507,350.920929,10.000000,205.432831,0.000000,101.008354,115.193581,164.019440,48.825859
44,Tm5b,0.997496,-37.731327,2.313640,10.000000,18.622921,-100.000000,-100.000000,1.021754,351.851288,12.742764,194.677216,0.000000,-37.846474,-37.731327,-34.654022,3.077305
45,Tm5c,1.046343,32.087708,2.313640,4.426159,-0.349304,-100.000000,-100.000000,1.012128,351.552063,10.000000,193.520905,0.000000,31.255480,32.087708,34.298901,2.211193
46,Tm5f,0.988065,50.000000,2.313640,10.000000,15.290785,-100.000000,-100.000000,0.974626,347.751526,10.000000,195.218338,0.000000,192.780563,201.790466,232.284821,30.494354
47,TmY10,0.966617,45.660057,2.313640,0.734281,-5.347878,-100.000000,-100.000000,1.009451,348.467468,10.000000,195.757889,0.000000,42.646629,45.660057,54.280254,8.620197
48,TmY11,1.004146,50.000000,2.313640,1.276194,-0.731181,-100.000000,-100.000000,1.028090,351.991211,10.000000,201.517075,0.000000,190.868042,191.191147,199.683228,8.492081
49,TmY14,0.953374,50.000000,2.313640,1.081623,-2.382888,-100.000000,-100.000000,1.017470,351.964813,36.546444,206.113251,0.000000,300.231903,300.677704,310.799347,10.121643
50,TmY15,1.029152,50.000000,2.313640,2.584228,-16.986065,-100.000000,-100.000000,0.955751,347.909882,17.930130,190.134064,0.000000,96.054932,96.853973,98.806084,1.952110
51,TmY3,1.022689,50.000000,2.313640,10.000000,11.535945,-100.000000,-100.000000,0.999327,349.339233,11.847233,201.776077,0.000000,215.692001,213.578476,229.395370,15.816895
52,TmY4,1.018906,20.707829,2.313640,0.726334,-3.787226,-100.000000,-100.000000,0.959432,350.499146,24.902275,198.950424,0.000000,20.346987,20.707829,21.775888,1.068060
53,TmY5a,1.034089,50.000000,2.313640,1.207335,-9.692016,-100.000000,-100.000000,0.989787,350.160217,10.000000,200.212143,0.000000,146.939819,154.796402,178.841034,24.044632
54,TmY9q,0.979178,19.237450,2.313640,0.100000,-2.169016,-100.000000,-100.000000,1.001983,349.482269,10.000000,205.240234,0.000000,18.746998,19.237450,19.912689,0.675240
55,TmY9q__perp,0.982183,50.000000,2.313640,3.237156,-5.402180,-100.000000,-100.000000,0.956169,349.977600,25.258627,203.158264,0.000000,242.581848,245.628723,253.747482,8.118759
