,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T2,,,,,,,,0.419480,0.421501,,0.417911,,0.446938,0.957166,0.732593,,,,,,,,,0.317482,0.840494,,1.625127,1.691471,0.100960,,,,,0.431184
T2a,,,,,,,,,0.320965,,,,2.073479,0.531328,0.653949,,,,,,,,,0.621761,,0.275648,1.020114,0.472667,0.601874,,1.076836,,,0.485021
T3,,,,,,,,,,,,,0.413560,0.963252,1.046287,,,,0.963410,,,,,0.645557,,,0.429368,0.311886,,,,1.593455,,0.953133
T4a,,,,,,,,,,,0.289521,,,,,0.157005,1.039560,1.038577,1.022277,1.043475,,,,,,,,,,,,1.605709,,
T4b,,,,,,,,,0.441075,0.705373,0.334957,,,,,1.138700,0.364130,,1.042510,,0.411862,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.423580,,0.980173,,,,,0.403655,,,,0.989099,0.958241,,,,,,,,,,,
T4d,,,,,,,,,0.399026,,,,,,,,,0.994637,0.392581,,,,1.017575,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.904340,,,2.902841,,,,1.784104,0.976577,,,,0.619495,,,,,,,,,
T5b,,,,,,,,,,,,,0.938452,,,,0.248137,,,5.320530,0.486543,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.332687,,,,,2.373340,,,0.991869,0.363290,0.989864,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.014309,,,,,2.904916,0.977941,,,,1.893930,,,,,,,,,,,
Tm1,,,,,0.912454,,,0.100000,0.938531,0.142336,0.984744,0.100000,1.659714,1.950268,0.222902,,,0.965036,,1.459696,1.502501,0.100000,2.812041,3.106216,0.100000,0.312043,1.422004,2.587540,0.370437,2.143328,0.100018,0.202119,,0.100777
Tm2,,,,10.000000,0.591667,,,0.100000,2.709642,0.100000,1.720788,1.156206,1.735506,1.988001,1.788497,0.991263,,1.673923,,2.706457,3.169431,0.100000,3.164455,0.214535,,,1.733531,2.815370,0.150639,2.051900,,0.125769,1.715926,0.100000
Tm20,,,,,,,,,,1.600346,0.154735,0.909518,0.572391,0.200479,,,,,,,,,,1.742484,1.546785,0.310941,1.025655,,,0.212236,,1.623310,,
Tm21,,,,,,,,,2.060582,,,,0.100000,0.995702,,,,,,,,,,1.777551,,,0.100001,,,,,,,
Tm3,,,,1.714080,1.930795,,,,0.271599,1.628440,0.115384,,0.348159,0.203182,0.332254,0.237943,0.352925,0.411157,0.283097,,0.975594,,1.028168,,,,,0.344078,1.580054,,1.641998,1.466790,0.245045,0.100001
Tm4,,,,,3.787536,,,,3.766378,1.297755,,1.182835,3.955893,2.643095,1.701389,,,,,1.034822,2.058560,1.469357,2.688036,0.100000,0.100000,,0.100000,1.348956,0.473982,,1.503765,0.151092,,0.103019
Tm9,,,,,,3.527813,,,,1.872559,0.100000,,0.362125,0.448976,,,,,,0.393026,0.448573,0.442075,0.400513,1.651958,0.379315,0.100018,1.454308,,1.926081,0.966437,,,,
C2,2.275245,0.388119,0.545241,1.327004,0.302292,1.668873,2.499993,0.492701,1.032915,1.295154,,2.333016,0.219292,0.413259,2.243437,,,,,,,,,0.359580,,,,,,1.362116,0.950750,1.876754,,
C3,2.418964,,,0.100000,0.850841,0.320667,0.183484,0.503358,1.340860,0.196775,1.795903,0.637874,1.676943,2.202621,0.100000,1.678477,1.581882,1.539007,1.028116,,,,,0.386200,0.227711,1.816455,0.881933,0.775311,1.489764,1.718243,0.464647,,,
Lawf1,1.546532,,,1.646539,0.444672,0.301586,,1.679581,,,1.032892,0.388466,,,,,,,,,,,,,,,,0.171917,,,,,0.321459,
Lawf2,1.569092,,,0.100000,0.436471,2.275337,,1.377407,,,,0.123545,,,,,,,,,,,,0.360629,0.513114,,,,,0.100000,1.213102,1.337606,0.376292,
