idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.506632,1.590644,1.018088,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
1,C3,0.100000,0.100000,1.000647,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
2,L1,7.232943,5.790352,1.258429,45.071664,52.772993,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
3,L2,6.799556,0.144377,1.212413,43.530088,55.150350,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
4,L3,8.298827,0.100000,2.557618,39.067891,53.891816,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
5,L4,5.122118,0.403988,0.100000,50.449122,42.974937,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
6,L5,1.394748,0.177259,2.269051,50.494565,46.306220,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
7,Mi1,0.106870,0.100000,1.082928,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
8,Mi4,0.100000,0.235644,0.100000,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
9,Mi9,3.165833,2.398544,2.036651,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
10,R1-6,0.100000,7.697689,1.026029,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
11,R7,0.100000,1.663421,1.025888,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
12,R8,0.100000,1.115900,0.987668,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
13,T1,0.100000,0.100000,1.004231,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
14,T2,0.242309,0.120917,0.993319,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
15,T2a,0.756988,0.516495,0.984617,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
16,T3,1.084669,0.894616,1.046833,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
17,T4a,0.100000,0.100000,1.026649,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
18,T4b,0.902290,0.852783,1.038026,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
19,T4c,0.100000,0.100000,1.001782,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
20,T4d,1.007159,0.963916,0.968437,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
21,T5a,0.950925,1.017067,1.019782,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
22,T5b,0.100000,0.100000,1.041117,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
23,T5c,0.128651,0.144467,1.013661,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
24,T5d,0.959595,0.999644,1.045964,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
25,Tm1,0.118444,0.100000,1.298779,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
26,Tm2,1.844286,0.100000,1.174710,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
27,Tm20,2.337599,3.308905,1.029228,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
28,Tm21,2.029171,1.907125,1.016511,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
29,Tm3,0.799711,0.148471,2.712496,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
30,Tm4,5.842885,0.100000,1.853244,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
31,Tm9,2.688947,2.684973,2.904999,0.000000,0.000000,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544,-54.302526,-0.200000,-58.322933,-52.915813,-0.200000,-52.392544
