cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
39,Tm16,0.975122,-5.138630,1.000158,0.999323,-0.182599,-50.000000,-50.000000,0.999419,351.377533,10.000000,199.262329,0.000000,-5.121616,-5.138630,-5.144861,-0.006230
40,Tm20,1.003050,0.667898,1.000158,0.971382,-0.079574,-50.000000,-50.000000,1.011399,348.600098,10.000000,199.262329,0.000000,0.689984,0.667898,0.595024,-0.072873
41,Tm21,1.019483,4.013258,1.000158,0.980700,-0.007042,-50.000000,-50.000000,1.011851,352.290344,10.000000,199.262329,0.000000,4.010478,4.013258,4.003521,-0.009737
42,Tm27,1.038412,1.759253,1.000158,0.985151,-0.044963,-50.000000,-50.000000,1.011309,351.984985,10.000000,199.262329,0.000000,1.752797,1.759253,1.766801,0.007548
43,Tm5a,0.979584,-1.114755,1.000158,0.975643,0.345526,-50.000000,-50.000000,0.987310,348.997040,10.000000,199.262329,0.000000,-1.103804,-1.114755,-1.184149,-0.069394
44,Tm5b,0.955197,-1.937712,1.000158,1.005326,-0.129091,-50.000000,-50.000000,0.993959,348.625397,10.000000,199.262329,0.000000,-1.926620,-1.937712,-1.979424,-0.041712
45,Tm5c,1.012102,1.637119,1.000158,0.967889,0.355283,-50.000000,-50.000000,0.976433,350.324493,10.000000,199.262329,0.000000,1.644780,1.637119,1.585266,-0.051853
46,Tm5f,1.029844,1.228573,1.000158,1.016004,-0.445292,-50.000000,-50.000000,1.011090,350.216095,10.000000,199.262329,0.000000,1.224710,1.228573,1.228373,-0.000200
47,TmY10,0.964347,-0.767896,1.000158,1.008854,-0.417371,-50.000000,-50.000000,0.976664,349.309845,10.000000,199.262329,0.000000,-0.762987,-0.767896,-0.774949,-0.007053
48,TmY11,0.981655,-10.066175,1.000158,0.996365,-0.440127,-50.000000,-50.000000,0.998880,350.793945,10.000000,199.262329,0.000000,-10.036607,-10.066175,-10.072820,-0.006644
49,TmY14,1.035647,11.759504,1.000158,1.044785,0.076938,-50.000000,-50.000000,1.016873,348.333893,10.000000,199.262329,0.000000,11.732083,11.759504,11.765933,0.006429
50,TmY15,1.049591,12.516265,1.000158,0.982722,-0.028255,-50.000000,-50.000000,0.954765,349.868622,10.000000,199.262329,0.000000,12.481932,12.516265,12.529295,0.013030
51,TmY3,1.012870,6.621859,1.000158,1.012307,-0.050299,-50.000000,-50.000000,1.018247,351.842438,10.000000,199.262329,0.000000,6.612746,6.621859,6.616266,-0.005593
52,TmY4,1.022404,1.373437,1.000158,0.962934,-0.219802,-50.000000,-50.000000,0.989387,352.114288,10.000000,199.262329,0.000000,1.374660,1.373437,1.365899,-0.007538
53,TmY5a,1.044192,6.285710,1.000158,1.034855,-0.160186,-50.000000,-50.000000,1.047712,348.622131,10.000000,199.262329,0.000000,6.264755,6.285710,6.295040,0.009329
54,TmY9q,1.006966,3.638953,1.000158,1.008607,0.458174,-50.000000,-50.000000,0.983825,347.613556,10.000000,199.262329,0.000000,3.636257,3.638953,3.631170,-0.007783
55,TmY9q__perp,1.033016,2.950744,1.000158,0.973923,-0.257917,-50.000000,-50.000000,0.981648,350.548615,10.000000,199.262329,0.000000,2.947745,2.950744,2.943706,-0.007039
