cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.007681,20.067556,1.000158,1.034523,0.114738,-50.000000,-50.000000,1.044652,350.824646,10.000000,199.262329,0.000000,20.004538,20.067556,22.235237,2.167681
1,R7,1.001186,18.489815,1.000158,1.035820,0.224426,-50.000000,-50.000000,1.012091,350.407379,10.000000,199.262329,0.000000,18.439146,18.489815,20.603716,2.113901
2,R8,1.010275,19.876015,1.000158,0.959611,0.481615,-50.000000,-50.000000,1.001926,348.494812,10.000000,199.262329,0.000000,19.816963,19.876015,21.965586,2.089571
3,L1,1.047978,-11.384275,1.000158,0.956125,0.488703,-50.000000,-50.000000,1.026502,347.631470,10.000000,199.262329,0.048114,-11.276502,-11.384275,-11.906758,-0.522483
4,L2,1.024642,-22.470160,1.000158,0.978656,-0.183632,-50.000000,-50.000000,1.014749,351.331024,10.000000,199.262329,0.003566,-22.308929,-22.470160,-23.147078,-0.676918
5,L3,0.952312,-8.258574,1.000158,0.951897,0.482603,-50.000000,-50.000000,1.038388,351.637512,10.000000,199.262329,0.000000,-8.193862,-8.258574,-8.556877,-0.298303
6,L4,1.011561,0.441339,1.000158,1.012672,0.185890,-50.000000,-50.000000,1.016756,351.149109,10.000000,199.262329,-0.043650,0.452323,0.441339,0.419317,-0.022022
7,L5,0.977496,-1.802818,1.000158,1.028277,0.004033,-50.000000,-50.000000,1.046425,351.369415,10.000000,199.262329,0.036234,-1.796842,-1.802818,-1.795011,0.007807
8,Mi1,1.008151,-3.144850,1.000158,0.951863,0.071382,-50.000000,-50.000000,0.976589,352.401001,10.000000,199.262329,0.000000,-3.173465,-3.144850,-3.086182,0.058669
9,Tm3,1.020339,2.712287,1.000158,1.039437,0.087793,-50.000000,-50.000000,1.010578,350.145721,10.000000,199.262329,0.000000,2.674092,2.712287,2.784282,0.071994
10,Mi4,0.998600,1.287365,1.000158,0.995595,-0.307080,-50.000000,-50.000000,1.017937,350.864227,10.000000,199.262329,0.000000,1.292862,1.287365,1.238647,-0.048718
11,Mi9,1.044577,2.787745,1.000158,0.967356,0.253377,-50.000000,-50.000000,1.044612,348.770966,10.000000,199.262329,0.000000,2.805738,2.787745,2.740757,-0.046988
12,T4a,0.953759,2.797435,1.000158,1.018305,0.316799,-50.000000,-50.000000,1.006411,350.237091,10.000000,199.262329,0.000000,2.787864,2.797435,2.808924,0.011489
13,T4b,1.023257,1.890397,1.000158,1.022536,0.088585,-50.000000,-50.000000,1.042638,351.506195,10.000000,199.262329,0.000000,1.883216,1.890397,1.899585,0.009188
14,T4c,0.953727,2.496287,1.000158,0.997866,0.245089,-50.000000,-50.000000,0.982116,352.396729,10.000000,199.262329,0.000000,2.487421,2.496287,2.506702,0.010416
15,T4d,0.992763,2.278167,1.000158,0.966357,0.207765,-50.000000,-50.000000,1.005876,352.307648,10.000000,199.262329,0.000000,2.269996,2.278167,2.287571,0.009404
16,Tm1,0.974410,2.519904,1.000158,1.041608,-0.240293,-50.000000,-50.000000,1.041407,347.581970,10.000000,199.262329,0.000000,2.630999,2.519904,2.302179,-0.217725
17,Tm2,1.019077,4.802178,1.000158,1.032183,0.037384,-50.000000,-50.000000,1.045753,351.949951,10.000000,199.262329,0.000000,4.877035,4.802178,4.640143,-0.162035
18,Tm4,1.004106,2.010181,1.000158,1.045649,0.001118,-50.000000,-50.000000,0.974832,348.312531,10.000000,199.262329,0.000000,2.066168,2.010181,1.897715,-0.112465
19,Tm9,0.959081,0.418769,1.000158,1.037621,0.145879,-50.000000,-50.000000,0.978789,351.863220,10.000000,199.262329,0.000000,0.425494,0.418769,0.405642,-0.013127
20,T5a,1.033543,4.839612,1.000158,1.033416,0.170166,-50.000000,-50.000000,1.001152,347.653870,10.000000,199.262329,0.000000,4.833456,4.839612,4.831438,-0.008174
21,T5b,1.005328,3.730825,1.000158,1.023958,-0.194422,-50.000000,-50.000000,1.023661,350.264374,10.000000,199.262329,0.000000,3.725154,3.730825,3.724809,-0.006016
22,T5c,0.960077,4.479710,1.000158,0.974700,0.054299,-50.000000,-50.000000,1.029255,351.700043,10.000000,199.262329,0.000000,4.473541,4.479710,4.472507,-0.007203
23,T5d,1.001465,4.257764,1.000158,0.960075,0.365790,-50.000000,-50.000000,0.963072,352.472504,10.000000,199.262329,0.000000,4.253380,4.257764,4.250063,-0.007701
24,T1,0.956564,-1.876396,1.000158,1.004808,-0.138648,-50.000000,-50.000000,1.000055,349.218597,10.000000,199.262329,0.000000,-1.788049,-1.876396,-2.047886,-0.171490
25,T2,1.026200,7.348716,1.000158,0.954893,-0.420644,-50.000000,-50.000000,0.968212,347.851105,10.000000,199.262329,0.000000,7.327643,7.348716,7.354235,0.005519
26,T2a,1.012181,6.306982,1.000158,1.029231,0.429882,-50.000000,-50.000000,0.983781,347.899414,10.000000,199.262329,0.000000,6.300453,6.306982,6.298330,-0.008652
27,T3,0.962762,7.788534,1.000158,0.959917,-0.238395,-50.000000,-50.000000,0.966369,352.485352,10.000000,199.262329,0.000000,7.774356,7.788534,7.784586,-0.003948
28,C2,0.969214,0.430450,1.000158,1.031226,-0.163512,-50.000000,-50.000000,1.011582,351.263641,10.000000,199.262329,0.000000,0.411957,0.430450,0.469355,0.038905
29,C3,1.005636,-0.970185,1.000158,1.012257,-0.192011,-50.000000,-50.000000,1.043198,350.778839,10.000000,199.262329,0.000000,-0.997344,-0.970185,-0.904423,0.065762
30,Lawf1,1.044789,7.853083,1.000158,0.985702,0.418196,-50.000000,-50.000000,1.047406,349.430603,10.000000,199.262329,0.000000,7.835859,7.853083,7.862642,0.009559
31,Lawf2,0.976828,1.936831,1.000158,0.975747,0.387903,-50.000000,-50.000000,0.979789,350.805023,10.000000,199.262329,0.000000,1.935566,1.936831,1.931654,-0.005176
32,Dm3v,0.973920,2.664079,1.000158,0.958047,-0.239653,-50.000000,-50.000000,1.022220,347.783630,10.000000,199.262329,0.000000,2.664693,2.664079,2.650872,-0.013206
33,Lai,1.031090,-21.314325,1.000158,1.043161,0.445281,-50.000000,-50.000000,1.030584,351.375427,10.000000,199.262329,0.000000,-21.128813,-21.314325,-22.236628,-0.922302
34,Mi10,0.958057,-1.750450,1.000158,1.008413,0.028286,-50.000000,-50.000000,1.008438,348.114227,10.000000,199.262329,0.000000,-1.744411,-1.750450,-1.752722,-0.002272
35,Mi13,0.994631,0.203073,1.000158,1.002901,-0.014316,-50.000000,-50.000000,0.979576,351.640198,10.000000,199.262329,0.000000,0.205407,0.203073,0.199159,-0.003914
36,Mi14,0.958794,5.186609,1.000158,0.955920,0.015949,-50.000000,-50.000000,0.962118,349.885132,10.000000,199.262329,0.000000,5.171999,5.186609,5.190996,0.004386
37,Mi15,0.978229,-2.013447,1.000158,0.966595,-0.058185,-50.000000,-50.000000,0.997179,348.811584,10.000000,199.262329,0.000000,-2.001550,-2.013447,-2.059575,-0.046129
38,Mi2,0.953063,2.571794,1.000158,0.950704,0.397611,-50.000000,-50.000000,1.041547,350.420380,10.000000,199.262329,0.000000,2.569485,2.571794,2.568671,-0.003123
