edge_idx,src_node,tar_node,source_cell,target_cell,syn_sign,syn_strength_edge
11083,9670,12095,Mi9,T4d,-1,1.045249
11084,11779,11978,R1-6,L1,-1,1.822558
11085,4368,3361,T1,L2,1,1.040832
11086,5306,4869,Tm1,Tm20,1,0.990303
11087,12397,5375,Tm2,TmY3,1,0.100000
11088,4831,2432,Mi1,T4c,1,0.842208
11089,5022,13143,L5,TmY14,1,2.695482
11090,3233,7989,Mi9,Tm5b,-1,1.008560
11091,9480,10119,Tm4,T5b,1,1.029253
11092,11659,8827,Mi4,Tm16,-1,1.756136
11093,9994,12974,L5,L2,1,0.327408
11094,8552,7127,Mi4,TmY5a,-1,0.971735
11095,1425,5048,L1,L2,-1,0.187093
11096,8232,12212,Mi1,TmY3,1,0.100000
11097,12490,8200,L4,Tm4,1,0.762881
11098,9088,13753,R1-6,L3,-1,0.455293
11099,6712,759,L5,TmY3,1,0.100000
11100,12697,9156,Tm16,Tm1,1,0.605806
11101,5210,13899,Tm1,T5c,1,1.047230
11102,7802,8784,Tm2,TmY3,1,0.955711
11103,9842,5068,Mi1,T2a,1,0.965059
11104,12280,912,Tm2,TmY3,1,10.000000
11105,3202,8355,Mi9,T4b,-1,0.997631
11106,1585,14003,Tm3,TmY5a,1,1.048149
11107,1469,12797,Tm1,Mi2,1,1.017299
11108,4148,2069,L5,T2,1,0.100000
11109,14131,4578,R7,L3,-1,1.995691
11110,613,872,Mi9,C2,-1,1.566385
11111,6368,12087,Tm2,T2,1,0.100000
11112,1247,189,Tm3,TmY5a,1,0.991184
11113,6573,4027,Tm9,T5b,1,0.982983
11114,4803,3155,Mi1,T3,1,0.972979
11115,4942,8302,Mi4,Tm16,-1,1.940954
11116,2555,10990,Tm1,T3,1,1.013035
11117,11923,9789,C3,Tm4,-1,0.100000
11118,906,4829,Mi1,Mi9,1,2.095388
11119,11659,683,Mi4,Tm9,-1,8.536771
11120,13716,7825,Mi1,Tm21,1,0.993609
11121,14460,9987,Tm1,Tm9,1,1.254859
11122,12103,2135,Mi1,T4a,1,0.100478
11123,11952,2403,Tm3,TmY15,1,9.014888
11124,5498,10498,R1-6,L1,-1,1.422478
11125,5007,4381,Tm16,Tm1,1,0.355479
11126,10361,10251,L5,Tm21,1,0.100000
11127,12919,13249,Tm9,T5d,1,0.984320
11128,10923,11506,Mi9,Mi4,-1,5.658336
11129,4458,9724,Tm9,T5b,1,0.953716
11130,11927,8760,Tm4,TmY5a,1,0.100000
11131,12672,5354,C2,L3,-1,0.100000
11132,4833,1211,Tm3,T2,1,1.027416
11133,1405,348,R1-6,L3,-1,1.640022
11134,3026,12331,Mi1,T4b,1,0.977032
11135,3233,12495,Mi9,T4a,-1,9.243301
11136,4285,10601,R7,R8,-1,9.359166
11137,8770,5194,Tm1,T3,1,1.009631
11138,7328,10555,Mi13,Tm1,-1,2.351145
11139,12588,11811,Mi1,C3,1,0.100000
11140,13962,5409,Tm1,T3,1,1.004300
11141,13582,12008,Tm4,T5b,1,0.957396
11142,522,11215,Lai,T1,-1,1.020675
11143,6449,11802,Mi1,L1,1,7.491754
11144,7643,749,Tm2,T5a,1,0.992283
11145,5011,12934,L1,Tm3,-1,0.550466
11146,3581,13492,Mi4,T4d,-1,1.018884
11147,1058,6868,Mi4,TmY11,-1,1.714548
11148,1324,2320,Mi1,T4d,1,1.014173
11149,10686,1014,Mi4,T4d,-1,1.002810
11150,10800,10851,TmY3,TmY11,1,0.418399
11151,3217,6234,Tm20,Tm5f,1,1.022153
11152,5801,2485,L5,C2,1,0.267003
11153,13332,8973,Mi9,Mi15,-1,1.037608
11154,6455,7533,Mi10,Mi14,1,4.018145
11155,8,3822,Tm4,TmY15,1,0.100000
11156,11780,6100,R8,Mi15,-1,1.029604
11157,3138,3942,R1-6,Lai,-1,2.332771
11158,2722,4139,Tm4,T3,1,1.026305
11159,9639,12791,Mi1,T4b,1,0.514616
11160,11445,5253,Tm1,T5b,1,0.951682
11161,1730,11089,Mi1,T3,1,0.100000
11162,7315,3222,Tm2,Mi9,1,2.492718
11163,11460,13724,Mi9,Mi10,-1,1.762859
11164,5255,12087,Mi1,T2,1,0.100000
11165,10603,11607,Mi1,T4c,1,0.957671
11166,12075,13022,R8,Tm20,-1,1.029313
11167,5471,8154,L5,Tm21,1,1.015863
11168,13585,1344,Lawf1,L3,1,4.215150
11169,3449,14219,Tm2,TmY3,1,0.100000
11170,9970,7033,Tm16,Tm9,1,0.223217
11171,6163,13664,Tm1,T3,1,1.027595
11172,10456,5286,R1-6,Lai,-1,1.007797
11173,9652,10357,Mi4,T4a,-1,1.036761
11174,10908,12389,R8,Mi4,-1,1.079339
11175,4948,12139,C3,Tm4,-1,0.100000
11176,1879,7889,Mi1,T4a,1,0.496445
11177,13829,681,L4,Mi9,1,0.100000
11178,1873,6834,Mi1,Mi2,1,0.100000
11179,10410,1662,Mi2,Tm21,-1,3.163301
11180,4374,4455,L5,Tm21,1,1.029758
11181,167,13693,Tm4,TmY5a,1,1.001310
11182,1550,9066,Tm4,TmY5a,1,0.100000
11183,9465,5266,Tm1,T5a,1,0.495970
11184,8060,5884,L4,T2,1,0.100000
11185,446,9602,Mi4,Tm27,-1,2.328952
11186,2352,12212,L4,TmY3,1,0.100000
11187,5366,5387,T4a,C3,1,0.931306
11188,4056,10668,L4,Tm2,1,4.558026
11189,6334,13236,L2,Lai,1,0.317044
11190,717,10540,Tm5b,Tm5b,1,1.053993
11191,13446,2002,Mi1,Tm20,1,0.100000
11192,6377,6381,Tm16,Mi9,1,1.637143
11193,995,9218,Tm2,Dm3v,1,1.024094
11194,12403,2390,Mi1,T3,1,1.029238
11195,9100,12311,Mi1,T4b,1,3.654745
11196,11314,3982,L2,Tm1,1,5.155682
11197,12734,3850,Tm1,Tm2,1,2.069657
11198,11411,1714,Tm9,T5a,1,0.951639
11199,11913,5945,R8,L1,-1,10.000000
11200,2012,10835,L5,Tm3,1,3.515702
11201,8063,9931,R1-6,L2,-1,2.876015
11202,701,2213,Mi9,Tm16,-1,0.977163
11203,5215,12957,T5a,T5a,1,0.989017
11204,7740,7861,Mi1,Mi2,1,1.185042
11205,3368,1733,L3,Tm20,1,1.042426
11206,1551,6349,Mi9,TmY11,-1,0.992035
11207,4488,6188,R7,Tm5b,-1,0.449372
11208,2495,3925,R1-6,Lai,-1,1.001573
11209,552,7393,Tm1,Dm3v,1,0.950029
11210,7176,10260,Mi1,T4d,1,1.035548
11211,4096,13978,Tm2,TmY15,1,3.647077
11212,4273,13112,Mi1,T4b,1,7.852830
11213,4847,11691,Lawf1,L3,1,1.127104
11214,6429,7040,Mi1,L5,1,0.955925
11215,10701,10105,C3,Tm4,-1,0.100000
11216,11575,9947,T3,TmY5a,1,1.032722
11217,14357,5871,Dm3v,TmY4,-1,0.958958
11218,7765,6029,Tm2,T2,1,0.100000
11219,2646,6753,T4a,T4a,1,2.776884
11220,6564,6789,C3,L5,-1,2.585100
11221,2608,10778,Lai,L3,-1,0.692000
11222,10083,14297,Mi9,TmY3,-1,2.699981
11223,8724,12569,R1-6,L2,-1,2.214379
11224,4300,13902,Mi1,T4b,1,0.101975
11225,4836,12160,Lawf2,Lai,1,3.387692
11226,12714,8662,Lawf1,T1,1,0.100000
11227,10413,5743,C3,L2,-1,0.100000
11228,10459,4957,L5,C2,1,3.773981
11229,4909,10262,R1-6,Lai,-1,2.571435
11230,2592,8140,Mi1,C3,1,0.100000
11231,4929,3242,C3,Lai,-1,1.022696
11232,1620,591,L2,T1,1,0.981309
11233,8326,8406,Tm3,T3,1,1.026563
11234,8518,8784,L4,TmY3,1,0.172767
11235,3799,11515,Tm1,TmY4,1,1.018504
11236,454,8183,Tm4,TmY14,1,0.100000
11237,4166,1309,Tm1,Mi2,1,0.965187
11238,4619,6661,Mi1,C2,1,2.590608
11239,5051,9751,Mi4,TmY3,-1,1.654734
11240,12401,12877,L1,Mi1,-1,10.000000
11241,10329,2517,Tm4,TmY5a,1,1.034509
11242,12320,2624,Tm2,T5b,1,1.008805
11243,6064,1871,L1,C3,-1,2.397289
11244,13434,4190,Lai,R1-6,-1,0.200854
11245,3141,11087,C3,Tm4,-1,0.100000
11246,3750,10667,Tm27,Mi4,1,0.100000
11247,2389,1660,Lawf2,L5,1,8.540608
11248,2682,10933,TmY9q__perp,TmY4,1,1.042697
11249,1538,4232,Tm1,T3,1,1.012477
11250,548,3113,L1,C2,-1,4.766974
11251,5982,8732,TmY9q__perp,TmY5a,1,0.978170
11252,7425,5769,TmY15,T4d,-1,0.956355
11253,1269,13258,Tm3,T4b,1,0.100000
11254,2927,4860,Tm1,T3,1,1.041314
11255,11136,10685,L4,Tm2,1,1.858546
11256,8303,14147,Lawf1,L3,1,1.503039
11257,5647,8447,Tm1,T5b,1,0.992522
11258,9740,6341,Tm1,Tm4,1,0.100000
11259,9808,11266,Tm3,TmY3,1,0.100000
11260,14155,5577,Tm2,TmY9q__perp,1,0.997213
11261,10741,9633,Mi1,T2,1,0.100000
11262,5128,10391,Tm1,Mi2,1,0.955327
11263,3041,12914,Mi4,TmY5a,-1,1.006443
11264,5728,5860,Mi13,T2,-1,0.976819
11265,1391,5611,Tm1,C3,1,1.000672
11266,2490,3643,Tm2,T5a,1,0.100000
11267,9809,13728,L5,T2,1,0.100000
11268,1741,12847,L5,T2,1,0.100000
11269,8899,9065,Tm3,T4c,1,1.029611
11270,218,9542,L1,L2,-1,1.069976
11271,12112,8328,L2,L4,1,0.100000
11272,3901,4379,Tm4,TmY15,1,1.178097
11273,4030,4247,Mi9,Mi4,-1,2.185668
11274,14041,13372,Mi10,Mi9,1,1.460221
11275,7372,14096,Lawf1,T1,1,1.030230
11276,12578,13984,Tm4,TmY14,1,5.935827
11277,1800,3,L5,Tm3,1,4.228189
11278,3941,10930,Tm3,T2a,1,4.930556
11279,6274,10698,Tm1,Dm3v,1,0.951542
11280,10751,10880,R1-6,T1,-1,1.042623
11281,7265,10826,L2,L4,1,0.515741
11282,7829,9289,L5,T2,1,0.100000
11283,5894,9976,Tm1,TmY9q,1,1.046184
11284,6328,7506,L5,L1,1,6.857808
11285,1564,12021,Tm1,T5d,1,0.953530
11286,14349,13320,Mi1,T4a,1,1.916568
11287,10668,533,Tm2,C3,1,0.100000
11288,4965,4066,C2,T1,-1,0.952338
11289,9757,8999,Mi9,Mi10,-1,2.023309
11290,1246,10425,C3,T4a,-1,2.167462
11291,3574,6807,Mi1,T2a,1,0.648214
11292,1029,7174,C3,L1,-1,0.100000
11293,7605,10073,Tm3,T4c,1,0.511043
11294,2101,2660,Tm3,T2a,1,0.957631
11295,11375,12578,L2,Tm4,1,9.312690
11296,11658,5045,L2,L1,1,4.639352
11297,1081,10185,Mi1,L5,1,8.433377
11298,13372,10108,Mi9,TmY11,-1,0.976104
11299,9080,11169,Tm16,TmY5a,1,1.005719
11300,6475,7350,L5,Tm21,1,0.100000
11301,7945,3854,C3,Tm4,-1,0.100000
11302,1379,13978,Tm3,TmY15,1,0.100000
11303,1266,2632,Mi13,L5,-1,7.765245
11304,5931,8342,L4,Tm4,1,0.100000
11305,4590,8200,C3,Tm4,-1,1.939473
11306,6047,5824,Mi1,T2a,1,1.716593
11307,7151,7817,Mi1,Mi15,1,0.100000
11308,7921,2317,Mi1,Tm21,1,0.955629
11309,5168,4246,Mi4,Tm27,-1,0.966394
11310,9616,10497,Mi15,Mi2,1,1.033716
11311,8658,11245,Mi9,T4b,-1,0.985588
11312,10182,4330,Tm4,Mi14,1,0.710654
11313,4619,3246,Mi1,TmY9q__perp,1,0.963679
11314,10314,9122,Mi4,TmY3,-1,0.100000
11315,7728,13559,L1,Tm3,-1,3.690018
11316,1205,4002,L5,Tm3,1,5.760246
11317,5323,13057,Tm2,T5b,1,1.023231
11318,1853,13716,L3,Mi1,1,2.772858
11319,3306,2380,L2,L4,1,7.365048
11320,11221,1991,TmY3,T2,1,0.100000
11321,11101,9210,Tm5c,Tm21,-1,2.448656
11322,4001,4349,Tm3,T3,1,0.966636
11323,774,7878,Mi4,Tm5b,-1,0.563461
11324,12450,439,Tm3,TmY14,1,0.100000
11325,10769,2193,L4,Tm2,1,8.606389
11326,12712,588,Mi9,Tm3,-1,8.555426
11327,5261,546,Tm2,T5c,1,0.967205
11328,14488,13139,Mi13,Tm1,-1,6.320329
11329,4789,4543,Tm2,Tm21,1,0.737181
11330,6264,12286,TmY15,Mi4,-1,0.790557
11331,2266,10172,Tm1,Tm21,1,1.045449
11332,7745,5866,T5c,TmY5a,1,1.014870
11333,1186,7612,Tm3,T4a,1,0.100000
11334,9193,7633,R8,R7,-1,0.100000
11335,6855,5797,Mi1,Tm3,1,2.838227
11336,7741,9748,Tm1,Mi9,1,5.968130
11337,8451,8093,R8,C2,-1,4.318745
11338,8873,8770,Tm2,Tm1,1,3.046751
11339,10882,12870,Mi9,Tm5b,-1,1.023675
11340,14495,13483,C3,Tm20,-1,0.985192
11341,13550,6636,L2,Tm2,1,7.848732
11342,186,1120,Tm2,Tm21,1,1.323208
11343,13762,2802,Mi1,Mi4,1,6.746578
11344,4135,5185,Tm3,TmY14,1,0.118530
11345,9438,7977,Mi1,T4a,1,10.000000
11346,11905,5572,C3,Mi9,-1,6.164591
11347,2570,6861,L1,L5,-1,10.000000
11348,3143,12396,L4,TmY3,1,0.100000
11349,12201,1684,R8,R7,-1,9.698045
11350,4032,4215,Mi4,Tm16,-1,1.958370
11351,4485,2899,Tm16,Mi9,1,0.184091
11352,8415,12028,T4c,T4c,1,5.482607
11353,13446,2345,Mi1,T2a,1,1.023918
11354,10161,4535,Tm3,TmY3,1,1.003833
11355,1826,2756,Tm16,Mi9,1,1.642943
11356,9254,13811,R1-6,Lai,-1,2.506365
11357,11676,6761,Mi4,T4b,-1,0.826705
11358,8658,1300,Mi9,T4a,-1,2.015040
11359,4932,4854,R8,Mi15,-1,1.808158
11360,13621,14297,L4,TmY3,1,0.165936
11361,3292,1654,Mi4,L2,-1,7.945074
11362,4890,10597,T1,Tm20,-1,1.012097
11363,8064,6570,Tm16,Tm1,1,0.280412
11364,1476,11153,Mi4,Tm16,-1,0.138959
11365,12353,2640,Mi4,TmY3,-1,1.669622
11366,9854,14371,C3,Tm9,-1,1.018225
11367,1380,5573,R8,R7,-1,3.259135
11368,12227,1898,L5,Tm21,1,1.042724
11369,4252,11032,L1,Mi1,-1,6.782961
11370,11384,9998,Tm3,TmY14,1,7.160198
11371,3492,86,L5,Mi2,1,0.100000
11372,3273,13434,L2,Lai,1,0.807570
11373,4797,12001,Mi4,Tm16,-1,1.671452
11374,8172,1869,Mi9,T4d,-1,2.229387
11375,7069,4479,Tm9,T5d,1,1.018942
11376,131,10503,Tm1,Mi9,1,6.047539
11377,9482,7817,Tm5c,Mi15,-1,1.955930
11378,10287,10047,L5,Tm27,1,0.100000
11379,295,7036,C3,Tm4,-1,1.897687
11380,8121,7354,L2,L4,1,0.100000
11381,12226,712,Tm9,T5d,1,0.968361
11382,4397,5127,R1-6,L3,-1,1.862880
11383,3990,5000,L2,TmY3,1,0.484453
11384,3089,4812,Mi1,T4d,1,1.033051
11385,5411,3428,Tm1,T3,1,0.960830
11386,2021,10519,Mi4,TmY3,-1,0.108924
11387,1668,5071,Mi1,T3,1,0.972791
11388,9132,10381,Tm2,Tm1,1,0.100000
11389,1631,10190,R1-6,L2,-1,0.751945
11390,3416,1506,C3,L2,-1,2.217953
11391,150,3978,L5,Tm21,1,0.180206
11392,1982,11088,Tm3,TmY14,1,5.169965
11393,13506,6782,T2a,Tm20,1,0.971965
11394,2927,8728,Tm1,TmY4,1,1.016331
11395,6220,13785,T4c,TmY15,1,0.100000
11396,13704,386,Tm1,TmY9q,1,1.018553
11397,246,2981,L4,TmY3,-1,0.210748
11398,5720,1043,Lai,T1,1,1.041768
11399,12388,6023,Mi4,Tm27,-1,2.411632
11400,1927,3859,L1,Mi1,-1,0.634438
11401,1247,9602,Tm3,Tm27,1,1.045552
11402,13714,13028,L5,Tm3,1,8.557206
11403,7985,4154,Mi2,Tm21,-1,0.990936
11404,3999,390,L2,L4,1,6.247672
11405,3761,10335,Mi13,Tm1,-1,3.170260
11406,1577,6203,Mi10,Lawf1,1,2.743845
11407,6016,1840,T5a,TmY14,1,0.866135
11408,2537,10098,TmY15,T5b,-1,1.004012
11409,12413,6139,R1-6,Lai,-1,2.481192
11410,1993,11880,Mi13,L5,-1,2.692008
11411,10943,9797,C2,L1,-1,2.148697
11412,4461,9836,L4,TmY3,1,0.100000
11413,6729,6252,Mi4,Mi9,-1,10.000000
11414,10225,8968,Dm3v,TmY4,-1,0.973273
11415,11737,8191,L2,TmY3,1,1.033155
11416,13717,2768,L5,L1,1,2.316231
11417,5284,2968,Tm5c,Tm5a,-1,0.994398
11418,2555,12469,Tm1,T5b,1,1.039715
11419,3151,12978,Tm4,T5c,1,1.010171
11420,2186,13323,Tm9,T5d,1,0.982337
11421,8850,13016,Tm4,T3,1,0.968693
11422,1092,12328,Tm4,TmY15,1,0.387415
11423,13670,12440,L4,TmY3,1,2.209884
11424,13439,9566,Tm5c,Mi2,-1,1.023763
11425,8182,8948,L3,Mi9,1,5.947335
11426,421,12569,Lawf1,L2,1,0.544252
11427,9494,3268,Tm2,T5b,1,1.045267
11428,6252,10273,Mi9,T4d,-1,1.026429
11429,582,6680,TmY5a,T3,-1,0.996560
11430,13495,12486,Mi1,T3,1,1.005453
11431,13358,7699,Tm5c,Mi2,-1,0.961283
11432,6928,6954,Mi4,Tm20,-1,0.993066
11433,10646,5623,R7,Tm5a,-1,0.953192
11434,4873,14490,C2,Lai,-1,2.133048
11435,12855,5957,Tm4,T5b,1,1.044764
11436,3421,1270,T4a,C3,1,0.100000
11437,11690,11563,Tm2,Tm1,1,7.329749
11438,13040,6257,C3,Lai,-1,0.981035
11439,9227,2011,L1,Tm3,-1,4.117136
11440,5179,11616,Mi4,Mi9,-1,3.912910
11441,1810,13003,R1-6,T1,-1,0.992544
11442,2952,11086,Tm3,TmY5a,1,0.988479
11443,14138,4714,L1,L5,-1,10.000000
11444,1995,10422,Mi1,T2,1,0.100000
11445,2548,8077,Tm1,Tm21,1,1.027126
11446,899,12182,TmY14,C3,-1,0.936730
11447,14504,5064,Mi10,Tm5b,1,1.013491
11448,8231,9195,Mi1,T4b,1,1.014849
11449,7046,7063,Tm1,Tm4,1,0.100000
11450,11043,9838,L2,T1,1,1.046791
11451,12286,7960,Mi4,Tm5f,-1,0.958192
11452,5117,9016,Mi4,Tm27,-1,2.354700
11453,2779,7215,C3,T1,-1,1.044100
11454,13398,3941,L1,Tm3,-1,4.529690
11455,11095,4204,Tm1,T3,1,1.035817
11456,4520,1124,L5,Mi4,1,0.100000
11457,2077,10906,Tm20,Tm5f,1,0.978527
11458,12714,8147,Lawf1,L3,1,4.763598
11459,12435,732,Tm2,T5b,1,1.003841
11460,2421,3754,Tm21,TmY5a,1,0.961555
11461,2331,1410,Tm27,T2,1,1.049504
11462,2726,8760,Tm3,TmY5a,1,0.100000
11463,4020,836,R1-6,L1,-1,2.439384
11464,9368,2899,Mi10,Mi9,1,5.421613
11465,9755,2370,Tm3,T4c,1,0.991998
11466,2028,9513,L2,R1-6,1,4.085583
11467,12637,303,Tm9,T5c,1,0.955021
11468,5827,7409,C3,Tm4,-1,0.100000
11469,14176,2953,Tm4,T5b,1,1.038251
11470,8139,1754,Mi9,Mi4,-1,9.766996
11471,1037,3672,Mi4,Tm16,-1,1.882221
11472,1505,13587,Mi4,T4b,-1,0.595345
11473,7420,6985,Mi1,Tm27,1,0.100000
11474,7952,8952,L4,Tm4,1,1.788308
11475,1669,1376,TmY11,Mi9,1,0.100000
11476,1189,7947,C2,Mi1,-1,0.579810
11477,3960,6758,Tm5c,Mi15,-1,1.987045
11478,724,7953,C3,T2,-1,0.964407
11479,3867,10489,Mi1,T4c,1,0.206507
11480,1095,463,Tm5b,Mi15,1,0.991275
11481,2541,1344,R1-6,L3,-1,1.586424
11482,2012,13559,L5,Tm3,1,2.496003
11483,12861,3306,R1-6,L2,-1,0.673557
11484,9744,9772,T2,Mi1,1,0.100000
11485,2171,12124,C3,Mi9,-1,8.980086
11486,14163,284,L5,Tm20,1,1.008158
11487,6847,11770,L5,C2,1,1.763952
11488,11063,3599,L5,Mi2,1,0.151050
11489,11293,6343,Tm1,Mi2,1,1.008723
11490,6225,235,Tm2,Tm21,1,0.809237
11491,14291,9341,Tm4,T5c,1,1.037196
11492,2708,5916,Mi13,T2,-1,0.950227
11493,320,9067,L5,Mi1,1,7.316216
11494,2003,8925,L4,TmY3,1,0.100000
11495,9028,5334,L2,L1,1,10.000000
11496,1615,8594,Tm27,T2,1,1.005973
11497,6968,14253,L3,C3,1,4.424810
11498,8038,3622,Tm2,T5b,1,0.958226
11499,13695,880,Mi1,Tm3,1,1.702910
11500,607,2157,Tm3,L1,1,0.214209
11501,13359,8746,C2,L1,-1,5.442994
11502,271,10780,C2,Mi15,-1,0.996160
11503,8411,4650,Tm9,T5c,1,0.971610
11504,5858,5847,Mi9,Tm2,-1,3.651720
11505,11949,5209,R8,L1,-1,0.827111
11506,4843,1269,L1,Tm3,-1,5.127753
11507,12236,2975,Tm4,Mi14,1,0.100000
11508,5802,1016,Tm2,T2,1,0.100000
11509,698,6505,R1-6,L2,-1,0.516509
11510,12509,6991,L5,Tm5b,1,1.036383
11511,7134,14127,T2a,TmY4,1,1.019526
11512,316,938,Tm4,T3,1,1.048250
11513,5810,13638,R1-6,L1,-1,3.259487
11514,3573,5074,T1,L2,1,0.959050
11515,3567,12478,L2,Tm1,1,7.277177
11516,8392,8784,L4,TmY3,1,0.205602
11517,9190,7691,R1-6,L1,-1,2.053828
11518,1070,10349,Mi4,T4a,-1,3.702937
11519,11049,1289,Tm4,TmY14,1,0.100000
11520,1266,3384,Mi13,Tm2,-1,9.581590
11521,3022,13224,L3,C3,1,0.988884
11522,7273,7793,Tm5c,Mi15,-1,0.178682
11523,13631,11044,R7,L3,-1,1.302048
11524,4637,4123,Mi1,T2a,1,1.432328
11525,10015,8184,Tm1,T2a,1,1.008639
11526,8891,13173,Lawf2,C3,1,1.494872
11527,13561,12999,Tm1,L2,1,4.204155
11528,3012,454,Tm1,Tm4,1,0.100000
11529,12413,3997,R1-6,Lai,-1,3.800530
11530,10008,12859,Mi4,TmY5a,-1,3.142427
11531,5081,9172,R7,L3,-1,0.984265
11532,5075,2707,Mi4,TmY5a,-1,1.006406
11533,12215,12859,Tm16,TmY5a,1,0.975670
11534,8998,11456,T2,TmY5a,1,0.100000
11535,8560,14177,Mi1,T2a,1,0.947302
11536,13662,3797,Tm1,T5c,1,0.968968
11537,6691,515,C2,L1,-1,1.246880
11538,961,5280,Mi4,T4b,-1,1.005329
11539,14506,2403,Tm4,TmY15,1,1.133430
11540,5244,2996,Tm3,L1,1,0.100000
11541,14129,407,L4,TmY3,1,0.100000
11542,10871,1905,Tm4,TmY15,1,0.100000
11543,9252,12740,Mi10,Lawf1,1,2.707160
11544,13662,10061,Tm1,T5d,1,9.406925
11545,4198,1277,T2a,Tm5f,1,0.977991
11546,7011,1613,Mi15,T1,1,0.978535
11547,9605,2666,Mi1,T2a,1,0.987750
11548,9742,3140,Mi1,T3,1,0.994811
11549,8575,4072,R1-6,T1,-1,2.141109
11550,4147,2015,Tm3,T4b,1,0.100000
11551,4492,1840,Tm4,TmY14,1,5.006449
11552,7839,9024,L3,Mi2,1,0.968838
11553,11057,1807,Mi9,TmY3,-1,1.399516
11554,10229,314,Mi4,Tm27,-1,2.344053
11555,7024,9944,Tm4,T5a,1,0.100000
11556,10277,7929,Tm3,TmY15,1,0.206090
11557,2788,4592,C2,L3,-1,0.107224
11558,4709,7068,R1-6,L1,-1,6.880721
11559,13684,8541,Mi1,T4c,1,0.100000
11560,4675,11682,Tm2,Tm21,1,0.100000
11561,4550,559,Tm1,Tm4,1,3.694366
11562,637,4277,Tm27,Tm27,1,0.134849
11563,12887,4968,L5,Mi4,1,1.283271
11564,12690,5362,Mi1,Tm27,1,1.015470
11565,2138,9424,Tm2,T2,1,0.179133
11566,5473,2762,Mi13,Tm1,-1,5.086979
11567,4425,4179,R1-6,L3,-1,2.507419
11568,5442,14282,L4,TmY3,1,0.100000
11569,6277,12782,Mi1,T4a,1,0.272721
11570,7952,8513,L4,Tm4,1,1.207858
11571,875,12613,L5,TmY3,1,0.100000
11572,9198,12409,Mi1,Mi9,1,5.561199
11573,9062,1657,Tm16,TmY5a,1,0.969535
11574,7391,13629,Tm1,Mi2,1,0.987632
11575,12576,9946,Mi1,Tm27,1,0.100000
11576,12559,11084,Tm1,T3,1,1.025157
11577,12933,2266,Mi9,Tm1,-1,0.233904
11578,11829,14517,T5a,TmY14,1,10.000000
11579,6170,5681,L5,L2,1,3.917216
11580,5581,10869,Mi1,T2a,1,0.955591
11581,4645,14019,Mi1,TmY3,1,4.939123
11582,7152,6386,Mi9,T4b,-1,1.033399
11583,8219,1922,L5,C2,1,0.417577
11584,5726,11994,Mi1,T2a,1,1.001634
11585,6396,13373,R8,Tm5c,-1,1.763517
11586,10150,7589,L5,TmY3,1,0.100000
11587,6596,6668,Mi1,TmY3,1,1.754199
11588,183,13068,Mi1,T2a,1,0.100000
11589,2209,7463,T4b,T4b,1,1.902959
11590,5730,6102,Tm9,T5c,1,1.001288
11591,4332,10685,Mi9,Tm2,-1,4.332698
11592,2822,8008,L5,L1,1,4.852279
11593,10434,8387,C2,Mi1,-1,1.472861
11594,10525,1922,L5,C2,1,2.067513
11595,6987,10981,C2,T1,-1,1.027758
11596,12670,8521,Tm1,TmY4,1,1.009054
11597,13270,14050,TmY15,T4b,-1,1.009938
11598,4976,194,Mi1,Mi15,1,0.998949
11599,12126,10796,Tm1,Tm9,1,1.312141
11600,12334,2226,Tm9,T5a,1,1.022809
11601,13315,13520,L3,Mi9,1,1.336061
11602,4740,13083,TmY4,TmY4,1,0.957843
11603,8413,2625,Mi9,Mi10,-1,6.774317
11604,1438,4848,Mi9,TmY11,-1,0.951510
11605,641,8850,L4,Tm4,1,8.068924
11606,10008,12215,Mi4,Tm16,-1,1.970013
11607,10498,4091,L1,L5,-1,10.000000
11608,5756,6452,Tm4,T3,1,0.971288
11609,14437,11435,Tm16,Tm9,1,0.208677
11610,241,3416,Tm4,C3,1,1.500013
11611,11324,192,C2,L2,-1,3.392419
11612,12349,5625,C2,L2,-1,0.124716
11613,6596,1222,Mi1,T2,1,0.100000
11614,7424,943,Tm9,Tm5f,1,0.997458
11615,3648,11466,L5,C3,1,5.479598
11616,9230,769,Mi1,Tm27,1,0.711973
11617,2692,7992,Mi13,L5,-1,0.100000
11618,7531,8104,Tm2,T5d,1,0.981392
11619,11048,407,Mi9,TmY3,-1,2.317840
11620,10256,144,Mi13,Tm4,-1,0.100000
11621,12436,559,L2,Tm4,1,10.000000
11622,7068,13071,L1,C3,-1,0.100000
11623,2835,733,Mi1,T3,1,0.967063
11624,7755,7093,TmY11,Mi4,1,0.335094
11625,6670,11557,L2,Tm1,1,5.704143
11626,12366,2240,R1-6,T1,-1,1.022880
11627,11828,8268,L4,T2,1,0.100000
11628,12134,12979,Tm9,T5c,1,0.966817
11629,588,13785,Tm3,TmY15,1,9.148399
11630,2357,6455,Mi9,Mi10,-1,2.050472
11631,10005,13772,Mi1,T2a,1,0.983113
11632,10286,12345,Mi9,T4a,-1,2.219944
11633,1132,12101,L5,Tm21,1,0.100000
11634,3503,338,T4a,C3,1,0.100000
11635,6702,772,C3,T2,-1,1.003894
11636,12984,989,Tm3,TmY5a,1,1.038924
11637,12142,661,Tm1,Mi2,1,1.021047
11638,8273,1290,TmY9q__perp,Mi4,1,1.749943
11639,3088,1278,Mi13,Tm3,-1,2.121352
11640,5514,11924,Tm2,T5c,1,1.036213
