edge_idx,src_node,tar_node,source_cell,target_cell,syn_sign,syn_strength_edge
93703,7147,3466,Mi1,T2a,1,0.922770
93704,3349,3443,Tm3,TmY14,1,0.996843
93705,13701,1000,Tm2,T2a,1,2.867204
93706,11495,9062,Mi4,Tm16,-1,1.965149
93707,6820,8705,R8,Mi1,-1,0.100000
93708,6178,13594,Lawf1,L3,1,5.363070
93709,10741,11289,Mi1,T4b,1,1.040579
93710,5029,6737,Tm27,TmY5a,1,0.969834
93711,11952,8622,Tm3,T4d,1,1.004902
93712,7378,12407,R8,Tm20,-1,1.015434
93713,9618,4718,R1-6,L3,-1,2.166201
93714,10431,2809,Tm2,T2,1,1.006993
93715,46,957,Tm1,Tm21,1,1.005852
93716,187,4183,Mi1,T2a,1,1.003387
93717,4300,12477,Mi1,C2,1,1.368465
93718,1395,7946,Mi1,T2a,1,0.100000
93719,7214,934,Lawf2,Lai,1,0.100000
93720,7735,3,Mi1,Tm3,1,2.239444
93721,10115,1139,Tm21,Mi1,1,3.427028
93722,22,9582,L2,Tm20,1,0.980382
93723,2403,9065,TmY15,T4c,-1,0.995552
93724,9825,4203,Mi13,Tm2,-1,4.874172
93725,3737,6926,Tm2,T5c,1,0.972072
93726,5830,13030,Tm4,TmY3,1,0.100000
93727,3568,10224,Tm3,TmY14,1,5.193050
93728,10215,532,TmY10,Mi4,1,0.100000
93729,5255,14270,Mi1,Mi2,1,0.100000
93730,7895,10743,L4,L2,-1,1.308680
93731,5237,8268,Mi1,T2,1,0.100000
93732,269,13727,L5,Mi1,1,6.139101
93733,1178,1174,Mi4,Tm5a,-1,0.975347
93734,4521,12872,Mi4,T4b,-1,1.020977
93735,1133,9240,C3,Tm4,-1,0.100000
93736,9010,4404,R1-6,L1,-1,0.611091
93737,8577,6972,T5a,T5a,1,0.100000
93738,11627,13008,Tm1,T5d,1,0.989500
93739,985,12795,Tm9,T5a,1,1.043158
93740,4803,3874,Mi1,Mi9,1,0.151576
93741,4413,8358,Mi9,TmY11,-1,0.987059
93742,7385,10370,Tm9,T5b,1,0.963444
93743,11491,2223,Tm27,Mi4,1,0.100000
93744,2773,7174,R1-6,L1,-1,0.494651
93745,13201,4014,T4a,T4a,1,0.982840
93746,2143,12848,L5,L1,1,2.478573
93747,10092,7507,Tm2,T5c,1,0.992449
93748,9704,10516,Tm1,T5a,1,1.036427
93749,1376,10457,Mi9,Tm21,-1,1.010037
93750,2499,2062,Tm1,Mi2,1,1.010356
93751,1036,14302,L1,L5,-1,10.000000
93752,9780,5212,Tm2,T5d,1,1.037746
93753,183,6365,Mi1,Mi9,1,0.179009
93754,9667,11498,L2,Tm20,1,0.954826
93755,9424,1971,T2,Mi1,1,1.965129
93756,10587,823,Mi1,C3,1,1.049341
93757,8001,8614,T5d,TmY15,1,0.988667
93758,13940,11158,Lawf2,L5,1,1.842076
93759,11811,8998,C3,T2,-1,1.043056
93760,3616,1550,C3,Tm4,-1,0.100000
93761,10029,2224,Tm3,T2,1,0.100000
93762,2483,11811,L2,C3,1,0.975533
93763,895,10872,C3,Tm9,-1,2.431880
93764,9116,7254,Mi1,TmY9q__perp,1,0.100000
93765,6451,1141,Tm1,T2a,1,0.980721
93766,6976,9999,L2,L5,1,0.100000
93767,14244,3661,Tm9,T5b,1,1.029227
93768,7169,9516,Tm4,Mi14,1,3.037703
93769,100,6410,L2,L1,1,9.885707
93770,14344,5726,L5,Mi1,1,6.836920
93771,13437,8754,Mi9,TmY11,-1,0.986417
93772,10954,8218,Mi1,T4c,1,2.509501
93773,176,3514,Tm3,T2,1,0.100000
93774,6446,9568,Tm27,T2,1,0.960205
93775,2762,4369,Tm1,T3,1,1.037273
93776,13729,13947,L4,L2,1,0.982429
93777,8192,2671,Mi1,T2,1,0.100000
93778,5554,10829,L2,Tm4,1,9.167574
93779,3937,8054,R1-6,Lai,-1,3.680167
93780,6994,5625,R1-6,L2,-1,2.531702
93781,7135,798,T1,L2,1,0.982635
93782,8081,1347,R1-6,L1,-1,0.823672
93783,3265,615,R1-6,Lai,-1,2.246693
93784,12437,11654,Tm1,T5c,1,0.991154
93785,2904,12855,L4,Tm4,1,5.857651
93786,8744,3622,Tm4,T5b,1,0.981316
93787,947,7511,Tm4,T5d,1,0.988664
93788,1828,1996,L4,L2,-1,0.100000
93789,11616,3928,Mi9,TmY11,-1,2.188767
93790,6031,8201,Mi1,T2,1,0.100000
93791,13994,3014,Mi13,Mi1,-1,1.278131
93792,10213,1797,T2a,Tm20,1,0.993493
93793,12001,8649,Tm16,Tm9,1,0.278002
93794,14188,9861,L2,L1,1,2.902458
93795,12964,10583,Tm16,Tm1,1,0.469109
93796,4748,10891,Mi1,TmY9q,1,0.973345
93797,6277,8899,Mi1,Tm3,1,3.055534
93798,9240,14449,Tm4,T2a,1,7.526883
93799,3889,6429,C2,Mi1,-1,0.298022
93800,8312,2038,L2,Tm4,1,6.101158
93801,2946,8299,TmY3,T2,1,0.981092
93802,540,1256,Tm1,T5a,1,0.962134
93803,13512,12983,Tm16,Mi9,1,1.682698
93804,6276,11602,Tm2,TmY3,1,0.352890
93805,6699,3738,TmY15,T4a,-1,2.560936
93806,9287,5720,R1-6,Lai,-1,3.660088
93807,12839,13803,TmY5a,T2a,-1,0.100000
93808,137,3511,C3,Tm4,-1,1.934834
93809,8119,3721,R1-6,L1,-1,2.178143
93810,8656,9546,Tm9,T5c,1,0.973312
93811,12836,13215,Mi10,Lawf1,1,2.798969
93812,1473,3997,R1-6,Lai,-1,3.856579
93813,11387,344,C2,L5,-1,0.100000
93814,7073,5483,Tm2,T5d,1,0.961417
93815,10085,13128,Tm5b,Mi10,1,1.564848
93816,11121,2076,Lawf2,Lai,1,1.311280
93817,5855,10282,Tm21,Tm21,1,0.984141
93818,2273,1020,C3,Tm4,-1,0.990635
93819,7294,4280,L2,L1,1,7.815947
93820,3906,7251,Tm1,T2a,1,0.970046
93821,12457,97,Lawf2,Lai,1,0.100000
93822,3450,7380,Mi1,L1,1,2.702751
93823,8387,417,Mi1,Tm3,1,1.399200
93824,8303,5849,Lawf1,T1,1,0.964787
93825,12299,8242,Tm3,T2,1,1.046328
93826,2779,8242,C3,T2,-1,0.995904
93827,274,6754,L5,TmY3,1,0.100000
93828,11691,13161,L3,Mi2,1,1.005013
93829,11539,13899,Tm2,T5c,1,1.033081
93830,3096,2852,Mi1,Tm3,1,0.100000
93831,3047,2496,L4,T2,1,0.100000
93832,1295,877,Tm9,T5a,1,0.100000
93833,3854,5751,Tm4,T5b,1,0.983799
93834,14392,6521,R1-6,L2,-1,1.295692
93835,2675,3443,Tm3,TmY14,1,0.974161
93836,1606,1956,L5,L1,1,6.173235
93837,3775,10506,R1-6,L2,-1,3.449115
93838,13762,1494,Mi1,TmY3,1,0.100000
93839,7647,10,C3,Lai,-1,0.986299
93840,5460,5000,Mi4,TmY3,-1,0.100000
93841,6144,11537,Lawf2,C2,1,1.282250
93842,13381,5781,C3,Tm9,-1,10.000000
93843,139,13434,R1-6,Lai,-1,2.511150
93844,2616,3449,L2,Tm2,1,8.940677
93845,3244,7097,Mi13,T2,-1,1.029679
93846,13727,9757,Mi1,Mi9,1,6.637802
93847,7348,4761,L5,Tm3,1,4.489039
93848,183,8165,Mi1,Mi2,1,1.047701
93849,7176,7444,Mi1,Mi4,1,2.706664
93850,3105,4283,L5,C3,1,6.010044
93851,5903,4141,Tm1,T2a,1,1.022354
93852,2189,1693,L4,Tm2,1,8.511344
93853,9903,1298,Mi1,C3,1,1.012461
93854,1435,692,L4,Tm2,1,1.532376
93855,5101,13645,C3,T4a,-1,0.982504
93856,2535,3441,T5c,T5c,1,0.980798
93857,205,11295,Tm20,Mi9,1,1.031455
93858,12160,9018,Lai,R1-6,-1,6.927728
93859,12334,5130,Tm9,T5b,1,1.014381
93860,6793,541,Tm1,Mi2,1,1.011179
93861,3070,10006,Mi13,Mi1,-1,1.133013
93862,3338,5044,Tm1,T5c,1,0.974143
93863,11321,3157,Mi1,C2,1,1.058814
93864,6938,2264,Tm3,TmY5a,1,0.999099
93865,12351,6508,R1-6,L3,-1,3.565157
93866,569,9884,Mi9,TmY11,-1,1.006004
93867,8128,4549,Mi1,Tm27,1,0.100000
93868,45,1093,Mi13,Tm4,-1,1.302897
93869,2042,4638,L5,Mi15,1,0.100000
93870,4714,12945,L5,T2,1,0.100000
93871,12379,5995,C3,T2,-1,0.975159
93872,4258,9689,Lawf2,T1,1,0.100000
93873,8003,97,C3,Lai,-1,0.950106
93874,3867,12615,Mi1,Mi2,1,0.994874
93875,198,13129,Tm1,TmY9q,1,1.041884
93876,13258,9880,T4b,TmY15,1,0.752888
93877,12650,8385,Mi9,T4c,-1,0.964985
93878,4791,774,TmY10,Mi4,1,0.159656
93879,4800,11844,Mi1,Tm3,1,3.625872
93880,2270,4737,L2,L5,1,1.092541
93881,7873,10942,L3,Tm9,1,0.980201
93882,4060,4028,Tm9,T5a,1,0.985350
93883,9682,8543,T3,T2,1,0.976686
93884,6854,4669,T5a,TmY14,1,10.000000
93885,10616,2937,C3,Tm4,-1,0.100000
93886,1138,5081,R8,R7,-1,3.053180
93887,2018,1839,Tm2,T5b,1,0.981253
93888,3012,10787,Tm1,Mi9,1,1.210630
93889,44,13219,Mi1,Tm3,1,6.355537
93890,3833,6539,Mi9,Mi4,-1,10.000000
93891,5583,9698,Lai,R1-6,-1,0.100000
93892,838,177,Mi9,Lawf1,-1,0.906467
93893,845,6704,L1,C3,-1,1.399651
93894,18,7527,T1,Tm20,-1,1.021379
93895,12355,9294,Mi1,Tm3,1,1.758518
93896,10741,11436,Mi1,T4d,1,1.006332
93897,12133,8975,Mi2,T2a,-1,1.043546
93898,5728,12595,Mi13,Tm2,-1,10.000000
93899,11367,4543,L5,Tm21,1,0.100000
93900,5400,2434,Mi1,T4a,1,1.950234
93901,6669,9201,T5a,TmY9q__perp,1,0.978231
93902,2266,5765,Tm1,TmY4,1,1.046071
93903,8122,5493,Mi4,TmY11,-1,1.706350
93904,6191,10216,C2,Tm9,-1,4.534028
93905,13565,5154,Mi9,TmY11,-1,1.046550
93906,14121,9151,R7,R8,-1,1.644437
93907,8428,2790,Mi10,Mi10,1,3.265408
93908,11858,3383,T4a,T4a,1,0.459493
93909,3036,123,L2,L1,1,0.425194
93910,8467,3262,Tm21,Tm21,1,0.987191
93911,10682,5936,Tm3,TmY3,1,0.100000
93912,4435,2188,L1,T1,-1,1.011324
93913,7391,13532,Tm1,T5a,1,0.960243
93914,4110,3284,L2,Tm1,1,6.416397
93915,3367,1848,R1-6,Lai,-1,2.365490
93916,1204,6104,R1-6,L3,-1,2.714502
93917,7658,3822,TmY4,TmY15,1,0.198738
93918,5594,8657,TmY15,T5a,-1,0.100000
93919,806,1442,Mi10,Mi10,1,5.672422
93920,8616,11040,R1-6,L1,-1,2.532381
93921,5627,7533,Mi10,Mi14,1,4.608187
93922,13591,4371,Tm2,TmY3,1,1.698013
93923,11495,9827,Mi4,T4c,-1,8.555001
93924,2091,1769,Tm4,T5a,1,1.019445
93925,7394,13247,Tm4,Tm21,1,0.100000
93926,12478,9604,Tm1,T5b,1,0.988744
93927,7212,2736,Mi2,Tm21,-1,0.978443
93928,614,2905,Tm1,C3,1,0.955708
93929,70,547,Mi10,Tm4,1,0.100000
93930,7131,13712,C3,T4c,-1,1.008229
93931,3,2396,Tm3,TmY3,1,0.100000
93932,9639,4044,Mi1,Mi2,1,0.100000
93933,2486,13861,Mi1,Tm27,1,0.100000
93934,12877,12961,Mi1,T4b,1,0.962846
93935,9503,12054,L1,C3,1,0.262898
93936,14023,8494,L5,TmY5a,1,0.100000
93937,12625,111,Tm4,T5d,1,0.980166
93938,11940,11891,Mi4,TmY3,-1,1.014242
93939,231,14038,L4,Tm2,1,3.234551
93940,9387,7186,Mi1,Mi2,1,0.846342
93941,11229,361,T2a,TmY9q__perp,1,1.007153
93942,984,3396,C2,Mi1,-1,0.224525
93943,1885,272,Tm3,T2,1,0.100000
93944,183,7413,Mi1,Mi2,1,1.028526
93945,1167,7758,Tm3,T4b,1,0.972038
93946,4616,9885,Mi1,T4a,1,5.987929
93947,8829,3,L1,Tm3,-1,4.388387
93948,4032,3853,Mi4,Tm27,-1,1.149431
93949,6522,7286,L5,C2,1,0.100000
93950,9189,847,Mi9,TmY11,-1,0.950815
93951,8828,5816,L5,L2,1,0.100000
93952,113,4481,Lawf1,L2,1,0.100000
93953,5386,6886,Tm3,TmY14,1,0.100000
93954,12002,8535,L5,Mi1,1,3.566934
93955,868,13683,Lawf2,L5,1,6.399051
93956,1100,13332,Tm20,Mi9,1,0.995380
93957,13031,6460,R8,Mi15,-1,1.860211
93958,10074,2070,T3,Tm21,1,0.971164
93959,369,8941,Tm1,Mi9,1,0.100000
93960,10006,3853,Mi1,Tm27,1,0.715256
93961,800,10968,Mi2,Tm4,-1,1.045007
93962,5002,2275,Tm3,Tm27,1,0.981365
93963,4902,9332,L2,Tm4,1,9.525786
93964,8253,11477,Tm5c,Mi15,-1,0.100000
93965,6377,1118,Tm16,TmY14,1,1.400441
93966,12775,5332,T2a,TmY5a,1,1.016687
93967,11137,1129,Mi1,T4d,1,1.044823
93968,377,1252,Mi10,Lawf1,1,3.540735
93969,1338,13917,Mi4,TmY11,-1,0.668048
93970,1658,8759,Tm1,TmY9q__perp,1,1.011541
93971,3368,2300,L3,Mi13,1,0.137034
93972,5258,10500,T5a,TmY14,1,0.100000
93973,13477,1231,Mi13,Tm1,-1,4.195214
93974,7112,4731,Tm3,T4d,1,0.989651
93975,995,10686,Tm2,Mi4,1,1.889005
93976,5761,2397,T2a,TmY5a,1,0.971648
93977,4352,13277,L3,T1,1,1.006786
93978,14458,8708,Tm3,Tm3,1,2.442493
93979,78,3794,Mi1,C2,1,0.595412
93980,4203,14421,Tm2,T5a,1,0.350876
93981,767,1425,C3,L1,-1,0.100000
93982,9766,11332,Tm3,T4b,1,1.021153
93983,2315,9916,R1-6,L2,-1,2.945606
93984,1713,13197,C3,Tm4,-1,1.029324
93985,12435,6935,Tm2,T3,1,1.010584
93986,36,10363,Tm4,TmY3,1,3.025240
93987,3478,13507,Tm2,T5a,1,1.030317
93988,8233,1736,L4,TmY3,1,1.822659
93989,9954,6344,L5,Tm3,1,3.339053
93990,11977,6884,Tm1,T2a,1,1.036188
93991,11216,1753,Tm1,TmY9q,1,1.026589
93992,8243,2587,Tm4,Mi14,1,0.100000
93993,3867,6342,Mi1,Tm3,1,4.855506
93994,4867,2344,C2,Tm1,-1,0.973096
93995,9695,8639,Mi13,Tm4,-1,6.346122
93996,5666,4173,Tm3,T2,1,0.100000
93997,9012,168,Mi1,Tm27,1,0.100000
93998,14260,11967,L4,Tm2,1,1.506116
93999,6879,2045,R1-6,T1,-1,1.045604
94000,7992,3525,L5,Tm3,1,1.558693
94001,13707,10194,Tm9,T5b,1,0.953891
94002,11506,6833,Mi4,Tm9,-1,10.000000
94003,14227,10,Lawf2,Lai,1,0.100000
94004,10790,11694,R1-6,L1,-1,2.744173
94005,8098,13030,L2,TmY3,1,0.100000
94006,5492,2104,Tm9,T5c,1,0.988556
94007,6271,12420,L5,Tm21,1,0.100000
94008,783,1759,L5,Mi1,1,1.692998
94009,7160,6562,Tm20,Tm9,1,1.044082
94010,11563,3659,Tm1,Mi2,1,0.979918
94011,11930,13834,L5,Tm21,1,0.100000
94012,14166,13914,Mi1,C2,1,3.784389
94013,8523,4885,T5c,T5c,1,1.032941
94014,8897,12539,R1-6,L2,-1,3.540592
94015,10712,3316,L4,L2,1,4.436565
94016,1707,12702,Tm2,T5d,1,1.017572
94017,4667,1140,TmY10,TmY9q__perp,1,1.046491
94018,11297,9714,Lawf1,L3,1,3.760198
94019,4040,8352,Tm1,T2a,1,1.024680
94020,5211,1241,L5,Tm3,1,5.503811
94021,525,5895,Mi1,T4b,1,4.312892
94022,3074,1559,T2a,TmY5a,1,2.426367
94023,6194,13176,Mi15,Mi4,1,0.197755
94024,5726,11607,Mi1,T4c,1,0.987154
94025,14496,4780,Lai,L3,-1,0.736702
94026,8231,12384,Mi1,T2,1,0.100000
94027,14226,4091,Mi1,L5,1,6.602156
94028,13732,4859,T4d,TmY4,1,0.951871
94029,12719,2046,Mi1,T4d,1,1.027332
94030,9110,2715,Tm3,L1,1,2.364374
94031,4311,8879,L2,L5,1,8.525343
94032,7402,12401,R1-6,L1,-1,1.882390
94033,11647,584,TmY10,TmY11,1,1.603822
94034,7265,10616,L2,C3,1,0.979526
94035,9941,10202,TmY3,TmY14,1,1.372982
94036,11563,13898,Tm1,T5c,1,0.990090
94037,10170,6021,R1-6,L2,-1,3.433413
94038,12688,2707,Tm3,TmY5a,1,0.973406
94039,8012,10309,TmY4,TmY5a,1,0.992662
94040,5432,7485,Tm3,TmY5a,1,0.100000
94041,369,5076,Tm1,T2a,1,0.977199
94042,241,2001,Tm4,T5b,1,1.028993
94043,6494,14098,Mi4,Tm5c,-1,0.100000
94044,13637,2937,Tm1,Tm4,1,7.235164
94045,11429,12087,L4,T2,1,0.100000
94046,10567,9268,Lawf1,L3,1,4.554150
94047,7625,5259,C2,L2,-1,7.486730
94048,6326,464,C3,Tm4,-1,1.356342
94049,5054,1816,R8,Mi1,-1,0.100000
94050,4628,7123,R1-6,L3,-1,2.490292
94051,1313,2115,Mi1,Mi9,1,5.972667
94052,176,417,Tm3,Tm3,1,5.306293
94053,8074,11125,Mi1,Mi9,1,4.699250
94054,11039,3671,T2,Lawf2,1,0.100000
94055,13251,4173,L5,T2,1,0.100000
94056,11616,3280,Mi9,T4c,-1,6.623424
94057,6793,4883,Tm1,T2a,1,1.324539
94058,6746,2354,R1-6,L1,-1,1.461010
94059,13116,9764,L4,TmY3,1,0.940717
94060,5452,10305,Mi1,T2a,1,1.004067
94061,5627,3434,Mi10,Mi10,1,3.474427
94062,2734,9709,L1,Tm3,-1,4.963154
94063,5306,7667,Tm1,TmY9q__perp,1,0.976301
94064,13371,1770,L4,L2,1,2.498798
94065,2440,6189,Tm2,Mi9,1,2.276291
94066,1301,1019,TmY3,T2,1,0.992485
94067,12141,3991,Mi1,Tm21,1,0.100000
94068,5338,3859,L3,Mi1,1,1.020764
94069,1108,600,Tm20,Tm9,1,0.956621
94070,11647,7435,TmY10,Mi4,1,0.178652
94071,5772,12483,T5d,TmY5a,1,0.100000
94072,9534,7676,Mi1,T2a,1,0.486765
94073,243,12786,Mi1,T4c,1,0.100000
94074,12061,6055,Tm1,Dm3v,1,0.976200
94075,11619,6108,Tm4,TmY14,1,5.032917
94076,8465,9550,T4a,TmY9q__perp,1,1.017939
94077,9649,6313,Mi1,T4a,1,1.000212
94078,1713,10968,C3,Tm4,-1,1.007352
94079,6052,7068,L5,L1,1,0.101622
94080,1221,10183,L1,L5,-1,10.000000
94081,13229,1039,Lawf2,L5,1,2.073787
94082,8129,2817,Tm20,Tm20,1,1.046305
94083,5286,9474,Lai,T1,1,0.100000
94084,536,5264,L4,Tm2,1,5.973082
94085,5293,13268,L1,Tm3,-1,5.055293
94086,13012,8473,TmY15,T4d,-1,1.011470
94087,12603,4757,TmY15,T4c,-1,8.494958
94088,13362,10686,TmY10,Mi4,1,0.100000
94089,13754,11788,Tm1,T5c,1,1.025524
94090,166,10579,L1,Tm3,-1,5.248408
94091,2403,7590,TmY15,T5d,-1,0.979693
94092,11786,4784,R1-6,T1,-1,1.011293
94093,8292,434,TmY10,Mi4,1,0.105828
94094,6377,4413,Tm16,Mi9,1,1.462015
94095,8079,9636,Tm3,T4c,1,0.995181
94096,7354,5786,L4,Tm4,1,9.677197
94097,9980,7905,T5b,T2,1,1.011685
94098,5825,6988,Mi1,TmY3,1,0.809421
94099,5981,12115,Tm1,T5b,1,0.955470
94100,5688,11180,Mi13,Tm1,-1,0.100000
94101,5801,9154,L5,Tm3,1,3.529348
94102,8930,7798,L1,Tm3,-1,6.151343
94103,3333,5916,L5,T2,1,0.100000
94104,10008,10635,Mi4,Mi9,-1,8.378437
94105,3377,10803,L3,Mi10,1,2.768736
94106,588,2203,Tm3,TmY3,1,9.374462
94107,11668,3119,L2,Tm20,1,1.037371
94108,6673,5883,Mi4,Mi9,-1,9.833008
94109,156,6674,T2a,TmY4,1,0.976442
94110,3912,3281,L4,Tm2,1,7.435083
94111,13762,11759,Mi1,Mi2,1,0.973488
94112,1879,3646,Mi1,T4d,1,1.040167
94113,10879,2684,Mi2,Mi1,-1,1.023606
94114,3164,6693,Tm4,TmY5a,1,1.042167
94115,5658,6207,Tm3,L1,1,0.100000
94116,3082,8656,L3,Tm9,1,0.100000
94117,7654,13646,Mi1,C2,1,2.573683
94118,13163,11922,Mi1,T4c,1,0.627682
94119,9266,10631,L3,Tm9,1,0.100000
94120,951,8,Tm1,Tm4,1,0.100000
94121,10368,6197,Mi13,Tm4,-1,1.038620
94122,6424,12212,Tm2,TmY3,1,0.100000
94123,11877,118,C2,Tm1,-1,8.307324
94124,1331,13373,T2,Tm5c,1,0.100000
94125,11871,4615,Mi4,TmY3,-1,1.435629
94126,1246,13913,C3,Mi9,-1,0.882157
94127,8277,6823,Mi13,Tm4,-1,0.622996
94128,2354,2611,L1,Tm3,-1,7.453710
94129,10364,2192,L5,C2,1,0.101439
94130,14424,13859,Mi10,Lawf1,1,0.100000
94131,4763,11316,R1-6,L2,-1,2.332375
94132,6777,8204,L4,Tm2,1,3.413899
94133,12472,2255,Tm21,TmY5a,1,0.990018
94134,12411,8365,Tm1,TmY9q__perp,1,0.956852
94135,1800,11284,L5,Tm20,1,1.048568
94136,12036,6636,L4,Tm2,1,5.827507
94137,6861,7613,L5,T2,1,0.100000
94138,10316,3994,L4,Mi9,1,6.926239
94139,11018,8007,Tm9,T5a,1,1.037556
94140,5002,8246,Tm3,TmY15,1,6.752591
94141,4300,5176,Mi1,T3,1,1.002386
94142,9293,10411,R1-6,L1,-1,1.459214
94143,3834,12436,R1-6,L2,-1,2.147217
94144,3906,14081,Tm1,T5d,1,0.982735
94145,6410,2952,L1,Tm3,-1,3.091383
94146,12919,6926,Tm9,T5c,1,1.044562
94147,13246,10571,L4,TmY3,1,1.027145
94148,13093,1084,Mi10,TmY11,1,0.181055
94149,12887,11396,L5,C2,1,1.295315
94150,5217,13279,T3,Tm3,1,1.003963
94151,14193,1467,Mi13,Tm2,-1,0.106733
94152,2460,6244,L5,Tm21,1,0.963989
94153,4293,541,L3,Mi2,1,0.970303
94154,12270,5556,TmY10,Tm5c,1,1.361108
94155,5022,4867,L5,C2,1,0.314267
94156,13395,12373,L1,Tm3,-1,1.895553
94157,1649,10363,Mi9,TmY3,-1,2.104722
94158,2936,606,R1-6,Lai,-1,1.027218
94159,10518,1871,L3,C3,1,0.100000
94160,4415,12024,Tm9,T5a,1,1.046664
94161,1449,8707,R1-6,Lai,-1,2.525210
94162,3668,2158,Mi4,Tm5a,-1,0.999884
94163,5340,9195,T4b,T4b,1,0.984269
94164,14460,10098,Tm1,T5b,1,0.965899
94165,715,3807,Tm2,Tm21,1,0.994961
94166,5581,13288,Mi1,C2,1,1.796786
94167,5472,4033,L3,C3,1,0.100000
94168,6840,10880,Lawf1,T1,1,1.029840
94169,5472,4273,L3,Mi1,1,2.016616
94170,10996,3502,R8,Tm20,-1,0.988137
94171,6407,11527,L5,Mi4,1,0.100000
94172,3014,8879,Mi1,L5,1,10.000000
94173,9822,6748,Tm4,T3,1,0.964128
94174,13296,3752,Tm1,T5b,1,0.976648
94175,1741,1457,L5,C2,1,0.691676
94176,10836,4644,R1-6,L1,-1,1.430161
94177,8182,12305,L3,Mi13,1,0.100000
94178,1476,1650,Mi4,TmY10,-1,2.141832
94179,7143,4817,Mi4,T4a,-1,0.367134
94180,4354,6187,Tm1,T3,1,1.013366
94181,4803,11386,Mi1,Tm3,1,3.328537
94182,12048,8309,Tm2,Dm3v,1,1.027628
94183,6106,1979,L2,L4,1,0.100000
94184,12391,7469,Tm3,L1,1,2.532976
94185,7253,14285,L3,Mi9,1,9.570562
94186,4850,9604,Tm2,T5b,1,0.962753
94187,2997,14240,L5,T1,1,0.988831
94188,8480,3392,C2,L2,-1,3.817618
94189,9485,463,Tm5c,Mi15,-1,1.788447
94190,9100,7856,Mi1,Tm27,1,1.000888
94191,14,11968,Tm9,T5b,1,0.995421
94192,12947,5391,L4,TmY3,1,0.100000
94193,11692,3421,Mi1,T4a,1,0.100000
94194,3207,12464,TmY10,Mi4,1,0.181825
94195,2003,10329,L4,Tm4,1,2.626826
94196,10150,14166,L5,Mi1,1,7.341690
94197,4393,8164,Tm20,C3,1,0.988217
94198,5675,7698,Mi4,Tm20,-1,1.033260
94199,1140,4886,TmY9q__perp,TmY5a,1,1.035218
94200,9456,2253,L5,T2,1,0.100000
94201,13962,7912,Tm1,L2,1,0.100000
94202,10494,14043,Mi4,TmY11,-1,1.692477
94203,7514,4936,Mi1,T2a,1,1.020564
94204,7754,12423,Mi1,T2a,1,0.100000
94205,2520,13106,T4d,TmY4,1,0.981416
94206,10764,11210,Mi4,Tm20,-1,1.002446
94207,3958,8874,Lai,T1,1,0.968578
94208,6978,9813,L1,Tm3,-1,4.930761
94209,2975,9319,Mi14,TmY3,-1,1.764306
94210,11121,4534,Lawf2,T1,1,0.147405
94211,11790,11722,Tm2,T5d,1,0.973789
94212,13778,11182,R1-6,L3,-1,1.236876
94213,6282,2966,C3,Tm4,-1,0.100000
94214,14263,4110,L5,L2,1,3.417053
94215,1678,4898,Mi1,T4b,1,1.035091
94216,1494,13045,TmY3,TmY5a,1,1.035234
94217,12379,9130,C3,Tm20,-1,0.994069
94218,6344,4379,Tm3,TmY15,1,10.000000
94219,6215,10610,Mi13,Tm3,-1,0.100000
94220,14495,1111,C3,Mi9,-1,0.100000
94221,78,8753,Mi1,C2,1,0.270008
94222,12559,7031,Tm1,TmY4,1,1.045492
94223,11687,5364,L5,TmY5a,1,1.040698
94224,8194,10526,Tm21,Tm21,1,3.206463
94225,6201,6934,Mi4,T4b,-1,2.212365
94226,6314,11396,L5,C2,1,2.948397
94227,5636,161,R1-6,Lai,-1,1.017588
94228,5146,743,Mi2,Tm27,-1,1.025546
94229,10654,9274,Mi1,Tm27,1,0.713990
94230,7978,7606,L4,L1,1,3.235933
94231,12936,1194,C2,Tm9,-1,0.616187
94232,1620,5462,L2,Tm2,1,0.409203
94233,11014,507,Tm4,T3,1,0.952696
94234,10534,11415,Tm2,T5c,1,0.994737
94235,10171,3717,L3,Mi2,1,1.005517
94236,9019,3509,L2,TmY3,1,0.100000
94237,8925,13450,TmY3,T2,1,0.100000
94238,5517,2542,Lawf2,C2,1,2.866220
94239,9411,3169,L2,Tm4,1,0.371944
94240,5852,11088,Tm3,TmY14,1,4.615093
94241,3208,243,T2,Mi1,1,2.424870
94242,9887,12593,L4,T2,1,0.983445
94243,2973,13733,L2,L4,1,2.420545
94244,7144,7707,L4,R1-6,-1,2.062763
94245,1591,12166,Tm9,T5c,1,0.968707
94246,8413,3075,Mi9,Mi15,-1,0.969041
94247,6099,13930,Tm2,T2,1,0.100000
94248,10957,7054,Mi2,T2,-1,0.982118
94249,10391,7042,Mi2,T2,-1,0.984258
94250,6475,1024,L5,Tm3,1,5.030161
94251,7394,49,Tm4,TmY15,1,0.796625
94252,4718,4665,L3,Tm20,1,1.022645
94253,4372,2762,C3,Tm1,-1,0.983858
94254,14041,3900,Mi10,Lawf1,1,4.031893
94255,11057,963,Mi9,Mi10,-1,1.019873
94256,7006,1029,Lawf2,C3,1,0.100000
94257,5858,9751,Mi9,TmY3,-1,1.707168
94258,4204,10457,T3,Tm21,1,0.996161
94259,2081,6939,T2a,Dm3v,1,0.967973
94260,419,12081,Mi9,T4b,-1,1.039478
94261,11894,1009,Tm9,T5d,1,0.970033
94262,3979,11183,R1-6,L3,-1,3.404641
