idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.976205,0.000000,1.973169,1.981486,-3.937809,-100.000000,-50.000000,0.977848,49.486989,10.000000,253.227000,0.000000,17.229857,17.253966,22.020458,4.766492
1,R7,1.041820,0.000000,1.973169,3.598362,-26.029912,-100.000000,-50.000000,1.028088,49.486989,10.000000,253.227000,0.000000,-7.389409,-7.331065,-2.137109,5.193957
2,R8,1.021034,0.000000,1.973169,2.957897,-12.431097,-100.000000,-50.000000,1.018439,49.486989,10.000000,253.227000,0.000000,2.359597,2.389540,7.314007,4.924466
3,L1,2.000000,0.000000,1.973169,1.588116,-0.176458,-100.000000,-50.000000,0.956640,49.486989,10.000000,253.227000,0.883134,-30.527963,-30.748621,-39.248367,-8.499746
4,L2,1.831998,0.000000,1.973169,3.129343,0.752915,-100.000000,-50.000000,1.045758,49.486989,10.000000,253.227000,0.881798,-31.188678,-31.420661,-39.186568,-7.765908
5,L3,0.500000,0.000000,1.973169,1.919812,7.120063,-100.000000,-50.000000,0.989866,49.486989,10.000000,253.227000,0.000000,-6.194391,-6.313791,-8.505524,-2.191733
6,L4,1.015997,0.000000,1.973169,0.653176,-6.743595,-100.000000,-50.000000,0.962592,49.486989,10.000000,253.227000,0.585391,15.335190,15.020523,7.712186,-7.308337
7,L5,2.000000,0.000000,1.973169,1.271001,0.526678,-100.000000,-50.000000,0.956846,49.486989,10.000000,253.227000,0.639368,-20.042711,-19.810121,-10.169993,9.640128
8,Mi1,1.431892,0.000000,1.973169,2.274846,-0.138026,-100.000000,-50.000000,1.019451,49.486989,10.000000,253.227000,0.000000,-8.578989,-8.027045,-0.963446,7.063599
9,Tm3,0.500000,0.000000,1.973169,1.846159,10.627656,-100.000000,-50.000000,0.966926,49.486989,10.000000,253.227000,0.000000,-7.855447,-7.418234,-2.674060,4.744174
10,Mi4,0.951280,0.000000,1.973169,1.778854,-5.923729,-100.000000,-50.000000,1.029667,49.486989,10.000000,253.227000,0.000000,2.561493,3.281561,7.727530,4.445970
11,Mi9,0.548372,0.000000,1.973169,2.846439,-4.273728,-100.000000,-50.000000,0.978251,49.486989,10.000000,253.227000,0.000000,2.749240,2.018302,-1.161383,-3.179685
