idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
12,T4a,0.961533,0.000000,1.973169,2.550514,0.876834,-100.000000,-50.000000,0.990440,49.486989,10.000000,253.227000,0.000000,83.600573,85.231324,94.843956,9.612632
13,T4b,1.013890,0.000000,1.973169,4.962959,4.964088,-100.000000,-50.000000,0.988411,49.486989,10.000000,253.227000,0.000000,4.969796,4.998755,5.373470,0.374714
14,T4c,0.999958,0.000000,1.973169,3.150717,4.261960,-100.000000,-50.000000,0.985894,49.486989,10.000000,253.227000,0.000000,-2.294464,-2.269172,-1.713309,0.555863
15,T4d,0.970922,0.000000,1.973169,8.777069,5.094430,-100.000000,-50.000000,1.002759,49.486989,10.000000,253.227000,0.000000,-32.135275,-31.888313,-28.653560,3.234753
16,Tm1,0.909026,0.000000,1.973169,1.130000,-1.762035,-100.000000,-50.000000,1.038169,49.486989,10.000000,253.227000,0.000000,22.647894,22.125638,17.299820,-4.825818
17,Tm2,0.583941,0.000000,1.973169,2.997937,-3.857846,-100.000000,-50.000000,1.004123,49.486989,10.000000,253.227000,0.000000,-4.799094,-4.918004,-7.416854,-2.498850
18,Tm4,0.588352,0.000000,1.973169,2.725015,-8.341512,-100.000000,-50.000000,1.038544,49.486989,10.000000,253.227000,0.000000,8.041823,7.417186,2.093564,-5.323622
19,Tm9,0.500000,0.000000,1.973169,4.767020,-1.603188,-100.000000,-50.000000,0.972438,49.486989,10.000000,253.227000,0.000000,2.291787,1.626281,-1.300367,-2.926648
20,T5a,1.029279,0.000000,1.973169,0.203570,-4.940646,-100.000000,-50.000000,1.025290,49.486989,10.000000,253.227000,0.000000,-10.114255,-10.136531,-9.959234,0.177297
21,T5b,1.008703,0.000000,1.973169,8.241388,-6.210812,-100.000000,-50.000000,0.973139,49.486989,10.000000,253.227000,0.000000,192.738560,192.011907,185.656910,-6.354998
22,T5c,1.040907,0.000000,1.973169,5.018377,4.008978,-100.000000,-50.000000,1.039355,49.486989,10.000000,253.227000,0.000000,198.981471,198.059360,192.396701,-5.662659
23,T5d,1.025224,0.000000,1.973169,8.962033,1.886920,-100.000000,-50.000000,0.969534,49.486989,10.000000,253.227000,0.000000,182.527043,181.343483,176.011662,-5.331821
24,T1,0.951702,0.000000,1.973169,0.820237,0.005907,-100.000000,-50.000000,0.964907,49.486989,10.000000,253.227000,0.000000,8.974772,9.442516,7.228830,-2.213686
25,T2,0.983971,0.000000,1.973169,2.141133,-9.418932,-100.000000,-50.000000,0.981795,49.486989,10.000000,253.227000,0.000000,108.081686,109.478212,116.401250,6.923038
26,T2a,0.977058,0.000000,1.973169,2.508841,-6.311421,-100.000000,-50.000000,0.955372,49.486989,10.000000,253.227000,0.000000,211.050462,212.750862,222.549895,9.799033
27,T3,0.953687,0.000000,1.973169,2.461562,-5.602166,-100.000000,-50.000000,0.998926,49.486989,10.000000,253.227000,0.000000,269.909575,268.941038,260.655612,-8.285426
28,C2,0.974513,0.000000,1.973169,1.398537,-1.263568,-100.000000,-50.000000,1.043780,49.486989,10.000000,253.227000,0.000000,55.298654,55.968836,60.547996,4.579160
29,C3,1.035535,0.000000,1.973169,1.156620,-0.065311,-100.000000,-50.000000,0.998303,49.486989,10.000000,253.227000,0.000000,41.426651,41.676356,42.491446,0.815090
30,Lawf1,0.952602,0.000000,1.973169,1.905455,-9.784770,-100.000000,-50.000000,1.027624,49.486989,10.000000,253.227000,0.000000,95.695433,95.755243,87.619826,-8.135417
31,Lawf2,0.971711,0.000000,1.973169,5.334374,-4.583852,-100.000000,-50.000000,1.015259,49.486989,10.000000,253.227000,0.000000,-4.381862,-4.263474,-13.560788,-9.297314
32,Dm3v,1.030198,0.000000,1.973169,3.952315,-0.860791,-100.000000,-50.000000,0.997555,49.486989,10.000000,253.227000,0.000000,42.174302,42.950148,43.735111,0.784963
33,Lai,0.993801,0.000000,1.973169,5.859767,1.116145,-100.000000,-50.000000,0.986659,49.486989,10.000000,253.227000,0.000000,-277.829518,-273.125395,-301.861803,-28.736408
34,Mi10,1.046404,0.000000,1.973169,1.508036,-3.935741,-100.000000,-50.000000,1.048620,49.486989,10.000000,253.227000,0.000000,9.879467,9.865570,9.371336,-0.494234
35,Mi13,1.043460,0.000000,1.973169,0.827493,-2.286906,-100.000000,-50.000000,0.990242,49.486989,10.000000,253.227000,0.000000,15.514144,15.559470,11.156899,-4.402571
36,Mi14,0.961712,0.000000,1.973169,1.332842,-1.812789,-100.000000,-50.000000,0.961185,49.486989,10.000000,253.227000,0.000000,70.865549,70.278695,66.645874,-3.632821
37,Mi15,1.034398,0.000000,1.973169,3.223085,-1.140759,-100.000000,-50.000000,0.966036,49.486989,10.000000,253.227000,0.000000,15.493049,15.781058,17.410906,1.629849
38,Mi2,1.019340,0.000000,1.973169,5.064652,4.768340,-100.000000,-50.000000,1.006045,49.486989,10.000000,253.227000,0.000000,61.787939,61.790864,62.072970,0.282106
39,Tm16,1.014417,0.000000,1.973169,5.774891,2.722889,-100.000000,-50.000000,1.047159,49.486989,10.000000,253.227000,0.000000,-82.626444,-83.354152,-88.564955,-5.210802
40,Tm20,1.047188,0.000000,1.973169,2.745145,-2.922410,-100.000000,-50.000000,1.015613,49.486989,10.000000,253.227000,0.000000,-35.931017,-36.028883,-38.070164,-2.041281
41,Tm21,1.003458,0.000000,1.973169,1.368693,-7.090095,-100.000000,-50.000000,0.984133,49.486989,10.000000,253.227000,0.000000,132.210519,134.156088,139.070091,4.914003
42,Tm27,0.998871,0.000000,1.973169,1.102176,-4.003982,-100.000000,-50.000000,1.009071,49.486989,10.000000,253.227000,0.000000,120.606969,122.615992,135.369394,12.753403
43,Tm5a,0.962434,0.000000,1.973169,9.973806,15.511847,-100.000000,-50.000000,1.044662,49.486989,10.000000,253.227000,0.000000,3.583705,7.027040,36.827314,29.800274
44,Tm5b,0.995417,0.000000,1.973169,3.099340,-2.836172,-100.000000,-50.000000,0.950927,49.486989,10.000000,253.227000,0.000000,-71.257247,-71.383408,-73.634415,-2.251008
45,Tm5c,0.991503,0.000000,1.973169,2.895853,-2.139235,-100.000000,-50.000000,0.979744,49.486989,10.000000,253.227000,0.000000,4.522441,4.332225,3.415999,-0.916226
46,Tm5f,0.964816,0.000000,1.973169,3.878669,0.584660,-100.000000,-50.000000,1.006276,49.486989,10.000000,253.227000,0.000000,101.391487,103.536875,120.670974,17.134099
47,TmY10,0.992132,0.000000,1.973169,1.883897,-0.534754,-100.000000,-50.000000,1.038818,49.486989,10.000000,253.227000,0.000000,29.484435,30.025433,30.158524,0.133091
48,TmY11,0.980527,0.000000,1.973169,3.142756,-0.216516,-100.000000,-50.000000,1.006546,49.486989,10.000000,253.227000,0.000000,-97.898596,-99.692040,-107.773898,-8.081858
49,TmY14,0.950597,0.000000,1.973169,5.432006,-0.767376,-100.000000,-50.000000,1.036017,49.486989,10.000000,253.227000,0.000000,-50.149875,-46.805485,-24.085121,22.720365
50,TmY15,1.035958,0.000000,1.973169,2.290397,-2.554257,-100.000000,-50.000000,1.029894,49.486989,10.000000,253.227000,0.000000,222.514341,219.668894,208.660879,-11.008014
51,TmY3,1.041010,0.000000,1.973169,4.433853,-12.625829,-100.000000,-50.000000,0.999198,49.486989,10.000000,253.227000,0.000000,-50.502413,-48.680387,-44.641812,4.038575
52,TmY4,1.016079,0.000000,1.973169,8.502646,-1.011765,-100.000000,-50.000000,1.005617,49.486989,10.000000,253.227000,0.000000,347.240089,412.320842,1193.543667,781.222824
53,TmY5a,0.998697,0.000000,1.973169,0.881819,-2.942274,-100.000000,-50.000000,0.950610,49.486989,10.000000,253.227000,0.000000,60.177604,63.317339,89.178277,25.860938
54,TmY9q,0.958149,0.000000,1.973169,3.943072,-1.401374,-100.000000,-50.000000,1.008966,49.486989,10.000000,253.227000,0.000000,132.881511,132.621852,128.757570,-3.864282
55,TmY9q__perp,1.033870,0.000000,1.973169,2.595255,-2.626469,-100.000000,-50.000000,1.023819,49.486989,10.000000,253.227000,0.000000,46.699872,46.688548,45.421471,-1.267077
