idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
21,T5b,1.553204,0.113188,-50.000000,0.977261,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-3.324423
22,T5c,1.553204,2.023762,-50.000000,1.011982,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,3.254332
23,T5d,1.553204,0.574176,-50.000000,1.044805,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-10.054661
24,T1,1.553204,1.416370,-50.000000,0.971414,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-28.655868
25,T2,1.553204,0.883036,-50.000000,1.047896,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-35.800986
26,T2a,1.553204,4.013439,-50.000000,1.017199,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-0.315894
27,T3,1.553204,0.905204,-50.000000,0.983930,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-4.710703
28,C2,1.553204,0.100000,-50.000000,0.954826,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-52.552125
29,C3,1.553204,0.109336,-50.000000,0.963562,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-53.360132
30,Lawf1,1.553204,0.793160,-50.000000,0.957999,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-27.084733
31,Lawf2,1.553204,0.673553,-50.000000,1.045058,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-53.244657
32,Dm3v,1.553204,0.137694,-50.000000,0.962907,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-28.993611
33,Lai,1.553204,1.635989,-50.000000,0.998218,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-68.487053
34,Mi10,1.553204,1.539573,-50.000000,0.995410,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-59.733541
35,Mi13,1.553204,0.108927,-50.000000,0.987002,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-58.294709
36,Mi14,1.553204,0.127640,-50.000000,0.981855,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-42.275134
37,Mi15,1.553204,0.100000,-50.000000,1.026195,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-63.079765
38,Mi2,1.553204,1.679252,-50.000000,1.041606,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-26.699061
39,Tm16,1.553204,2.907253,-50.000000,1.014367,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-55.810020
40,Tm20,1.553204,0.367860,-50.000000,1.017600,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-1.315042
41,Tm21,1.553204,1.034111,-50.000000,0.971620,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-27.601878
42,Tm27,1.553204,0.850801,-50.000000,0.988928,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-35.808277
43,Tm5a,1.553204,0.100000,-50.000000,1.016253,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-55.519248
44,Tm5b,1.553204,4.018445,-50.000000,0.963498,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-52.760101
45,Tm5c,1.553204,1.733938,-50.000000,0.991983,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-15.278300
46,Tm5f,1.553204,0.160734,-50.000000,0.987233,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-31.451297
47,TmY10,1.553204,0.100000,-50.000000,0.995547,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-45.149015
48,TmY11,1.553204,1.882055,-50.000000,1.040292,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-68.159070
49,TmY14,1.553204,2.371584,-50.000000,1.001669,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-2.574597
50,TmY15,1.553204,1.501325,-50.000000,0.954052,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-10.148837
51,TmY3,1.553204,1.747361,-50.000000,1.046456,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-48.507046
52,TmY4,1.553204,0.526320,-50.000000,1.003014,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-2.489035
53,TmY5a,1.553204,0.731322,-50.000000,1.001264,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-6.203255
54,TmY9q,1.553204,0.100000,-50.000000,0.956774,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-35.846162
55,TmY9q__perp,1.553204,0.100000,-50.000000,0.956990,0.000000,0.000000,0.000000,-47.215533,-0.200000,-48.549838,-49.429543,-0.200000,-46.409321,-50.000000,-13.285715
