cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.003955,20.064177,1.049489,0.971675,0.108981,-50.000000,9.329457,194.757782,0.000000,19.998707,20.064177,22.285662,2.221485
1,R7,0.994963,18.517466,1.049489,1.033884,0.332606,-50.000000,10.990413,201.809586,0.000000,18.470173,18.517466,20.670443,2.152977
2,R8,0.998154,19.273176,1.049489,1.011279,-0.136697,-50.000000,9.189600,203.050308,0.000000,19.211163,19.273176,21.418058,2.144882
3,L1,0.962421,-12.833409,1.049489,1.010947,0.093344,-50.000000,10.603483,202.208771,-0.011384,-12.720601,-12.833409,-13.392012,-0.558602
4,L2,1.018404,-22.917686,1.049489,0.961777,-0.369413,-50.000000,9.706676,197.148605,-0.044517,-22.753004,-22.917686,-23.578577,-0.660891
5,L3,1.033943,-8.116337,1.049489,1.011940,0.013009,-50.000000,9.352664,208.427536,0.000000,-8.054074,-8.116337,-8.401786,-0.285449
6,L4,0.969166,0.493069,1.049489,0.965875,0.278975,-50.000000,9.620358,202.732864,0.032867,0.504040,0.493069,0.471348,-0.021721
7,L5,1.005883,-2.346090,1.049489,1.017610,-0.311808,-50.000000,9.859015,209.375366,-0.013608,-2.346080,-2.346090,-2.324384,0.021705
8,Mi1,0.967627,-3.869810,1.049489,0.987759,-0.366887,-50.000000,10.158624,199.684616,0.000000,-3.907038,-3.869810,-3.794683,0.075127
9,Tm3,1.007338,2.597711,1.049489,0.989645,0.080099,-50.000000,10.963415,200.976212,0.000000,2.553413,2.597711,2.688843,0.091133
10,Mi4,0.993553,1.242379,1.049489,1.044833,-0.218175,-50.000000,10.951368,194.829926,0.000000,1.247783,1.242379,1.190637,-0.051742
11,Mi9,1.008487,2.778276,1.049489,0.976832,0.363717,-50.000000,9.866183,192.825577,0.000000,2.797042,2.778276,2.729656,-0.048620
12,T4a,0.954755,1.988587,1.049489,1.020566,-0.412069,-50.000000,9.476642,202.775177,0.000000,1.978007,1.988587,2.001771,0.013185
13,T4b,1.001560,2.088037,1.049489,0.958335,0.091308,-50.000000,10.209994,199.993408,0.000000,2.079272,2.088037,2.100127,0.012089
14,T4c,0.981759,2.909589,1.049489,0.996293,0.461926,-50.000000,10.876904,200.685699,0.000000,2.899497,2.909589,2.923325,0.013736
15,T4d,0.995064,2.515954,1.049489,1.019533,0.489815,-50.000000,9.102130,205.106537,0.000000,2.506637,2.515954,2.526653,0.010700
16,Tm1,1.038087,2.613693,1.049489,0.960682,-0.444102,-50.000000,10.301311,200.036011,0.000000,2.732351,2.613693,2.379166,-0.234526
17,Tm2,0.953682,5.036758,1.049489,0.954279,0.249234,-50.000000,10.983594,196.860229,0.000000,5.111221,5.036758,4.867674,-0.169084
18,Tm4,0.985708,1.794144,1.049489,1.046183,-0.196525,-50.000000,10.154305,203.837021,0.000000,1.851607,1.794144,1.679443,-0.114702
19,Tm9,0.979709,0.373549,1.049489,0.989993,0.025571,-50.000000,9.993867,200.014175,0.000000,0.380532,0.373549,0.359412,-0.014137
20,T5a,1.044943,4.471495,1.049489,0.958217,0.008892,-50.000000,10.085523,191.462936,0.000000,4.466226,4.471495,4.462766,-0.008729
21,T5b,0.989084,3.753589,1.049489,1.020924,-0.134755,-50.000000,9.313043,193.265213,0.000000,3.748177,3.753589,3.746598,-0.006991
22,T5c,0.970000,4.164827,1.049489,1.001712,-0.085542,-50.000000,10.988195,207.039398,0.000000,4.159507,4.164827,4.157811,-0.007017
23,T5d,1.027086,3.927633,1.049489,1.036215,0.171012,-50.000000,9.106670,199.696457,0.000000,3.923942,3.927633,3.918684,-0.008949
24,T1,0.988997,-1.132881,1.049489,0.984599,0.496961,-50.000000,10.241948,194.270905,0.000000,-1.044014,-1.132881,-1.307012,-0.174130
25,T2,0.964634,7.526630,1.049489,0.959838,-0.197129,-50.000000,10.531222,204.685928,0.000000,7.505816,7.526630,7.534057,0.007426
26,T2a,0.991601,5.357792,1.049489,1.017321,-0.478874,-50.000000,9.539617,192.385483,0.000000,5.350662,5.357792,5.349987,-0.007805
27,T3,0.980680,7.889853,1.049489,1.016633,-0.308535,-50.000000,10.655783,205.111954,0.000000,7.874718,7.889853,7.889151,-0.000701
28,C2,1.007291,0.442873,1.049489,1.002983,-0.218365,-50.000000,10.199137,202.366364,0.000000,0.421278,0.442873,0.488282,0.045409
29,C3,0.970582,-0.789436,1.049489,0.980559,-0.125010,-50.000000,9.078465,201.726212,0.000000,-0.823340,-0.789436,-0.715569,0.073867
30,Lawf1,0.977575,7.123727,1.049489,0.951800,-0.481481,-50.000000,10.357944,191.221863,0.000000,7.107452,7.123727,7.133203,0.009476
31,Lawf2,0.976862,1.415522,1.049489,0.968272,-0.186079,-50.000000,10.291325,205.492706,0.000000,1.414346,1.415522,1.410032,-0.005490
