cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
32,Dm3v,1.004019,2.762522,1.049489,1.012925,-0.081100,-50.000000,10.307649,191.380722,0.000000,2.763770,2.762522,2.748372,-0.014149
33,Lai,1.019508,-22.641125,1.049489,0.959541,-0.403494,-50.000000,9.526638,198.293518,0.000000,-22.445152,-22.641125,-23.609869,-0.968744
34,Mi10,1.016911,-2.243350,1.049489,1.007524,-0.126980,-50.000000,9.608685,197.054031,0.000000,-2.236144,-2.243350,-2.245705,-0.002355
35,Mi13,0.970953,0.163179,1.049489,1.023294,-0.045756,-50.000000,9.494698,204.840042,0.000000,0.165788,0.163179,0.159051,-0.004128
36,Mi14,1.005451,4.682007,1.049489,1.032508,-0.412023,-50.000000,10.009939,205.404785,0.000000,4.668075,4.682007,4.685876,0.003870
37,Mi15,0.981849,-1.974772,1.049489,0.954419,0.255771,-50.000000,10.197645,199.689255,0.000000,-1.961124,-1.974772,-2.031300,-0.056527
38,Mi2,0.974367,2.693213,1.049489,0.953006,0.486923,-50.000000,10.500112,193.083176,0.000000,2.690515,2.693213,2.690934,-0.002278
39,Tm16,1.025097,-5.215708,1.049489,0.982172,0.225589,-50.000000,9.208810,206.983444,0.000000,-5.196496,-5.215708,-5.221150,-0.005442
40,Tm20,1.046245,0.761896,1.049489,0.954053,0.038404,-50.000000,9.153555,202.995178,0.000000,0.786462,0.761896,0.683435,-0.078462
41,Tm21,0.988208,3.697288,1.049489,0.969936,-0.166270,-50.000000,9.887812,209.103409,0.000000,3.694546,3.697288,3.688265,-0.009024
42,Tm27,0.959677,1.733427,1.049489,1.024574,-0.171857,-50.000000,9.640172,204.206848,0.000000,1.725555,1.733427,1.743059,0.009632
43,Tm5a,0.975125,-1.475433,1.049489,1.012940,0.065178,-50.000000,9.798027,193.684753,0.000000,-1.463973,-1.475433,-1.548463,-0.073030
44,Tm5b,0.993931,-1.790711,1.049489,0.951273,0.262038,-50.000000,9.727418,192.219147,0.000000,-1.777897,-1.790711,-1.839289,-0.048578
45,Tm5c,1.047993,1.798567,1.049489,0.953462,0.345887,-50.000000,10.761883,197.366653,0.000000,1.806032,1.798567,1.742427,-0.056140
46,Tm5f,0.989144,1.369289,1.049489,1.010726,-0.336566,-50.000000,10.049887,192.392441,0.000000,1.365482,1.369289,1.368801,-0.000488
47,TmY10,0.967843,0.011615,1.049489,1.039375,0.385577,-50.000000,9.014397,202.032761,0.000000,0.016634,0.011615,0.005062,-0.006553
48,TmY11,0.973102,-10.546819,1.049489,0.988282,0.338136,-50.000000,9.378042,192.356552,0.000000,-10.512595,-10.546819,-10.552284,-0.005466
49,TmY14,1.047444,12.160415,1.049489,1.038869,0.215104,-50.000000,9.990892,200.275436,0.000000,12.132404,12.160415,12.168122,0.007708
50,TmY15,0.970048,12.498512,1.049489,1.039289,-0.378715,-50.000000,9.935188,206.107040,0.000000,12.462735,12.498512,12.513316,0.014804
51,TmY3,0.987973,5.648121,1.049489,1.019639,-0.487301,-50.000000,9.867807,199.369232,0.000000,5.639383,5.648121,5.644866,-0.003256
52,TmY4,1.028579,1.321867,1.049489,1.047368,-0.133651,-50.000000,9.867123,191.231018,0.000000,1.323811,1.321867,1.313731,-0.008137
53,TmY5a,1.035040,6.778577,1.049489,0.989345,0.196511,-50.000000,9.631100,209.339828,0.000000,6.756505,6.778577,6.788370,0.009793
54,TmY9q,0.981440,2.895855,1.049489,0.958600,-0.251840,-50.000000,10.600013,205.875732,0.000000,2.893699,2.895855,2.887557,-0.008298
55,TmY9q__perp,1.005260,3.128432,1.049489,1.023246,-0.204596,-50.000000,9.413692,206.023300,0.000000,3.125659,3.128432,3.120232,-0.008200
