,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,1.854553,,,0.100000,0.100000,0.100000,0.100000,,,,,,,,,,,,,,,,,,0.143493,,,,1.834881,1.990767,,,,1.765527,,,,,,,,,,,,,,,,,,,,,,
R7,,,1.968182,0.100000,,0.100000,,,1.126945,,0.100000,0.100000,,,,,,,,,,,,,,,,,,2.717137,0.100000,,,1.794861,1.238369,,,0.100000,0.935531,,0.100000,,0.100000,0.100000,0.100000,2.012382,0.100000,,,,,,,,,
R8,,1.831766,2.033448,0.100000,0.100000,0.100000,,0.100000,0.100000,,0.100000,0.100000,,,,,,,,,,,,,0.166446,,,,2.031981,1.625258,0.674669,0.542090,,,0.320339,,0.866390,0.676260,0.446217,,0.100000,8.315544,,,0.100000,2.096816,,0.100000,,0.100000,,,,,0.985675,
L1,1.669730,0.100000,0.169084,1.847991,2.080257,0.192495,7.493784,2.257407,0.100000,0.212772,0.100000,,,,,,0.100000,0.233068,,,,,,,0.100000,0.503967,0.100000,,1.662956,0.103116,,1.956750,,1.944278,,,,0.100000,1.871161,,,,0.100000,,,,,,,,,0.100000,,,,
L2,0.250581,,0.100002,0.100016,1.633689,1.735664,0.100000,0.100000,0.669042,5.086408,0.336622,5.183363,,,,,0.100000,0.100035,0.100000,,,,,,0.292030,0.295244,0.100000,,0.284882,1.852726,,,,0.233185,,1.787770,2.651479,,0.100000,,0.167552,,,,9.163468,,,,,,,8.648581,,,,
L3,,1.691213,0.126616,2.243394,1.951239,,,,2.804362,,0.100000,0.185458,,,,,0.144675,1.775354,0.100000,0.100000,,,,,1.899705,,,,1.744748,1.803010,0.100000,,0.314988,,0.100000,0.413782,,1.012945,0.119428,0.100000,0.169081,0.952656,0.542295,10.000000,2.408483,0.173941,10.000000,9.153858,,,,,1.022881,,0.360829,4.172309
L4,0.285322,,,1.830063,0.166245,1.651485,0.649818,0.100000,0.498782,,,0.100000,,,,,0.100000,0.133449,0.100000,0.100000,,,,,,2.995936,,,,0.270425,0.100000,0.144039,,,,0.737189,1.589532,,,,,,10.000000,,,,,,,,,4.967765,,,,
L5,,,,0.100000,1.529287,,,0.560740,3.639532,0.285633,0.701745,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,2.031057,4.470877,7.744627,,0.279389,0.552076,0.100000,0.100000,,0.290996,0.701962,2.175881,8.816626,0.147176,0.100000,,0.173977,9.861172,1.312535,,1.844451,,,,0.144265,2.091930,2.195790,10.000000,,2.214892,,
Mi1,,0.219502,0.100000,0.100000,1.638969,,,5.195926,0.245566,0.954957,0.782243,0.100000,3.702542,4.641366,4.017365,3.086258,0.100000,4.787955,0.100000,,,,,,1.663554,10.000000,10.000000,2.133747,0.240685,2.229699,0.100000,0.485395,1.593580,,0.100000,3.623218,10.000000,0.597864,0.124860,,0.236126,9.945634,9.438871,,,0.100000,,10.000000,1.043541,0.100000,0.100568,6.810740,0.188270,0.153891,10.000000,5.965273
Tm3,,,,0.100000,3.087984,,,,0.239329,0.100000,0.100000,0.100000,0.499526,2.759614,1.054323,1.066080,,,7.315900,,,0.987584,,1.027709,,7.293894,10.000000,1.562868,0.159998,2.261834,1.654936,0.497126,,,0.100000,0.307368,9.816454,,,0.100000,,,9.507874,,,,10.000000,,0.104005,1.780672,0.157349,10.000000,,0.709862,,
Mi4,,,,,0.100000,0.246876,,2.106790,1.586700,0.100000,0.100000,2.229736,1.612606,0.100000,1.082137,0.100000,1.516893,0.100000,0.100000,0.129452,,,,,1.768319,,0.100000,,1.431067,2.721095,1.944541,1.657076,1.438587,,0.100000,,0.100000,,1.723242,1.908618,1.861474,,0.100000,0.100000,1.110955,0.172483,0.100000,0.100000,1.729120,,1.810712,0.100000,0.953440,1.682513,,
Mi9,,,,,,0.250413,9.973386,,5.206951,3.372105,3.687283,,0.100000,0.224297,0.168433,0.100000,0.670075,0.100000,0.100000,7.620388,,,,,,0.100000,0.100000,3.754018,1.691462,,0.427412,1.707007,0.456479,,1.961551,,0.100000,1.683662,,1.999775,1.724912,0.336054,0.100000,0.100000,0.100000,,1.026229,,1.695540,1.034340,,0.100000,0.366032,2.108264,0.100000,
T4a,,,,,,,,,,,,0.100000,0.100000,10.000000,4.161325,7.780972,,,,,1.562346,,,,,,,,,0.562784,,,,,,0.656119,,,,,,,0.100000,,,,,,,0.201535,,,,,3.027414,0.100000
T4b,,,,,,,,,3.451885,,0.100000,0.100000,0.100000,0.100000,,5.597857,,,,,,0.100000,,,,,,,,,,,,,,1.785462,,,,,,,0.100000,,,,,,0.211037,1.086671,0.192800,,,,,
T4c,,,,,,,,,,,,1.400777,,,1.635947,,,,,,,,0.308415,0.261325,,4.206925,,,,,,,,,,,,,,,,,,,,,,,,2.011074,0.159629,,0.275818,0.104534,,
T4d,,,,,,,,,6.367523,,,,,,3.365857,0.100000,,,,,,,,1.691950,,,,,,,,,,,,,,,,,,,,,,,,,,2.870611,0.249940,,0.192413,0.100000,,
Tm1,,,,,2.400198,,,0.320106,3.402610,5.737100,0.450182,0.100000,,,2.278002,,0.100000,0.140772,0.100000,0.100000,0.131490,10.000000,2.791652,0.146351,1.862114,3.644385,7.248996,0.479807,1.694573,3.358895,,0.367815,0.362164,,0.100000,0.218487,,0.100000,0.190388,2.056844,0.212579,4.927433,0.573739,10.000000,,,0.110132,5.772127,,1.834405,,10.000000,0.272888,0.195927,0.191640,2.638048
Tm2,,,,1.962179,1.905398,,,0.347789,2.968666,0.227778,0.659893,0.100000,10.000000,,0.100000,,0.460517,,0.663261,4.082455,0.106321,10.000000,3.532701,0.267288,1.721194,3.689606,10.000000,0.133276,,0.211390,1.909302,0.807807,0.209004,,,0.100000,,,0.147920,,,6.944161,0.100000,,,,,,0.115448,0.165225,0.100000,10.000000,0.245559,1.687459,1.678897,4.304194
Tm4,,,,,0.100000,,,,6.730576,0.100000,0.100000,,,,,,6.561492,4.010049,0.148541,,0.157225,10.000000,3.915236,0.418816,1.918944,0.100000,7.147943,0.840144,0.311677,2.073059,,0.320537,,,1.227935,0.548243,3.733630,,1.770509,,,6.339004,5.797890,,,,,,0.361533,1.436108,0.164214,10.000000,,0.100000,,1.753353
Tm9,,,,,,1.734919,,,,,0.100000,0.449599,,,,,0.100000,0.100000,4.152277,0.100000,0.309611,10.000000,6.419866,0.100000,,0.100000,6.996056,,,,,,0.100000,,,,,,,,0.122881,8.752824,,,,0.628076,0.100000,,,0.100000,0.100000,,0.242180,,0.100000,0.100000
T5a,,,,,,,,,,,,,0.100000,,,,,0.100000,,,0.149238,0.391958,,,,2.954722,,,,,,,,,,,,,,,,,3.981360,,,,,,,1.227505,,,,1.840987,0.691251,2.518048
T5b,,,,,,,,,,,,,,1.011314,,,,,,,1.538286,9.521749,,,,9.964475,,,,,,,,,,,,,,,,,,,,,,,0.340078,0.100000,0.120848,,,0.100000,,
T5c,,,,,,,,,,,,,,,2.450650,,,,,,,1.015054,1.171557,0.244570,,10.000000,,,,,,,,,,,,,,,,,,,,,,,,0.100000,0.100000,,0.148718,0.100000,,
T5d,,,,,,,,,,,,,,,0.100000,2.904667,,,,,,,,0.236261,,0.445457,,,,,,,,,,,,,,,,,,,,,,,,1.383502,0.209550,,1.713522,0.100000,,
T1,0.171259,1.731543,0.162170,,0.194803,2.036770,,0.255515,,,,0.100000,,,,,0.577594,1.624504,10.000000,,,,,,,,,,,,,,,0.186026,,,,,,,0.151123,,,,,,,,,,,,0.955318,,,
T2,,,,,,,,7.141608,6.412259,0.345965,,3.971852,,,,,0.100000,0.100000,0.341031,,,,,,,9.616549,0.100000,10.000000,,,,4.791152,,,,,0.100000,,,,,10.000000,0.100000,,10.000000,0.160295,,,0.100000,0.100000,0.100000,0.909222,,3.703620,1.014868,10.000000
T2a,,,,,,,,,6.261453,0.104121,,,,,,,3.992846,,3.764342,,,,,,,10.000000,10.000000,10.000000,1.795639,,,2.074266,4.201366,,7.346455,10.000000,,,,,0.118489,7.784907,,9.965873,0.100000,,10.000000,,,2.440013,2.162629,,0.169821,0.100000,10.000000,10.000000
T3,,,,,,,,,,0.455980,,,,,,10.000000,0.100000,,,,,,,,,9.625035,0.100000,1.845122,,2.132580,,2.913022,,,,,,,0.103412,,,9.734148,,,,,10.000000,,,,,,,1.307257,,6.086133
C2,1.591952,0.228956,1.802050,0.227719,0.254488,0.233117,0.320906,0.162351,0.183169,,0.100509,,,,,,0.142248,,,0.219045,,,,,0.128587,10.000000,0.190441,0.101717,1.809207,1.814803,,,,1.718915,,,,0.100000,1.733236,0.552396,,,2.571731,,,,,,,,,,,,,
C3,1.701571,,,0.278731,0.318767,0.235180,6.866636,0.100000,10.000000,10.000000,4.089174,0.672653,0.100000,0.100000,0.100000,3.054523,0.263141,0.192537,1.419157,0.100000,,,,,0.219258,8.775342,0.197342,8.633459,1.674396,,,,,1.741296,,0.100000,,1.123762,2.172354,,1.841816,0.100000,0.262610,,,,,,,1.758511,,,,,,
Lawf1,0.301088,,,0.100000,0.100000,1.515113,,2.199438,,0.100000,,0.100000,,,,,,,,,,,,,1.923371,,,,,,0.546866,,,0.100000,,,,,,,,,,,,,,,,,,,,,,
Lawf2,0.279373,,,1.988883,1.995799,0.100000,,3.703147,,,,,,,,,0.100000,0.100000,,0.100000,,,,,1.825516,,,,0.299550,0.793598,1.684240,,,0.188784,,0.382185,3.736820,,,,,,,,,,,,,1.676839,,,,0.435085,,
Dm3v,,,,,,,,,,,1.742682,7.636212,,,,,0.652090,3.887131,,,,,,,,,10.000000,,,,,,0.268228,,,,,,,,1.832049,0.642096,,,,,9.747306,,,,,,1.743435,0.100000,0.100000,0.100000
Lai,1.713630,,,0.210519,0.242466,0.120082,,1.033342,,,,,,,,,,,,,,,,,0.151033,,,,,1.837545,,,,1.451195,,,,,,,,,,,,,,,,,,,,,,
