,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,5.000000,,,3.609810,0.500000,0.865629,0.970572,,,,,5.000000,,,,,,,,,,,,,,,,,,,1.005328,2.246763,,
R7,,,4.451905,5.000000,,3.380479,,,0.954096,3.466844,0.500000,,,,,,,,,,,,,,,0.500000,,,,,,1.012648,4.838531,
R8,,5.000000,0.500000,5.000000,0.500000,0.777151,,1.043930,2.472555,5.000000,2.444131,0.928379,,,,,,,,,,,,,,0.500000,0.500000,,,,1.012651,0.970294,0.500000,0.971872
L1,0.500000,0.500000,5.000000,5.000000,0.586588,0.500000,1.035644,0.903414,0.790819,5.000000,,0.526879,5.000000,0.980973,,,,,,,,,,5.000000,0.500000,,,2.903345,,,0.500000,0.500000,,0.974911
L2,1.869893,,0.971664,1.875841,1.020216,0.500000,1.047309,1.040125,1.002281,1.021463,1.000704,0.500000,0.952491,1.003301,,,,,,,,,,0.500000,0.531434,0.987168,,0.979321,1.023853,,0.991735,1.550770,,
L3,,0.500000,5.000000,5.000000,0.959604,,,,0.500000,0.500000,0.500000,5.000000,,,,,,,,,,,,0.500000,1.019613,3.080748,1.013850,,0.965664,5.000000,0.970191,5.000000,5.000000,
L4,0.960014,,,1.001119,0.967717,0.950469,1.031297,0.961370,0.951777,,1.043643,,0.950435,,,,,,,,,,,0.972340,0.994212,,,,1.030313,0.980464,,1.000583,0.964843,0.989228
L5,,,,0.933873,1.049516,,,1.015974,1.008454,0.964738,0.993330,0.963380,1.026945,0.965805,,,,,,,,,,0.971794,0.992191,0.973710,1.049002,1.039399,0.963600,,1.026892,1.027156,1.000328,0.999685
Mi1,,1.033043,1.020803,1.512154,0.960889,,,0.993783,0.955262,1.047182,0.955939,0.996576,1.420061,1.040443,1.110394,1.035778,0.950657,1.023682,0.962972,,,,,1.342966,1.032626,0.950847,1.040343,0.500000,0.974013,,0.982562,1.013863,1.048814,0.954937
Mi4,,,,,1.006044,0.500000,,0.971183,0.962906,5.000000,3.096747,0.500000,,0.500000,,1.342213,5.000000,1.022091,0.980838,,,,,0.500000,0.500000,0.500000,,5.000000,0.500000,5.000000,0.993581,1.003370,5.000000,5.000000
Mi9,,,,,,1.043529,1.038712,,1.000250,1.419095,,,0.957045,1.028375,0.965689,1.008709,0.902920,1.028866,1.035660,,,,,5.000000,5.000000,1.018556,1.157245,0.981735,5.000000,1.031909,1.000953,,0.500000,1.037396
T1,0.500000,0.500000,5.000000,,0.500000,4.995141,,1.001046,,,0.500000,,,,,,,,,,,,,5.000000,5.000000,5.000000,,,5.000000,,,,,
T2,,,,,,,,1.047507,0.500000,,0.500000,,5.000000,0.960546,5.000000,,,,,,,,,5.000000,5.000000,,5.000000,5.000000,5.000000,,,,,5.000000
T2a,,,,,,,,,0.500000,,,,0.969027,5.000000,4.859101,,,,,,,,,5.000000,,5.000000,1.032369,5.000000,3.275811,,0.500000,,,5.000000
T3,,,,,,,,,,,,,5.000000,0.975093,1.028545,,,,1.007749,,,,,5.000000,,,5.000000,5.000000,,,,0.500000,,5.000000
T4a,,,,,,,,,,,1.762405,,,,,0.940965,1.045323,0.985748,0.985107,0.961586,,,,,,,,,,,,0.500000,,
T4b,,,,,,,,,1.045969,0.500000,0.500000,,,,,1.043835,0.500000,,1.030143,,5.000000,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.669303,,1.042863,,,,,1.024471,,,,1.038747,0.984581,,,,,,,,,,,
T4d,,,,,,,,,1.041682,,,,,,,,,1.023822,0.960617,,,,0.998649,,,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.967244,,,,4.874361,1.047889,,,,5.000000,,,,,,,,,
T5b,,,,,,,,,,,,,5.000000,,,,1.014945,,,1.007147,5.000000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,5.000000,,,,,1.008863,,,1.014274,5.000000,0.999999,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.996607,,,,,0.998305,0.989711,,,,1.010903,,,,,,,,,,,
Tm1,,,,,0.500000,,,0.500000,0.500000,2.795410,5.000000,0.500000,5.000000,5.000000,5.000000,,,1.014296,,5.000000,5.000000,5.000000,1.017978,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,2.972581,0.500000,0.500000,,5.000000
Tm2,,,,0.950466,0.500000,,,0.500000,1.031754,3.397197,0.500000,3.891530,5.000000,5.000000,5.000000,1.003366,,1.005898,,5.000000,5.000000,5.000000,1.042569,5.000000,,,5.000000,5.000000,5.000000,2.711258,,0.500000,2.618173,0.957256
Tm20,,,,,,,,,,0.952628,1.780577,0.500000,1.045009,5.000000,,,,,,,,,,5.000000,5.000000,5.000000,0.975182,,,5.000000,,0.500000,,
Tm21,,,,,,,,,0.999180,,,,5.000000,0.991000,,,,,,,,,,5.000000,,,5.000000,,,,,,,
Tm3,,,,0.500000,1.027921,,,,1.034812,1.114228,0.500000,,5.000000,5.000000,5.000000,1.584137,4.004223,0.500000,1.030301,,1.003487,,1.023351,,,,,5.000000,5.000000,,0.967055,0.971069,5.000000,5.000000
Tm4,,,,,0.991155,,,,1.027757,1.208473,,0.956362,5.000000,5.000000,5.000000,,,,,5.000000,5.000000,5.000000,0.959636,5.000000,5.000000,,5.000000,5.000000,5.000000,,0.500000,0.500000,,5.000000
Tm9,,,,,,5.000000,,,,0.500000,0.500000,,4.691131,4.769745,,,,,,5.000000,5.000000,5.000000,1.042309,5.000000,5.000000,5.000000,5.000000,,0.500000,0.987152,,,,
C2,1.025924,1.006107,0.979514,0.538979,0.979010,0.500000,1.048355,1.011377,0.999787,1.021289,,0.963696,0.962688,1.036468,0.978939,,,,,,,,,1.256103,,,,,,0.965797,1.045013,0.959876,,
C3,2.323523,,,0.500000,0.500000,0.500000,0.990246,0.980776,1.048395,0.994588,1.023059,5.000000,0.500000,1.037974,1.749534,1.052368,0.981651,1.010241,0.987653,,,,,0.500000,0.960848,0.500000,0.995597,0.956094,0.500000,0.500000,1.023281,,,
Lawf1,0.500000,,,5.000000,1.040058,5.000000,,0.967158,,,1.010134,1.269063,,,,,,,,,,,,,,,,5.000000,,,,,5.000000,
Lawf2,0.500000,,,0.983276,0.960020,3.350873,,0.950157,,,,4.098807,,,,,,,,,,,,5.000000,0.500000,,,,,1.002247,0.500000,0.500000,5.000000,
