idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.805037,1.939846,-30.000000,1.046685,0.000000,12.458064,202.848137,0.000000,0.000000,20.125161,20.139763
1,R7,1.805037,4.268162,-31.210404,0.994978,0.000000,12.619348,199.927405,0.000000,0.000000,4.144395,4.321898
2,R8,1.805037,3.910316,-30.000000,0.999424,0.000000,29.431207,195.205795,0.000000,0.000000,5.729774,5.394338
3,L1,1.805037,2.638080,-40.222420,1.203493,0.000000,19.279540,185.882351,0.000000,0.600000,-20.235695,-20.743906
4,L2,1.805037,4.139333,-47.689526,1.281598,0.000000,10.000000,185.295811,0.000000,0.600000,-26.147290,-26.633409
5,L3,1.805037,3.258737,-48.319631,7.045332,0.000000,16.628208,207.593196,0.000000,0.000000,-19.480107,-18.840906
6,L4,1.805037,0.228483,-51.821891,0.356206,0.000000,10.000000,189.950480,0.000000,1.000000,0.000000,-0.086481
7,L5,1.805037,1.537166,-45.170575,1.372227,0.000000,20.545878,193.883379,0.000000,1.000000,0.000000,-1.932183
8,Mi1,1.805037,2.584577,-40.485756,0.589834,0.000000,25.121952,203.447829,0.000000,0.000000,-15.589081,-15.483603
9,Tm3,1.805037,2.004579,-46.097721,0.237127,0.000000,10.189561,203.894881,0.000000,0.000000,-15.500075,-14.510980
10,Mi4,1.805037,1.748419,-55.313401,0.196095,0.000000,29.985963,191.773147,0.000000,0.000000,-2.312553,-3.705646
11,Mi9,1.805037,3.140805,-40.995033,0.284944,0.000000,29.788919,192.229375,0.000000,0.000000,11.791398,13.517450
12,T4a,1.805037,1.093778,-46.009778,1.048526,0.000000,56.515232,190.553721,0.000000,0.000000,16.459494,18.169659
13,T4b,1.805037,3.828500,-47.545587,0.975524,0.000000,60.755248,206.791068,0.000000,0.000000,30.410621,33.107827
14,T4c,1.805037,0.100000,-47.228325,0.957754,0.000000,42.906103,192.385438,0.000000,0.000000,12.211302,13.399260
15,T4d,1.805037,0.100000,-48.488309,1.027531,0.000000,43.006971,193.873192,0.000000,0.000000,4.950724,5.439292
16,Tm1,1.805037,1.379989,-44.767106,0.919440,0.000000,12.024361,199.992535,0.000000,0.000000,15.564591,11.231890
17,Tm2,1.805037,3.295867,-50.274545,0.275449,0.000000,10.000000,209.978872,0.000000,0.000000,-13.963293,-15.360334
18,Tm4,1.805037,2.367650,-49.685830,0.236038,0.000000,10.000000,204.978170,0.000000,0.000000,-13.102318,-14.669838
19,Tm9,1.805037,3.599697,-53.596666,0.289733,0.000000,20.110260,196.033299,0.000000,0.000000,8.680718,8.932938
20,T5a,1.805037,1.668260,-49.458336,1.037164,0.000000,32.416733,193.874692,0.000000,0.000000,-2.600338,-5.228223
21,T5b,1.805037,8.735047,-58.791098,1.039585,0.000000,48.330312,203.624101,0.000000,0.000000,157.697704,154.365686
22,T5c,1.805037,2.476250,-48.865048,1.046438,0.000000,28.082383,205.783869,0.000000,0.000000,82.573281,78.930658
23,T5d,1.805037,0.100000,-48.172586,1.041022,0.000000,33.779356,204.691528,0.000000,0.000000,0.677189,-0.490241
24,T1,1.805037,5.994665,-52.920115,0.992603,0.000000,60.553321,192.349552,0.000000,0.000000,-42.862927,-43.054333
25,T2,1.805037,1.914404,-44.699520,0.964345,0.000000,30.915084,201.871556,0.000000,0.000000,133.068279,130.496079
26,T2a,1.805037,4.720548,-50.166187,0.975395,0.000000,44.711792,207.334096,0.000000,0.000000,34.574793,36.847035
27,T3,1.805037,0.262794,-52.376222,1.003058,0.000000,49.420307,191.115721,0.000000,0.000000,33.726567,31.484122
28,C2,1.805037,0.585012,-51.579865,0.971755,0.000000,49.152838,191.846260,0.000000,0.000000,-0.151814,-0.101000
29,C3,1.805037,1.721172,-48.461006,1.016955,0.000000,27.102337,195.138374,0.000000,0.000000,17.592552,17.478712
30,Lawf1,1.805037,0.632944,-46.708278,1.040210,0.000000,55.205082,200.035488,0.000000,0.000000,104.223300,123.593916
31,Lawf2,1.805037,1.723089,-50.184037,1.010922,0.000000,32.465269,204.364848,0.000000,0.000000,1.362039,4.380510
32,Dm3v,1.805037,1.613302,-46.507431,0.958786,0.000000,14.459473,201.587039,0.000000,0.000000,53.437636,50.453626
33,Lai,1.805037,0.987074,-50.422898,1.048254,0.000000,30.339556,196.548371,0.000000,0.000000,-15.974753,-13.168332
34,Mi10,1.805037,2.482822,-45.049573,0.962498,0.000000,51.882266,207.622417,0.000000,0.000000,63.759698,74.135758
35,Mi13,1.805037,2.234148,-45.667633,0.964775,0.000000,42.697977,204.654678,0.000000,0.000000,-15.443852,-6.323816
36,Mi14,1.805037,1.703003,-47.301662,1.030645,0.000000,30.226936,195.306489,0.000000,0.000000,55.106133,53.040035
37,Mi15,1.805037,4.025401,-51.597400,0.972682,0.000000,47.771571,198.883997,0.000000,0.000000,-28.178484,-28.409348
38,Mi2,1.805037,0.944490,-48.180564,0.963697,0.000000,51.744582,209.630929,0.000000,0.000000,18.229420,17.591652
39,Tm16,1.805037,2.565162,-49.159847,0.950275,0.000000,73.294413,201.054125,0.000000,0.000000,-13.285638,-13.828982
40,Tm20,1.805037,2.821686,-50.192093,0.977628,0.000000,19.414504,191.500756,0.000000,0.000000,-20.578330,-20.356192
41,Tm21,1.805037,4.442450,-48.255658,0.980253,0.000000,32.794551,194.641401,0.000000,0.000000,10.283347,9.288487
42,Tm27,1.805037,3.978534,-44.978940,1.032992,0.000000,56.861321,206.393802,0.000000,0.000000,50.450270,53.611324
43,Tm5a,1.805037,6.220986,-56.015230,0.988997,0.000000,20.015623,195.519083,0.000000,0.000000,52.517655,57.925911
44,Tm5b,1.805037,3.508725,-48.733590,1.014108,0.000000,32.302926,194.658140,0.000000,0.000000,46.402140,51.873642
45,Tm5c,1.805037,3.200033,-45.907934,0.952490,0.000000,69.562382,204.721507,0.000000,0.000000,20.189757,20.617218
46,Tm5f,1.805037,4.462247,-51.647449,1.048970,0.000000,15.528819,200.723563,0.000000,0.000000,80.485391,86.072517
47,TmY10,1.805037,2.732880,-49.713021,1.044937,0.000000,10.000000,192.573118,0.000000,0.000000,22.815279,23.353243
48,TmY11,1.805037,3.397710,-47.325925,0.971940,0.000000,40.857619,191.980997,0.000000,0.000000,128.352547,137.675288
49,TmY14,1.805037,6.176970,-51.380231,0.961686,0.000000,40.869346,195.175409,0.000000,0.000000,-6.506807,-25.335713
50,TmY15,1.805037,2.796647,-46.688273,1.020225,0.000000,49.333099,198.746559,0.000000,0.000000,123.297478,134.422794
51,TmY3,1.805037,4.450346,-49.506496,1.028931,0.000000,55.651346,201.683437,0.000000,0.000000,134.276701,129.510927
52,TmY4,1.805037,7.980019,-48.473257,0.982949,0.000000,33.112144,198.369860,0.000000,0.000000,35.443676,31.337738
