cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,0.952953,19.380630,1.008891,0.998161,-0.107394,-25.000000,9.038935,193.567001,200.651855,0.025598,19.280411,19.380630,19.380205,-0.000425
1,R7,0.969032,19.258965,1.008891,0.963190,0.326572,-25.000000,9.060520,205.476837,207.215714,-0.001262,19.175234,19.258965,19.258989,0.000025
2,R8,0.971451,19.703548,1.008891,0.963785,-0.455081,-25.000000,9.051275,203.844589,203.415863,-0.025794,19.604107,19.703548,19.704048,0.000500
3,L1,0.981182,-3.700927,1.008891,0.997070,0.055095,-25.000000,9.745434,190.669312,202.411255,0.527905,-3.621288,-3.700927,-3.696868,0.004059
4,L2,1.046573,-7.023312,1.008891,1.047700,-0.422054,-25.000000,10.363594,204.762634,202.524048,0.494193,-6.913865,-7.023312,-7.018084,0.005229
5,L3,0.985247,-5.097187,1.008891,1.022473,0.282407,-25.000000,9.653841,192.135651,209.813324,0.004242,-5.004556,-5.097187,-5.097107,0.000080
6,L4,0.996057,-0.095306,1.008891,1.030470,-0.210553,-25.000000,10.064712,202.464691,197.110306,0.499149,-0.091343,-0.095306,-0.095027,0.000279
7,L5,1.040392,-0.785789,1.008891,0.973993,-0.339379,-25.000000,9.772064,206.797409,202.374329,0.544474,-0.784931,-0.785789,-0.785700,0.000089
8,Mi1,0.966250,-2.106574,1.008891,1.014102,-0.125201,-25.000000,10.572265,208.991806,192.185425,0.049109,-2.119610,-2.106574,-2.107219,-0.000645
9,Tm3,1.012985,0.674914,1.008891,1.014946,-0.344443,-25.000000,9.567078,194.589752,202.706436,-0.003842,0.647163,0.674914,0.674523,-0.000391
10,Mi4,1.002598,0.199610,1.008891,0.962554,-0.316560,-25.000000,199.490707,204.619354,208.688950,-0.021619,0.209969,0.199610,0.196460,-0.003149
11,Mi9,1.041245,1.356013,1.008891,1.040802,0.223331,-25.000000,9.989713,206.987640,194.695938,0.022812,1.385023,1.356013,1.356331,0.000318
12,T4a,1.000000,1.317279,1.008891,1.024765,0.153460,-25.000000,9.622338,196.830734,201.881714,0.044255,1.311259,1.317279,1.317239,-0.000040
13,T4b,1.000000,0.869868,1.008891,1.038070,-0.192129,-25.000000,9.783612,198.271408,202.326782,-0.002480,0.864113,0.869868,0.869848,-0.000019
14,T4c,1.000000,1.621245,1.008891,0.957332,0.378668,-25.000000,10.658293,199.426605,190.332504,-0.023486,1.614626,1.621245,1.621220,-0.000025
15,T4d,1.000000,1.320745,1.008891,1.038372,0.290354,-25.000000,10.590488,193.717392,204.966599,0.028819,1.315236,1.320745,1.320712,-0.000034
16,Tm1,0.954445,2.214105,1.008891,1.018198,-0.416050,-25.000000,9.112225,206.451828,190.825638,0.019040,2.292722,2.214105,2.215514,0.001410
17,Tm2,0.991720,3.263551,1.008891,0.953384,-0.067373,-25.000000,9.421527,191.338531,194.880737,-0.043176,3.316097,3.263551,3.264423,0.000872
18,Tm4,0.973369,1.116095,1.008891,0.953119,-0.277599,-25.000000,9.403053,191.762466,209.553177,0.002711,1.152374,1.116095,1.116705,0.000610
19,Tm9,1.038751,0.277751,1.008891,1.011738,0.102772,-25.000000,10.007852,202.278549,199.214996,-0.011652,0.287726,0.277751,0.277825,0.000075
20,T5a,1.042834,2.344854,1.008891,1.032046,0.195279,-25.000000,9.304540,209.428146,206.978989,0.032035,2.339165,2.344854,2.344943,0.000089
21,T5b,1.044213,2.227707,1.008891,0.988576,0.322791,-25.000000,9.015351,207.502609,198.048615,0.041157,2.222286,2.227707,2.227785,0.000078
22,T5c,0.952996,2.319235,1.008891,0.981438,0.128261,-25.000000,9.994352,204.078705,206.672073,-0.023155,2.313023,2.319235,2.319275,0.000040
23,T5d,1.011633,1.840943,1.008891,0.960381,0.057196,-25.000000,9.719101,195.647400,191.148071,0.044644,1.836861,1.840943,1.841026,0.000083
