idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,0.841865,13.565068,0.973891,-0.275881,29.833158,10000.000000,0.000000,1.000000
1,R7,1.000000,8.556967,-17.284946,1.044425,0.185125,27.014192,9979.975699,0.000000,1.000000
2,R8,1.000000,1.936710,3.025135,0.973715,-0.109467,39.768942,9998.082920,0.000000,1.000000
3,L1,1.000000,2.608893,1.418971,0.794597,-0.049432,31.754810,214.244010,0.000000,2.469753
4,L2,1.000000,2.046838,0.867028,0.370883,0.083480,32.027673,225.470846,0.000000,2.198286
5,L3,1.000000,2.330215,-1.443841,0.939088,-1.263483,31.207012,9988.306320,0.000000,1.000000
6,L4,1.000000,3.639692,0.573846,0.325592,0.295972,62.818373,216.425447,0.000000,10.000000
7,L5,1.000000,3.344541,0.936790,1.326719,-1.987120,41.783385,197.259316,0.000000,3.385437
8,Mi1,1.000000,5.581243,-4.170939,1.416647,-1.876665,58.811287,10000.000000,0.000000,1.000000
9,Mi4,1.000000,9.660660,0.385881,2.117676,1.197273,47.822991,9988.073923,0.000000,1.000000
10,Mi9,1.000000,5.539502,0.984121,2.299837,-0.897404,36.423017,10000.000000,0.000000,1.000000
11,T1,1.000000,3.640057,3.747171,0.956765,0.490966,52.413615,9995.788203,0.000000,1.000000
12,T2,1.000000,10.000000,-5.263355,0.984445,-0.152641,52.954718,9999.683149,0.000000,1.000000
13,T2a,1.000000,7.587494,-1.290278,1.042390,0.492143,42.593905,9997.710064,0.000000,1.000000
14,T3,1.000000,1.787368,0.748772,0.988763,0.468327,50.969693,9993.564315,0.000000,1.000000
15,T4a,1.000000,8.702213,0.438649,1.025619,-0.037910,36.727620,10000.000000,0.000000,1.000000
16,T4b,1.000000,0.920022,-1.528918,1.035274,-0.411803,52.427740,9996.625585,0.000000,1.000000
17,T4c,1.000000,2.849939,0.505088,0.984372,-0.312905,43.973871,10000.000000,0.000000,1.000000
18,T4d,1.000000,0.197886,-0.676583,1.015791,-0.267232,47.669678,9999.232369,0.000000,1.000000
19,T5a,1.000000,0.526088,-0.618538,1.044086,0.208692,50.328700,9996.103042,0.000000,1.000000
20,T5b,1.000000,0.100000,-1.413383,0.960488,0.448144,51.910148,10000.000000,0.000000,1.000000
21,T5c,1.000000,0.944806,-0.623489,0.976840,-0.209145,51.076160,9991.696803,0.000000,1.000000
22,T5d,1.000000,10.000000,5.798993,0.955500,0.353660,54.832864,10000.000000,0.000000,1.000000
23,Tm1,1.000000,3.367472,0.378709,0.493182,0.773793,39.808074,10000.000000,0.000000,1.000000
24,Tm2,1.000000,3.703736,-1.468833,0.488092,0.659345,28.983662,10000.000000,0.000000,1.000000
25,Tm20,1.000000,0.132387,-2.610697,0.950968,-0.485320,50.223376,9991.163830,0.000000,1.000000
26,Tm21,1.000000,9.969993,0.308348,1.011723,0.037137,43.273683,9997.778325,0.000000,1.000000
27,Tm3,1.000000,5.019028,0.325631,0.195152,-1.683960,26.790621,10000.000000,0.000000,1.000000
28,Tm4,1.000000,7.391705,-3.759649,0.133887,0.614470,24.894299,10000.000000,0.000000,1.000000
29,Tm9,1.000000,2.637979,1.540056,0.940049,0.605056,74.144456,9976.400399,0.000000,1.000000
30,C2,1.000000,4.009745,13.588902,1.003507,0.338208,62.533245,10000.000000,0.000000,1.000000
31,C3,1.000000,5.407028,-0.089237,1.026833,0.491982,54.357001,10000.000000,0.000000,1.000000
32,Lawf1,1.000000,2.727316,1.643573,0.962674,0.031572,58.965943,9997.512746,0.000000,1.000000
33,Lawf2,1.000000,5.681989,5.580235,1.049548,0.125796,50.878260,10000.000000,0.000000,1.000000
