,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,9.878985,6.667273,,0.100000,1.413436,,,7.942843,0.243031,0.100000,0.100000,1.294983,0.100000,1.675821,,,,,4.412845,6.314899,0.958036,9.781468,0.100000,5.112599,0.100000,0.100000,,0.100000,2.381426
T1,0.100000,8.579281,1.258422,,0.118644,0.271671,,9.934494,,,0.100000,,,,,,,,,,,,,1.107012,0.613770,0.639369,,,0.784691,,,,,
T2,,,,,,,,2.473970,10.000000,,2.129496,,0.100000,0.997284,0.100000,,,,,,,,,3.450442,0.100000,,3.658015,0.986604,0.100000,,,,,4.762705
T2a,,,,,,,,,2.941892,,,,0.980432,3.570255,0.100000,,,,,,,,,8.842984,,0.100000,0.984425,10.000000,1.033027,,0.100000,,,4.194581
T3,,,,,,,,,,,,,5.987369,1.040925,0.954847,,,,0.969444,,,,,0.100000,,,0.668843,2.115732,,,,0.100000,,3.433452
T4a,,,,,,,,,,,10.000000,,,,,2.200379,1.033828,1.035550,0.990592,0.960038,,,,,,,,,,,,0.100000,,
T4b,,,,,,,,,1.021185,0.967349,0.949339,,,,,1.021214,1.018289,,0.964145,,1.019154,,,,,,,,,,,,,
T4c,,,,,,,,,,,2.699301,,0.982293,,,,,8.229437,,,,0.986531,0.994998,,,,,,,,,,,
T4d,,,,,,,,,0.223766,,,,,,,,,0.968977,0.570210,,,,1.029415,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.987629,,,0.982351,,,,0.987721,1.035134,,,,0.535840,,,,,,,,,
T5b,,,,,,,,,,,,,0.100000,,,,0.980396,,,0.956967,0.154332,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.046919,,,,,0.979752,,,1.017512,0.965303,1.037120,,,,,,,,,,,
T5d,,,,,,,,,,,,,10.000000,,,,,0.100000,0.979026,,,,0.909943,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,1.052824,10.000000,0.100000,5.167483,0.100000,5.742440,0.100000,,,1.028828,,0.768824,0.100000,1.016329,8.851257,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.100000,,0.100000
Tm2,,,,7.167195,0.100000,,,5.855147,10.000000,1.435799,6.450381,0.100000,2.185239,4.834840,10.000000,0.954494,,0.100000,,0.848669,0.100000,0.987321,10.000000,0.100000,,,0.100000,7.926849,0.100000,0.100000,,0.445023,0.238792,0.622443
Tm20,,,,,,,,,,1.042690,0.456596,1.013283,1.042944,0.996454,,,,,,,,,,0.969787,1.005273,1.004007,0.986888,,,0.903240,,0.676770,,
Tm21,,,,,,,,,9.974199,,,,4.831807,0.980211,,,,,,,,,,2.312156,,,4.788436,,,,,,,
Tm3,,,,4.608421,7.425791,,,,6.099427,0.100000,0.702605,,2.713058,0.100000,4.513225,5.711138,1.039059,9.130199,0.960000,,1.018863,,0.960672,,,,,0.100000,0.355896,,0.100000,0.721098,6.420773,8.135740
Tm4,,,,,6.269381,,,,10.000000,0.100000,,8.813220,1.014473,7.686942,3.861313,,,,,0.752056,3.871514,0.990308,1.901513,0.100000,10.000000,,0.148259,0.381927,10.000000,,0.100000,0.266212,,6.767050
Tm9,,,,,,0.953704,,,,0.100000,1.150890,,0.551152,0.100000,,,,,,0.660281,0.313680,0.955682,4.368705,0.100000,0.100000,1.038162,0.100000,,8.443947,2.616540,,,,
C2,7.244862,0.100000,5.809926,1.513176,10.000000,0.100000,10.000000,0.100000,0.100000,0.129054,,0.100000,0.100000,0.981501,0.100000,,,,,,,,,0.335078,,,,,,0.100000,7.055118,0.728096,,
C3,1.829996,,,10.000000,1.533520,0.443426,0.100000,7.379251,9.286443,7.252766,0.100000,2.079292,9.463657,1.032386,7.917411,0.100000,1.026780,0.465580,1.030684,,,,,2.845636,4.788737,0.984302,2.834943,0.100000,5.548891,6.116860,0.100000,,,
Lawf1,0.124018,,,0.100000,0.100000,3.207440,,7.941263,,,10.000000,0.100000,,,,,,,,,,,,,,,,2.369762,,,,,0.119330,
Lawf2,2.481804,,,0.100000,0.100000,1.497431,,7.122528,,,,10.000000,,,,,,,,,,,,0.100000,0.100000,,,,,0.100000,1.385980,0.100000,2.517869,
