panel,cell,time_s,amplitude
4B,Mi4,0.3696098562628336,0.9048991354466859
4B,Mi4,0.3726899383983573,0.899135446685879
4B,Mi4,0.375770020533881,0.8919308357348703
4B,Mi4,0.37885010266940466,0.8861671469740634
4B,Mi4,0.38193018480492813,0.8804034582132565
4B,Mi4,0.3850102669404518,0.8731988472622478
4B,Mi4,0.3880903490759755,0.8674351585014409
4B,Mi4,0.39117043121149897,0.8602305475504323
4B,Mi4,0.39425051334702266,0.8530259365994236
4B,Mi4,0.39733059548254634,0.8472622478386167
4B,Mi4,0.4004106776180698,0.8386167146974063
4B,Mi4,0.4034907597535935,0.8314121037463977
4B,Mi4,0.4065708418891172,0.8256484149855908
4B,Mi4,0.40965092402464065,0.8170028818443804
4B,Mi4,0.41273100616016434,0.8097982708933718
4B,Mi4,0.415811088295688,0.8025936599423631
4B,Mi4,0.4188911704312115,0.7939481268011528
4B,Mi4,0.4219712525667352,0.7881844380403458
4B,Mi4,0.42505133470225887,0.7795389048991355
4B,Mi4,0.42813141683778233,0.7723342939481268
4B,Mi4,0.431211498973306,0.7651296829971181
4B,Mi4,0.4342915811088297,0.7579250720461095
4B,Mi4,0.43737166324435317,0.7507204610951008
4B,Mi4,0.44045174537987686,0.7435158501440923
4B,Mi4,0.44353182751540055,0.7377521613832853
4B,Mi4,0.446611909650924,0.7305475504322767
4B,Mi4,0.4496919917864477,0.7247838616714697
4B,Mi4,0.4527720739219714,0.7175792507204611
4B,Mi4,0.45585215605749485,0.7103746397694525
4B,Mi4,0.45893223819301854,0.7046109510086456
4B,Mi4,0.4620123203285422,0.6988472622478387
4B,Mi4,0.4650924024640657,0.6930835734870316
4B,Mi4,0.4681724845995894,0.6873198847262247
4B,Mi4,0.47125256673511307,0.6815561959654178
4B,Mi4,0.47433264887063653,0.6757925072046109
4B,Mi4,0.4774127310061602,0.670028818443804
4B,Mi4,0.4804928131416839,0.6642651296829971
4B,Mi4,0.48357289527720737,0.6585014409221902
4B,Mi4,0.48665297741273106,0.6527377521613833
4B,Mi4,0.48973305954825475,0.6469740634005764
4B,Mi4,0.4928131416837782,0.6412103746397695
4B,Mi4,0.4958932238193019,0.6340057636887608
4B,Mi4,0.4989733059548256,0.6282420749279539
4B,Mi4,0.502053388090349,0.622478386167147
4B,Mi4,0.5051334702258727,0.6167146974063401
4B,Mi4,0.5082135523613964,0.6109510086455331
4B,Mi4,0.5112936344969199,0.6066282420749279
4B,Mi4,0.5143737166324436,0.600864553314121
4B,Mi4,0.5174537987679673,0.5965417867435159
4B,Mi4,0.5205338809034907,0.590778097982709
4B,Mi4,0.5236139630390144,0.5864553314121037
4B,Mi4,0.5266940451745381,0.5806916426512968
4B,Mi4,0.5297741273100616,0.5763688760806917
4B,Mi4,0.5328542094455853,0.5720461095100865
4B,Mi4,0.535934291581109,0.5677233429394812
4B,Mi4,0.5390143737166324,0.5648414985590778
4B,Mi4,0.5420944558521561,0.5590778097982709
4B,Mi4,0.5451745379876798,0.5547550432276657
4B,Mi4,0.5482546201232033,0.5518731988472623
4B,Mi4,0.5513347022587269,0.547550432276657
4B,Mi4,0.5544147843942506,0.5432276657060519
4B,Mi4,0.5574948665297741,0.5403458213256485
4B,Mi4,0.5605749486652978,0.5360230547550432
4B,Mi4,0.5636550308008215,0.531700288184438
4B,Mi4,0.5667351129363449,0.5273775216138329
4B,Mi4,0.5698151950718686,0.5244956772334294
4B,Mi4,0.5728952772073923,0.5201729106628242
4B,Mi4,0.5759753593429158,0.515850144092219
4B,Mi4,0.5790554414784395,0.5129682997118156
4B,Mi4,0.5821355236139631,0.5072046109510087
4B,Mi4,0.5852156057494866,0.5043227665706052
4B,Mi4,0.5882956878850103,0.49855907780979825
4B,Mi4,0.591375770020534,0.4956772334293948
4B,Mi4,0.5944558521560575,0.49135446685878964
4B,Mi4,0.5975359342915811,0.48703170028818443
4B,Mi4,0.6006160164271048,0.484149855907781
4B,Mi4,0.6036960985626283,0.47982708933717577
4B,Mi4,0.606776180698152,0.4755043227665706
4B,Mi4,0.6098562628336757,0.4711815561959654
4B,Mi4,0.6129363449691991,0.46829971181556196
4B,Mi4,0.6160164271047228,0.4654178674351585
4B,Mi4,0.6190965092402465,0.46253602305475505
4B,Mi4,0.62217659137577,0.45821325648414984
4B,Mi4,0.6252566735112937,0.4553314121037464
4B,Mi4,0.6283367556468173,0.45244956772334294
4B,Mi4,0.6314168377823408,0.4495677233429395
4B,Mi4,0.6344969199178645,0.44668587896253603
4B,Mi4,0.6375770020533882,0.4438040345821326
4B,Mi4,0.6406570841889117,0.4409221902017291
4B,Mi4,0.6437371663244353,0.43804034582132567
4B,Mi4,0.646817248459959,0.43515850144092216
4B,Mi4,0.6498973305954825,0.4322766570605187
4B,Mi4,0.6529774127310062,0.430835734870317
4B,Mi4,0.6560574948665299,0.42795389048991356
4B,Mi4,0.6591375770020533,0.4250720461095101
4B,Mi4,0.662217659137577,0.42219020172910665
4B,Mi4,0.6652977412731007,0.41930835734870314
4B,Mi4,0.6683778234086242,0.4164265129682997
4B,Mi4,0.6714579055441479,0.414985590778098
4B,Mi4,0.6745379876796715,0.41210374639769454
4B,Mi4,0.677618069815195,0.4092219020172911
4B,Mi4,0.6806981519507187,0.40634005763688763
4B,Mi4,0.6837782340862424,0.4034582132564842
4B,Mi4,0.6868583162217659,0.40057636887608067
4B,Mi4,0.6899383983572895,0.3976945244956772
4B,Mi4,0.6930184804928132,0.39481268011527376
4B,Mi4,0.6960985626283367,0.3919308357348703
4B,Mi4,0.6991786447638604,0.38904899135446686
4B,Mi4,0.7022587268993841,0.3861671469740634
4B,Mi4,0.7053388090349076,0.38472622478386165
4B,Mi4,0.7084188911704312,0.3818443804034582
4B,Mi4,0.7114989733059548,0.3804034582132565
4B,Mi4,0.7145790554414785,0.37752161383285304
4B,Mi4,0.7176591375770021,0.3746397694524496
4B,Mi4,0.7207392197125256,0.37319884726224783
4B,Mi4,0.7238193018480493,0.3703170028818444
4B,Mi4,0.7268993839835729,0.3688760806916426
4B,Mi4,0.7299794661190965,0.3659942363112392
4B,Mi4,0.7330595482546202,0.3631123919308357
4B,Mi4,0.7361396303901437,0.36023054755043227
4B,Mi4,0.7392197125256673,0.3573487031700288
4B,Mi4,0.742299794661191,0.35446685878962536
4B,Mi4,0.7453798767967146,0.3530259365994236
4B,Mi4,0.7484599589322382,0.3515850144092219
4B,Mi4,0.7515400410677618,0.34870317002881845
4B,Mi4,0.7546201232032854,0.345821325648415
4B,Mi4,0.757700205338809,0.34293948126801155
4B,Mi4,0.7607802874743327,0.3400576368876081
4B,Mi4,0.7638603696098563,0.3371757925072046
4B,Mi4,0.7669404517453798,0.33429394812680113
4B,Mi4,0.7700205338809035,0.33285302593659943
4B,Mi4,0.7731006160164271,0.329971181556196
4B,Mi4,0.7761806981519508,0.3285302593659942
4B,Mi4,0.7792607802874744,0.3256484149855908
4B,Mi4,0.7823408624229979,0.3242074927953891
4B,Mi4,0.7854209445585216,0.32132564841498557
4B,Mi4,0.7885010266940452,0.31988472622478387
4B,Mi4,0.7915811088295688,0.3184438040345821
4B,Mi4,0.7946611909650925,0.31556195965417866
4B,Mi4,0.797741273100616,0.31556195965417866
4B,Mi4,0.8008213552361396,0.3126801152737752
4B,Mi4,0.8039014373716633,0.3112391930835735
4B,Mi4,0.8069815195071869,0.30979827089337175
4B,Mi4,0.8100616016427105,0.3069164265129683
4B,Mi4,0.8131416837782341,0.3069164265129683
4B,Mi4,0.8162217659137577,0.30403458213256485
4B,Mi4,0.8193018480492813,0.3025936599423631
4B,Mi4,0.822381930184805,0.3011527377521614
4B,Mi4,0.8254620123203286,0.29827089337175794
