type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LC17,720575940610872050,86,38,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",3,12.421,15,9,-12.316,-10,-15,-12.316,-10.0,-15.0,6.263,10.0,3.0
LC17,720575940626233512,74,29,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",6,0.172,3,-2,4.241,8,1,4.241,8.0,1.0,2.293,5.0,0.0
LC17,720575940619360085,50,22,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",7,-3.091,-1,-6,11.864,15,9,11.864,15.0,9.0,2.841,4.5,0.5
LC17,720575940621811494,91,34,"3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",17,3.824,9,1,-2.529,0,-5,-2.529,0.0,-5.0,2.559,6.5,0.5
LC17,720575940625917821,85,37,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",19,-14.892,-10,-18,12.541,17,8,12.541,17.0,8.0,-8.622,-2.0,-13.0
LC17,720575940634135763,90,39,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",20,8.795,12,5,-6.667,-2,-11,-6.667,-2.0,-11.0,5.462,8.0,3.5
LC17,720575940622475619,9,1,1,46,-12.0,-12,-12,9.0,9,9,9.0,9.0,9.0,-7.5,-7.5,-7.5
LC17,720575940625834554,69,26,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",54,-4.577,-3,-7,6.808,10,5,6.808,10.0,5.0,-1.173,1.0,-3.5
LC17,720575940629941291,76,35,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",58,-3.486,0,-6,-5.657,-2,-8,-5.657,-2.0,-8.0,-6.314,-4.0,-9.0
LC17,720575940623880684,95,37,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",65,-14.946,-12,-18,2.459,9,-3,2.459,9.0,-3.0,-13.716,-12.0,-15.0
LC17,720575940618399974,89,39,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",66,-5.308,-3,-8,-4.821,-1,-8,-4.821,-1.0,-8.0,-7.718,-5.5,-10.0
LC17,720575940616004255,90,41,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",80,-1.512,2,-5,-8.805,-6,-12,-8.805,-6.0,-12.0,-5.915,-3.0,-9.0
LC17,720575940621875382,81,36,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",81,6.556,9,4,-11.944,-8,-15,-11.944,-8.0,-15.0,0.583,3.0,-2.0
LC17,720575940620433690,83,34,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",84,-7.735,-5,-11,3.765,7,0,3.765,7.0,0.0,-5.853,-3.5,-8.5
LC17,720575940617906315,89,36,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",97,-5.528,-2,-10,10.25,13,7,10.25,13.0,7.0,-0.403,3.0,-3.5
LC17,720575940621366749,74,32,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",99,-2.562,1,-6,-9.5,-6,-12,-9.5,-6.0,-12.0,-7.312,-4.5,-10.5
LC17,720575940627978556,80,34,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",101,-10.412,-8,-13,14.235,17,12,14.235,17.0,12.0,-3.294,-1.0,-6.0
LC17,720575940630561578,88,40,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",105,-8.475,-6,-12,-6.3,-3,-10,-6.3,-3.0,-10.0,-11.625,-9.5,-14.0
LC17,720575940611404003,86,37,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",110,-7.459,-4,-11,14.378,17,11,14.378,17.0,11.0,-0.27,3.0,-3.5
LC17,720575940621751643,78,31,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",120,0.032,3,-3,0.806,5,-2,0.806,5.0,-2.0,0.435,2.5,-1.5
LC17,720575940618025748,88,34,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",121,-9.971,-5,-15,15.912,18,14,15.912,18.0,14.0,-2.015,3.0,-8.0
LC17,720575940639878901,73,31,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",125,0.839,5,-2,-11.129,-8,-13,-11.129,-8.0,-13.0,-4.726,-1.5,-7.5
LC17,720575940634908023,98,46,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",127,-7.37,-4,-11,-1.435,3,-5,-1.435,3.0,-5.0,-8.087,-5.5,-11.0
