type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LPLC2,720575940636999401,106,39,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",15,4.077,8,0,-5.282,-1,-10,-5.282,-1.0,-10.0,1.436,5.5,-2.0
LPLC2,720575940631582751,86,39,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",17,3.641,8,-1,-2.154,3,-8,-2.154,3.0,-8.0,2.564,6.5,-0.5
LPLC2,720575940635040357,105,49,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",29,0.653,5,-4,1.204,5,-4,1.204,5.0,-4.0,1.255,6.0,-3.0
LPLC2,720575940623333770,87,38,"3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",36,1.632,6,-4,-11.605,-8,-14,-11.605,-8.0,-14.0,-4.171,0.0,-9.0
LPLC2,720575940616735489,50,23,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",55,2.087,8,-3,7.261,10,4,7.261,10.0,4.0,5.717,10.0,1.5
LPLC2,720575940618172509,94,44,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",63,-1.705,4,-5,-8.25,-3,-13,-8.25,-3.0,-13.0,-5.83,-0.5,-9.5
LPLC2,720575940611352234,123,54,"4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",65,-14.926,-12,-18,2.481,8,-4,2.481,8.0,-4.0,-13.685,-11.5,-15.0
LPLC2,720575940632711052,120,57,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",77,5.789,11,1,-5.175,1,-12,-5.175,1.0,-12.0,3.202,7.5,-1.5
LPLC2,720575940631397549,125,56,"4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",78,-8.0,-4,-12,-4.464,1,-9,-4.464,1.0,-9.0,-10.232,-7.0,-13.0
LPLC2,720575940619627934,79,31,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",81,7.226,11,2,-11.581,-5,-15,-11.581,-5.0,-15.0,1.435,5.5,-2.5
LPLC2,720575940638922624,96,50,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",91,-3.94,2,-9,2.62,7,-1,2.62,7.0,-1.0,-2.63,3.5,-7.5
LPLC2,720575940628039034,54,21,"3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",94,-4.238,1,-10,-9.81,-7,-14,-9.81,-7.0,-14.0,-9.143,-5.5,-13.5
LPLC2,720575940606217138,59,25,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",97,-6.44,-2,-11,10.4,13,8,10.4,13.0,8.0,-1.24,3.0,-5.5
LPLC2,720575940615967377,81,35,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",99,-2.857,1,-7,-8.2,-4,-13,-8.2,-4.0,-13.0,-6.957,-3.0,-11.5
LPLC2,720575940631312428,104,46,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",105,-8.13,-3,-13,-6.457,-1,-11,-6.457,-1.0,-11.0,-11.359,-8.0,-14.0
LPLC2,720575940616166685,99,55,"3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",119,-4.636,1,-9,4.127,9,-1,4.127,9.0,-1.0,-2.573,3.5,-7.0
LPLC2,720575940612045352,49,24,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",121,-9.875,-3,-14,15.542,18,13,15.542,18.0,13.0,-2.104,4.5,-7.5
LPLC2,720575940612462307,86,45,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",125,2.044,8,-3,-9.756,-3,-16,-9.756,-3.0,-16.0,-2.833,2.5,-8.0
LPLC2,720575940647358243,135,67,"4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",130,-4.015,1,-11,-3.522,2,-11,-3.522,2.0,-11.0,-5.776,0.0,-11.0
LPLC2,720575940620783180,130,53,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",133,-12.887,-9,-16,6.038,10,3,6.038,10.0,3.0,-9.868,-6.0,-13.5
