type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
TmY11,720575940636875895,50,33,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1",2,-8.818,-6,-11,15.848,18,14,15.848,18.0,14.0,-0.894,1.5,-3.5
TmY11,720575940635907447,47,25,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",3,11.6,13,10,-11.56,-10,-14,-11.56,-10.0,-14.0,5.82,7.5,4.0
TmY11,720575940607278025,24,13,"2, 2, 2, 2, 2, 1, 1, 1",14,14.308,15,13,-1.462,0,-3,-1.462,0.0,-3.0,13.577,14.5,12.5
TmY11,720575940634919019,45,26,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",15,3.538,6,2,-4.846,-3,-7,-4.846,-3.0,-7.0,1.115,3.0,-0.5
TmY11,720575940624693908,40,26,"3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",16,6.077,9,4,4.115,7,2,4.115,7.0,2.0,8.135,10.0,6.5
TmY11,720575940608671324,35,23,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",17,4.174,6,2,-3.391,-2,-5,-3.391,-2.0,-5.0,2.478,4.5,1.0
TmY11,720575940639276093,45,27,"3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1",20,9.296,11,8,-6.926,-5,-9,-6.926,-5.0,-9.0,5.833,7.0,4.5
TmY11,720575940612728557,32,18,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",22,-1.611,0,-3,1.056,3,0,1.056,3.0,0.0,-1.083,0.5,-2.5
TmY11,720575940635257495,31,17,"4, 2, 2, 2, 2, 2, 2, 1",26,2.765,4,1,-2.941,-2,-4,-2.941,-2.0,-4.0,1.294,2.5,0.0
TmY11,720575940619838001,32,19,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1",35,12.737,14,11,-1.737,0,-4,-1.737,0.0,-4.0,11.868,13.0,11.0
TmY11,720575940621353307,31,20,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",45,-3.9,-2,-6,9.45,11,8,9.45,11.0,8.0,0.825,2.5,-0.5
TmY11,720575940621759657,26,19,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1",50,-11.579,-10,-13,2.579,4,1,2.579,4.0,1.0,-10.289,-9.0,-11.5
TmY11,720575940630417152,34,17,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1",52,10.471,12,9,1.882,4,-1,1.882,4.0,-1.0,11.412,12.5,10.5
TmY11,720575940624744375,32,20,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",55,2.25,4,1,7.25,9,5,7.25,9.0,5.0,5.875,7.0,4.5
TmY11,720575940620949231,33,22,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1",57,12.409,14,11,-13.136,-12,-14,-13.136,-12.0,-14.0,5.841,7.5,4.0
TmY11,720575940616388027,42,26,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1",68,-5.115,-3,-7,-6.423,-5,-8,-6.423,-5.0,-8.0,-8.327,-6.5,-10.0
TmY11,720575940644920686,44,24,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",77,4.917,6,3,-5.0,-3,-7,-5.0,-3.0,-7.0,2.417,4.0,1.0
TmY11,720575940619569216,41,24,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",82,-10.167,-9,-12,12.917,15,11,12.917,15.0,11.0,-3.708,-2.0,-5.5
TmY11,720575940609084611,35,22,"3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",85,15.091,17,14,-7.773,-6,-10,-7.773,-6.0,-10.0,11.205,12.5,10.0
TmY11,720575940629821497,27,20,"3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1",95,15.25,16,14,-9.4,-7,-11,-9.4,-7.0,-11.0,10.55,12.0,9.0
TmY11,720575940642534285,36,22,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1",99,-2.864,-1,-5,-8.591,-7,-10,-8.591,-7.0,-10.0,-7.159,-5.5,-8.5
TmY11,720575940637278839,37,22,"3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",108,3.227,6,1,5.591,7,3,5.591,7.0,3.0,6.023,7.5,4.5
TmY11,720575940612780441,39,22,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",109,7.045,9,5,-8.682,-7,-10,-8.682,-7.0,-10.0,2.705,4.5,1.0
TmY11,720575940619066907,30,22,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",111,13.636,15,12,-4.364,-2,-7,-4.364,-2.0,-7.0,11.455,12.5,10.5
TmY11,720575940627829002,21,14,"3, 2, 2, 2, 2, 2, 1",112,-6.071,-5,-7,11.286,13,10,11.286,13.0,10.0,-0.429,0.5,-1.5
TmY11,720575940632250937,35,23,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1",116,2.957,5,1,1.739,4,-1,1.739,4.0,-1.0,3.826,5.0,2.5
TmY11,720575940627256597,49,27,"3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",126,-1.852,1,-4,-7.0,-4,-10,-7.0,-4.0,-10.0,-5.352,-3.5,-6.5
TmY11,720575940608786524,42,25,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",139,7.64,10,5,-1.92,1,-5,-1.92,1.0,-5.0,6.68,8.0,5.5
TmY11,720575940638705983,28,19,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1",146,4.211,6,3,-1.526,1,-4,-1.526,1.0,-4.0,3.447,4.5,2.5
TmY11,720575940615261346,27,19,"3, 3, 2, 2, 2, 2, 2, 2, 1",157,2.737,5,1,0.842,2,-1,0.842,2.0,-1.0,3.158,4.5,1.5
TmY11,720575940626001340,41,19,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",164,0.263,2,-1,2.474,4,1,2.474,4.0,1.0,1.5,3.0,0.0
TmY11,720575940626489116,26,12,"2, 2, 2, 2, 2, 1, 1",169,9.333,10,8,0.0,1,-1,0.0,1.0,-1.0,9.333,10.5,8.5
TmY11,720575940641049296,31,14,"3, 3, 2, 2, 2, 2",170,-5.357,-4,-6,8.786,10,8,8.786,10.0,8.0,-0.964,0.5,-2.0
TmY11,720575940620635014,35,20,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1",184,-3.2,-1,-6,10.65,13,9,10.65,13.0,9.0,2.125,3.5,0.5
TmY11,720575940626859791,44,28,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1",185,8.357,10,7,-4.571,-2,-7,-4.571,-2.0,-7.0,6.071,8.0,4.0
TmY11,720575940637701951,37,24,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",188,-13.042,-11,-15,8.917,10,8,8.917,10.0,8.0,-8.583,-6.5,-10.5
TmY11,720575940628350280,40,23,"3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",190,-0.13,2,-2,5.348,7,4,5.348,7.0,4.0,2.543,4.0,1.0
TmY11,720575940611618010,47,24,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1",204,6.417,8,5,-9.542,-8,-11,-9.542,-8.0,-11.0,1.646,3.5,0.0
TmY11,720575940632772013,11,9,"2, 2, 1, 1, 1, 1, 1",208,16.222,17,15,-11.444,-10,-13,-11.444,-10.0,-13.0,10.5,11.5,9.5
