column_id,LPLC2,LC4,LPLC1,LC17,LC12,LC18,LC21,LC11,LC25,LC15,sum
58,0,0,0,1,1,0,0,0,0,0,2
77,1,0,0,0,1,0,0,0,0,0,2
91,1,1,0,0,0,0,0,0,0,0,2
55,1,0,0,0,0,0,1,0,0,0,2
506,0,0,0,0,1,1,0,0,0,0,2
479,1,0,0,0,1,0,0,0,0,0,2
452,0,0,0,1,0,1,0,0,0,0,2
765,0,0,1,0,0,0,1,0,0,0,2
746,0,0,0,1,1,0,0,0,0,0,2
12,0,0,0,0,1,0,0,1,0,0,2
458,0,0,0,0,1,1,0,0,0,0,2
43,0,1,0,0,1,0,0,0,0,0,2
36,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,0,1
6,0,0,0,1,0,0,0,0,0,0,1
8,0,0,0,0,1,0,0,0,0,0,1
9,0,0,0,0,1,0,0,0,0,0,1
10,0,0,0,0,0,1,0,0,0,0,1
42,0,0,0,0,0,0,0,1,0,0,1
501,0,0,0,0,1,0,0,0,0,0,1
456,0,0,0,1,0,0,0,0,0,0,1
480,0,0,0,0,0,0,0,0,0,1,1
483,0,0,0,1,0,0,0,0,0,0,1
731,1,0,0,0,0,0,0,0,0,0,1
718,0,0,0,0,0,1,0,0,0,0,1
673,0,0,0,0,1,0,0,0,0,0,1
76,0,0,0,0,1,0,0,0,0,0,1
710,0,0,0,0,1,0,0,0,0,0,1
711,0,0,0,0,1,0,0,0,0,0,1
414,0,0,0,0,0,1,0,0,0,0,1
453,0,0,0,0,1,0,0,0,0,0,1
473,0,0,0,1,0,0,0,0,0,0,1
474,0,0,0,0,0,0,0,1,0,0,1
498,0,1,0,0,0,0,0,0,0,0,1
499,0,0,0,0,0,1,0,0,0,0,1
500,0,0,0,0,1,0,0,0,0,0,1
525,0,0,0,1,0,0,0,0,0,0,1
536,0,0,0,0,1,0,0,0,0,0,1
537,0,0,0,1,0,0,0,0,0,0,1
419,0,0,0,0,1,0,0,0,0,0,1
469,0,1,0,0,0,0,0,0,0,0,1
470,0,0,0,1,0,0,0,0,0,0,1
471,0,0,0,0,1,0,0,0,0,0,1
427,0,0,1,0,0,0,0,0,0,0,1
413,0,0,0,0,1,0,0,0,0,0,1
434,0,0,0,0,1,0,0,0,0,0,1
572,0,0,0,0,0,0,0,0,0,1,1
513,0,0,0,1,0,0,0,0,0,0,1
514,0,0,0,1,0,0,0,0,0,0,1
566,0,0,0,0,1,0,0,0,0,0,1
528,1,0,0,0,0,0,0,0,0,0,1
530,0,0,0,1,0,0,0,0,0,0,1
518,0,0,0,0,0,1,0,0,0,0,1
262,0,0,0,0,1,0,0,0,0,0,1
284,1,0,0,0,0,0,0,0,0,0,1
586,0,0,1,0,0,0,0,0,0,0,1
588,0,1,0,0,0,0,0,0,0,0,1
632,0,0,0,1,0,0,0,0,0,0,1
634,0,0,1,0,0,0,0,0,0,0,1
636,0,0,0,1,0,0,0,0,0,0,1
622,0,0,0,0,1,0,0,0,0,0,1
661,0,0,0,0,1,0,0,0,0,0,1
616,0,0,1,0,0,0,0,0,0,0,1
619,1,0,0,0,0,0,0,0,0,0,1
624,0,0,0,0,1,0,0,0,0,0,1
627,0,0,0,1,0,0,0,0,0,0,1
614,0,1,0,0,0,0,0,0,0,0,1
235,0,0,0,0,0,0,0,1,0,0,1
222,0,0,0,0,1,0,0,0,0,0,1
631,0,0,0,1,0,0,0,0,0,0,1
584,0,0,0,0,0,0,0,0,0,1,1
242,0,1,0,0,0,0,0,0,0,0,1
243,0,0,0,0,1,0,0,0,0,0,1
244,0,0,0,0,1,0,0,0,0,0,1
609,0,0,0,0,0,0,1,0,0,0,1
610,0,0,0,0,0,0,0,1,0,0,1
611,0,0,1,0,0,0,0,0,0,0,1
316,0,0,1,0,0,0,0,0,0,0,1
257,0,0,0,1,0,0,0,0,0,0,1
258,0,0,0,0,0,0,1,0,0,0,1
259,0,0,0,0,0,1,0,0,0,0,1
304,0,0,0,1,0,0,0,0,0,0,1
295,0,0,0,0,1,0,0,0,0,0,1
312,0,0,1,0,0,0,0,0,0,0,1
579,0,0,1,0,0,0,0,0,0,0,1
264,0,0,0,1,0,0,0,0,0,0,1
265,0,0,0,0,0,0,1,0,0,0,1
266,0,0,0,0,0,1,0,0,0,0,1
253,0,0,0,0,1,0,0,0,0,0,1
366,0,0,1,0,0,0,0,0,0,0,1
367,0,0,1,0,0,0,0,0,0,0,1
320,0,0,0,0,1,0,0,0,0,0,1
323,0,0,0,0,1,0,0,0,0,0,1
210,0,0,0,0,1,0,0,0,0,0,1
247,0,0,0,0,1,0,0,0,0,0,1
204,0,0,0,1,0,0,0,0,0,0,1
249,0,0,0,1,0,0,0,0,0,0,1
250,0,0,0,0,1,0,0,0,0,0,1
193,0,0,0,0,0,0,0,0,0,1,1
606,0,0,0,1,0,0,0,0,0,0,1
240,0,0,0,1,0,0,0,0,0,0,1
338,0,0,0,0,1,0,0,0,0,0,1
339,0,0,0,1,0,0,0,0,0,0,1
340,0,0,0,0,0,0,1,0,0,0,1
205,0,0,0,0,1,0,0,0,0,0,1
160,0,0,1,0,0,0,0,0,0,0,1
161,0,0,0,0,0,0,0,1,0,0,1
138,0,0,0,0,0,1,0,0,0,0,1
140,0,0,0,1,0,0,0,0,0,0,1
577,0,0,0,0,0,1,0,0,0,0,1
578,1,0,0,0,0,0,0,0,0,0,1
342,0,0,0,0,1,0,0,0,0,0,1
298,0,0,0,1,0,0,0,0,0,0,1
300,0,0,0,1,0,0,0,0,0,0,1
596,0,0,0,1,0,0,0,0,0,0,1
346,0,0,0,0,0,1,0,0,0,0,1
348,0,0,0,0,0,1,0,0,0,0,1
172,0,0,0,0,0,0,0,0,0,1,1
157,1,0,0,0,0,0,0,0,0,0,1
197,1,0,0,0,0,0,0,0,0,0,1
216,0,0,0,0,0,1,0,0,0,0,1
220,0,0,1,0,0,0,0,0,0,0,1
552,0,0,0,0,0,0,1,0,0,0,1
600,0,0,1,0,0,0,0,0,0,0,1
604,0,0,0,0,0,1,0,0,0,0,1
695,1,0,0,0,0,0,0,0,0,0,1
658,0,0,0,0,0,1,0,0,0,0,1
659,0,0,0,0,1,0,0,0,0,0,1
647,0,0,0,0,0,0,0,0,0,1,1
163,0,0,0,0,1,0,0,0,0,0,1
214,0,0,0,0,1,0,0,0,0,0,1
169,0,0,0,0,0,1,0,0,0,0,1
171,0,0,0,0,1,0,0,0,0,0,1
547,0,0,0,0,0,0,1,0,0,0,1
597,0,0,0,0,1,0,0,0,0,0,1
177,0,0,0,0,1,0,0,0,0,0,1
178,0,0,0,0,0,0,0,1,0,0,1
698,0,0,0,0,0,0,0,0,0,1,1
641,0,0,0,1,0,0,0,0,0,0,1
642,0,0,1,0,0,0,0,0,0,0,1
693,0,0,0,1,0,0,0,0,0,0,1
324,0,0,0,0,0,1,0,0,0,0,1
375,0,0,1,0,0,0,0,0,0,0,1
371,0,0,0,0,0,1,0,0,0,0,1
372,0,0,0,0,1,0,0,0,0,0,1
358,1,0,0,0,0,0,0,0,0,0,1
359,0,0,0,0,1,0,0,0,0,0,1
378,0,0,0,0,1,0,0,0,0,0,1
544,0,0,0,0,0,0,0,0,1,0,1
166,1,0,0,0,0,0,0,0,0,0,1
167,0,0,0,0,0,1,0,0,0,0,1
186,0,0,0,0,0,1,0,0,0,0,1
187,0,0,1,0,0,0,0,0,0,0,1
188,0,0,0,0,1,0,0,0,0,0,1
650,0,0,0,0,1,0,0,0,0,0,1
637,0,0,0,0,1,0,0,0,0,0,1
398,0,0,0,0,1,0,0,0,0,0,1
669,0,0,0,0,1,0,0,0,0,0,1
174,0,0,0,0,0,0,0,0,0,1,1
175,0,0,1,0,0,0,0,0,0,0,1
129,0,0,0,0,1,0,0,0,0,0,1
130,1,0,0,0,0,0,0,0,0,0,1
131,0,0,0,0,1,0,0,0,0,0,1
183,0,0,1,0,0,0,0,0,0,0,1
165,0,0,0,0,0,1,0,0,0,0,1
391,1,0,0,0,0,0,0,0,0,0,1
408,0,0,0,1,0,0,0,0,0,0,1
410,1,0,0,0,0,0,0,0,0,0,1
397,1,0,0,0,0,0,0,0,0,0,1
142,0,0,0,1,0,0,0,0,0,0,1
143,0,0,0,0,0,0,0,0,0,1,1
674,0,0,0,1,0,0,0,0,0,0,1
682,0,0,1,0,0,0,0,0,0,0,1
560,0,0,0,0,1,0,0,0,0,0,1
561,0,0,0,1,0,0,0,0,0,0,1
562,0,0,0,0,1,0,0,0,0,0,1
563,0,0,0,0,0,1,0,0,0,0,1
405,1,0,0,0,0,0,0,0,0,0,1
360,0,0,0,1,0,0,0,0,0,0,1
364,0,0,0,0,0,0,0,1,0,0,1
351,0,0,1,0,0,0,0,0,0,0,1
678,0,0,0,0,1,0,0,0,0,0,1
679,0,0,0,0,0,0,1,0,0,0,1
96,0,0,0,0,0,0,0,1,0,0,1
149,0,0,0,0,0,0,0,0,0,1,1
148,0,0,1,0,0,0,0,0,0,0,1
133,1,0,0,0,0,0,0,0,0,0,1
135,0,0,1,0,0,0,0,0,0,0,1
433,0,0,0,0,1,0,0,0,0,0,1
510,0,0,0,0,1,0,0,0,0,0,1
118,0,0,0,0,0,0,1,0,0,0,1
735,0,1,0,0,0,0,0,0,0,0,1
112,0,0,0,0,1,0,0,0,0,0,1
113,0,1,0,0,0,0,0,0,0,0,1
122,0,0,0,0,0,0,0,1,0,0,1
93,0,1,0,0,0,0,0,0,0,0,1
689,0,0,0,0,1,0,0,0,0,0,1
431,0,0,0,1,0,0,0,0,0,0,1
384,0,0,0,0,1,0,0,0,0,0,1
438,0,0,0,0,1,0,0,0,0,0,1
394,0,0,0,0,1,0,0,0,0,0,1
436,0,0,0,0,0,0,0,0,0,1,1
443,0,0,0,0,0,0,1,0,0,0,1
429,0,0,0,0,1,0,0,0,0,0,1
520,0,0,1,0,0,0,0,0,0,0,1
352,0,0,1,0,0,0,0,0,0,0,1
329,0,0,0,0,1,0,0,0,0,0,1
330,0,0,0,0,0,1,0,0,0,0,1
331,0,0,0,1,0,0,0,0,0,0,1
317,0,0,0,1,0,0,0,0,0,0,1
401,0,0,0,0,1,0,0,0,0,0,1
404,0,1,0,0,0,0,0,0,0,0,1
389,0,0,0,0,1,0,0,0,0,0,1
786,0,0,0,0,0,0,0,0,0,1,1
775,0,0,0,0,1,0,0,0,0,0,1
704,0,0,1,0,0,0,0,0,0,0,1
707,0,0,0,0,1,0,0,0,0,0,1
790,0,0,1,0,0,0,0,0,0,0,1
32,0,0,0,0,0,1,0,0,0,0,1
701,0,0,0,0,1,0,0,0,0,0,1
459,0,0,0,0,1,0,0,0,0,0,1
742,0,0,0,1,0,0,0,0,0,0,1
760,1,0,0,0,0,0,0,0,0,0,1
761,0,0,1,0,0,0,0,0,0,0,1
751,0,0,0,1,0,0,0,0,0,0,1
770,1,0,0,0,0,0,0,0,0,0,1
88,0,0,0,0,1,0,0,0,0,0,1
89,0,0,0,0,0,0,0,0,0,1,1
90,0,0,0,0,1,0,0,0,0,0,1
383,0,1,0,0,0,0,0,0,0,0,1
464,0,0,0,0,1,0,0,0,0,0,1
465,0,0,0,0,1,0,0,0,0,0,1
466,0,0,0,0,0,0,1,0,0,0,1
20,0,0,0,1,0,0,0,0,0,0,1
40,0,0,0,0,0,0,0,1,0,0,1
752,0,0,0,0,1,0,0,0,0,0,1
741,0,0,0,0,0,0,1,0,0,0,1
124,0,0,0,0,1,0,0,0,0,0,1
109,0,0,0,0,0,1,0,0,0,0,1
110,0,0,0,1,0,0,0,0,0,0,1
64,0,0,0,0,1,0,0,0,0,0,1
475,0,0,0,0,0,1,0,0,0,0,1
416,0,0,0,0,1,0,0,0,0,0,1
395,0,0,0,0,1,0,0,0,0,0,1
396,0,0,0,0,0,1,0,0,0,0,1
82,0,0,0,0,0,0,0,0,0,1,1
269,0,0,0,0,1,0,0,0,0,0,1
270,0,0,0,0,0,0,0,0,0,1,1
191,1,0,0,0,0,0,0,0,0,0,1
272,0,0,0,0,0,0,0,0,0,1,1
273,0,0,0,0,0,0,0,0,0,1,1
276,0,0,0,0,1,0,0,0,0,0,1
314,0,0,0,0,0,0,0,0,1,0,1
39,0,1,0,0,0,0,0,0,0,0,1
56,0,0,1,0,0,0,0,0,0,0,1
747,0,0,1,0,0,0,0,0,0,0,1
748,0,0,0,0,1,0,0,0,0,0,1
733,0,0,0,1,0,0,0,0,0,0,1
78,1,0,0,0,0,0,0,0,0,0,1
736,1,0,0,0,0,0,0,0,0,0,1
737,0,0,0,0,1,0,0,0,0,0,1
489,0,0,0,0,1,0,0,0,0,0,1
492,0,0,0,0,0,1,0,0,0,0,1
477,1,0,0,0,0,0,0,0,0,0,1
446,0,0,0,0,0,0,1,0,0,0,1
50,0,0,0,0,0,1,0,0,0,0,1
51,0,0,0,0,0,0,0,1,0,0,1
52,0,0,0,0,0,0,1,0,0,0,1
38,0,0,0,0,0,0,0,1,0,0,1
445,0,0,0,1,0,0,0,0,0,0,1
485,0,0,1,0,0,0,0,0,0,0,1
486,0,0,0,0,1,0,0,0,0,0,1
493,0,1,0,0,0,0,0,0,0,0,1
494,0,0,0,0,1,0,0,0,0,0,1
449,0,0,0,0,1,0,0,0,0,0,1
451,0,0,0,0,0,1,0,0,0,0,1
488,0,0,0,0,1,0,0,0,0,0,1
796,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0
