type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LC25,720575940660605569,19,1,1,314,-11.0,-11,-11,17.0,17,17,17.0,17.0,17.0,-2.5,-2.5,-2.5
LC25,720575940629114442,69,1,1,326,-6.0,-6,-6,-4.0,-4,-4,-4.0,-4.0,-4.0,-8.0,-8.0,-8.0
LC25,720575940628512744,40,2,"1, 1",544,10.5,11,10,-7.0,-7,-7,-7.0,-7.0,-7.0,7.0,7.5,6.5
LC25,720575940611073070,62,0,,,,,,,,,,,,,,
LC25,720575940611118126,13,0,,,,,,,,,,,,,,
LC25,720575940611507410,15,0,,,,,,,,,,,,,,
LC25,720575940613036005,14,0,,,,,,,,,,,,,,
LC25,720575940613425522,57,0,,,,,,,,,,,,,,
LC25,720575940615731818,49,0,,,,,,,,,,,,,,
LC25,720575940616681300,20,0,,,,,,,,,,,,,,
LC25,720575940617729977,22,0,,,,,,,,,,,,,,
LC25,720575940618717723,7,0,,,,,,,,,,,,,,
LC25,720575940619687217,24,0,,,,,,,,,,,,,,
LC25,720575940620422932,27,0,,,,,,,,,,,,,,
LC25,720575940620566613,31,0,,,,,,,,,,,,,,
LC25,720575940620617009,42,0,,,,,,,,,,,,,,
LC25,720575940621083270,39,0,,,,,,,,,,,,,,
LC25,720575940621781825,19,0,,,,,,,,,,,,,,
LC25,720575940621832630,28,0,,,,,,,,,,,,,,
LC25,720575940626200522,28,0,,,,,,,,,,,,,,
LC25,720575940626937731,43,0,,,,,,,,,,,,,,
LC25,720575940628350802,58,0,,,,,,,,,,,,,,
LC25,720575940629938731,59,0,,,,,,,,,,,,,,
LC25,720575940634583577,58,0,,,,,,,,,,,,,,
LC25,720575940635051545,34,0,,,,,,,,,,,,,,
LC25,720575940635901035,22,0,,,,,,,,,,,,,,
LC25,720575940639347133,25,0,,,,,,,,,,,,,,
LC25,720575940639695805,33,0,,,,,,,,,,,,,,
LC25,720575940650818425,17,0,,,,,,,,,,,,,,
