type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LC12,720575940617702486,11,5,"2, 2, 1",8,-17.2,-16,-18,8.6,11,5,8.6,11.0,5.0,-12.9,-12.5,-13.5
LC12,720575940629183337,31,17,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",9,-0.235,2,-2,-8.647,-7,-11,-8.647,-7.0,-11.0,-4.559,-2.5,-7.0
LC12,720575940627269419,40,24,"3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",12,-11.333,-10,-13,13.375,16,11,13.375,16.0,11.0,-4.646,-2.0,-7.0
LC12,720575940624984126,9,3,"2, 1",19,-14.667,-14,-15,13.667,15,13,13.667,15.0,13.0,-7.833,-6.5,-8.5
LC12,720575940628138005,24,11,"3, 2, 1, 1, 1, 1, 1, 1",31,-8.273,-6,-10,0.182,1,-1,0.182,1.0,-1.0,-8.182,-6.5,-9.5
LC12,720575940615338891,28,12,"3, 2, 2, 1, 1, 1, 1, 1",33,-6.333,-5,-8,-5.917,-3,-8,-5.917,-3.0,-8.0,-9.292,-8.5,-10.0
LC12,720575940629531139,29,17,"3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",43,-14.412,-12,-17,9.882,12,8,9.882,12.0,8.0,-9.471,-7.0,-12.5
LC12,720575940640369883,29,13,"3, 2, 1, 1, 1, 1, 1, 1, 1, 1",58,-2.615,-1,-6,-6.308,-5,-8,-6.308,-5.0,-8.0,-5.769,-3.5,-8.5
LC12,720575940648798073,28,14,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1",59,-3.5,-2,-5,3.786,6,2,3.786,6.0,2.0,-1.607,-0.5,-3.5
LC12,720575940618788033,33,12,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",61,-2.167,0,-6,7.75,9,6,7.75,9.0,6.0,1.708,3.5,-1.5
LC12,720575940605291650,20,11,"3, 2, 1, 1, 1, 1, 1, 1",64,15.636,18,14,-8.909,-8,-11,-8.909,-8.0,-11.0,11.182,13.0,9.5
