type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LPLC1,720575940627427015,207,99,"10, 7, 7, 7, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",24,4.131,13,1,2.455,7,-15,2.455,7.0,-15.0,5.359,7.5,3.0
LPLC1,720575940638065571,156,64,"6, 6, 6, 5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",26,2.734,6,-1,-2.656,1,-6,-2.656,1.0,-6.0,1.406,3.5,-1.0
LPLC1,720575940632912409,194,85,"9, 7, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",29,1.271,4,-2,1.412,6,-2,1.412,6.0,-2.0,1.976,4.5,-1.0
LPLC1,720575940622268853,164,76,"8, 6, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",56,8.263,12,5,-3.105,2,-6,-3.105,2.0,-6.0,6.711,9.5,4.0
LPLC1,720575940613677999,116,47,"6, 5, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",59,-3.191,-1,-7,4.362,7,2,4.362,7.0,2.0,-1.011,2.0,-5.0
LPLC1,720575940611314346,171,71,"7, 6, 5, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",61,-1.718,1,-6,7.521,11,3,7.521,11.0,3.0,2.042,4.5,-0.5
LPLC1,720575940611249528,161,68,"5, 5, 5, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",63,-1.676,2,-6,-8.471,-4,-12,-8.471,-4.0,-12.0,-5.912,-3.0,-9.0
LPLC1,720575940628884486,138,56,"6, 6, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",79,1.732,5,-2,-5.071,0,-9,-5.071,0.0,-9.0,-0.804,1.5,-3.5
LPLC1,720575940629787223,129,52,"6, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",106,-11.692,-9,-15,12.577,16,9,12.577,16.0,9.0,-5.404,-3.5,-9.5
LPLC1,720575940637603982,178,77,"7, 6, 6, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",121,-9.532,-5,-13,15.74,18,13,15.74,18.0,13.0,-1.662,3.0,-5.5
LPLC1,720575940628998396,161,74,"7, 7, 6, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1",135,8.5,12,3,6.284,11,3,6.284,11.0,3.0,11.642,13.5,8.5
LPLC1,720575940612858586,159,70,"6, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",148,-1.257,5,-8,13.029,17,10,13.029,17.0,10.0,5.257,10.0,0.0
LPLC1,720575940614373023,115,45,"4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",160,-12.378,-10,-15,3.978,7,0,3.978,7.0,0.0,-10.389,-7.5,-13.0
LPLC1,720575940627279134,99,35,"3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",168,-8.8,-6,-12,1.143,6,-2,1.143,6.0,-2.0,-8.229,-6.0,-11.5
LPLC1,720575940612732146,167,76,"8, 6, 6, 5, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",175,-2.329,1,-6,11.237,14,8,11.237,14.0,8.0,3.289,6.5,0.0
LPLC1,720575940622314339,193,88,"8, 8, 7, 7, 6, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",183,2.92,6,-3,8.523,12,5,8.523,12.0,5.0,7.182,9.5,2.5
LPLC1,720575940631059501,159,59,"6, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",187,-6.881,-3,-11,-7.169,-5,-10,-7.169,-5.0,-10.0,-10.466,-7.5,-14.0
LPLC1,720575940631123759,163,70,"6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",196,-4.886,-1,-9,1.629,6,-8,1.629,6.0,-8.0,-4.071,-1.5,-7.5
LPLC1,720575940620754815,148,60,"6, 6, 5, 5, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",200,-10.85,-8,-13,9.733,12,7,9.733,12.0,7.0,-5.983,-3.5,-8.5
LPLC1,720575940623991576,196,93,"9, 8, 7, 7, 7, 6, 6, 5, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",220,5.462,9,2,-3.763,0,-7,-3.763,0.0,-7.0,3.581,6.5,1.0
LPLC1,720575940620512950,176,66,"9, 7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",228,-6.606,-3,-10,12.682,15,10,12.682,15.0,10.0,-0.265,2.5,-3.0
LPLC1,720575940624868196,132,52,"5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",230,-2.0,1,-5,-4.712,-1,-9,-4.712,-1.0,-9.0,-4.356,-1.5,-7.0
LPLC1,720575940627910021,26,5,"2, 1, 1, 1",233,11.0,12,10,-8.6,-8,-10,-8.6,-8.0,-10.0,6.7,7.0,6.0
LPLC1,720575940623887288,191,90,"10, 8, 7, 6, 6, 6, 6, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",238,-6.167,-2,-11,14.778,18,11,14.778,18.0,11.0,1.222,3.5,-2.0
LPLC1,720575940620443162,113,53,"5, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",241,11.472,16,7,-4.736,-1,-9,-4.736,-1.0,-9.0,9.104,11.5,6.5
LPLC1,720575940623587683,152,66,"7, 6, 6, 6, 5, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",283,-5.576,-2,-9,7.652,10,5,7.652,10.0,5.0,-1.75,1.5,-5.0
LPLC1,720575940622667013,146,72,"5, 5, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",294,11.25,15,8,-2.458,2,-6,-2.458,2.0,-6.0,10.021,12.0,8.0
LPLC1,720575940613427198,57,14,"3, 3, 2, 1, 1, 1, 1, 1, 1",305,-8.286,-7,-10,13.929,15,12,13.929,15.0,12.0,-1.321,0.0,-2.5
LPLC1,720575940624924990,132,48,"4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",311,-13.958,-11,-17,13.292,16,10,13.292,16.0,10.0,-7.312,-4.0,-11.5
LPLC1,720575940625318804,159,73,"8, 8, 5, 5, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",312,8.041,11,5,-8.63,-4,-12,-8.63,-4.0,-12.0,3.726,7.0,1.0
LPLC1,720575940624827737,118,46,"6, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",316,6.674,9,4,-10.022,-7,-13,-10.022,-7.0,-13.0,1.663,3.5,-1.5
LPLC1,720575940632772456,176,83,"9, 9, 9, 6, 5, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",351,7.59,11,4,0.542,4,-3,0.542,4.0,-3.0,7.861,10.0,5.5
LPLC1,720575940621092220,81,22,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",352,-15.182,-13,-17,3.727,8,-1,3.727,8.0,-1.0,-13.318,-11.5,-15.0
LPLC1,720575940615553426,165,70,"7, 6, 6, 6, 5, 5, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",355,-3.9,2,-8,14.086,17,12,14.086,17.0,12.0,3.143,8.0,0.0
