type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LPLC1,720575940619518854,118,58,"10, 6, 6, 6, 6, 4, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",366,4.621,8,-1,9.603,14,7,9.603,14.0,7.0,9.422,12.0,5.5
LPLC1,720575940611050649,123,53,"6, 5, 5, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",367,1.962,7,-4,11.057,15,7,11.057,15.0,7.0,7.491,10.5,2.5
LPLC1,720575940636536286,147,59,"6, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",375,-8.78,-6,-11,10.932,14,7,10.932,14.0,7.0,-3.314,-0.5,-5.5
LPLC1,720575940629325611,126,61,"7, 5, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",379,11.885,16,8,-7.131,-3,-10,-7.131,-3.0,-10.0,8.32,11.5,6.0
LPLC1,720575940638644096,162,74,"8, 7, 6, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",385,6.405,10,1,6.149,11,2,6.149,11.0,2.0,9.48,12.0,6.5
LPLC1,720575940637368286,187,90,"7, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",406,14.111,18,10,-3.478,1,-9,-3.478,1.0,-9.0,12.372,14.5,10.0
LPLC1,720575940632005573,152,68,"6, 5, 5, 5, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",427,13.868,17,11,-10.176,-7,-14,-10.176,-7.0,-14.0,8.779,11.5,5.5
LPLC1,720575940617625227,169,68,"6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",485,-1.206,2,-4,4.985,9,0,4.985,9.0,0.0,1.287,3.5,-0.5
LPLC1,720575940626507408,154,54,"5, 5, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",509,-8.852,-5,-12,7.796,10,5,7.796,10.0,5.0,-4.954,-2.0,-8.0
LPLC1,720575940626226576,128,52,"5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",512,6.077,9,3,-11.538,-7,-15,-11.538,-7.0,-15.0,0.308,3.0,-2.0
LPLC1,720575940622700201,167,80,"8, 8, 6, 6, 5, 5, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",520,9.188,12,4,3.888,8,0,3.888,8.0,0.0,11.131,13.5,7.5
LPLC1,720575940635714399,153,67,"7, 6, 6, 6, 6, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",526,4.97,9,1,-0.075,4,-3,-0.075,4.0,-3.0,4.933,8.0,3.0
LPLC1,720575940621714541,156,73,"8, 6, 5, 5, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",564,14.507,18,11,-6.822,-2,-11,-6.822,-2.0,-11.0,11.096,13.5,9.0
LPLC1,720575940623225525,172,86,"7, 6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",565,12.965,16,9,-0.314,3,-4,-0.314,3.0,-4.0,12.808,14.5,10.5
LPLC1,720575940623126419,206,100,"10, 9, 8, 6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",579,1.52,5,-3,5.65,9,2,5.65,9.0,2.0,4.345,6.0,1.5
LPLC1,720575940639977269,116,41,"4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",586,-6.293,-2,-10,-3.976,0,-8,-3.976,0.0,-8.0,-8.28,-5.5,-11.5
LPLC1,720575940617414539,167,69,"7, 6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",591,4.739,8,2,-6.913,-3,-10,-6.913,-3.0,-10.0,1.283,3.0,-0.5
LPLC1,720575940629489116,109,42,"4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",600,7.976,11,4,-6.167,-2,-9,-6.167,-2.0,-9.0,4.893,7.0,3.0
LPLC1,720575940608496196,220,115,"9, 9, 8, 7, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",611,8.235,12,5,2.348,6,-2,2.348,6.0,-2.0,9.409,11.5,6.5
LPLC1,720575940626324755,131,51,"5, 5, 5, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",616,-9.902,-8,-13,4.98,8,2,4.98,8.0,2.0,-7.412,-5.5,-11.0
LPLC1,720575940604016608,128,49,"4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",621,-11.082,-8,-15,-1.735,3,-5,-1.735,3.0,-5.0,-11.949,-9.0,-14.5
LPLC1,720575940634857583,212,102,"7, 7, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",634,4.598,11,1,5.373,10,-1,5.373,10.0,-1.0,7.284,10.5,4.0
LPLC1,720575940634502812,133,53,"5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",639,-13.151,-10,-16,7.377,11,4,7.377,11.0,4.0,-9.462,-7.0,-13.0
LPLC1,720575940621061545,213,91,"8, 8, 7, 7, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",642,0.879,4,-2,8.593,12,6,8.593,12.0,6.0,5.176,7.5,3.0
LPLC1,720575940626661704,154,71,"6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1",652,-0.197,3,-6,10.887,15,8,10.887,15.0,8.0,5.246,7.5,1.5
LPLC1,720575940621785129,131,55,"3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",670,2.927,7,-2,-11.436,-7,-15,-11.436,-7.0,-15.0,-2.791,0.5,-8.0
LPLC1,720575940622713929,126,45,"5, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",682,10.467,14,7,-11.511,-9,-15,-11.511,-9.0,-15.0,4.711,7.5,1.5
LPLC1,720575940628473214,175,73,"7, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",684,-13.63,-11,-18,11.123,14,8,11.123,14.0,8.0,-8.068,-5.0,-12.5
LPLC1,720575940636795620,200,93,"6, 6, 6, 6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",687,-3.882,0,-7,10.796,15,7,10.796,15.0,7.0,1.516,4.0,-1.5
LPLC1,720575940623935588,184,75,"7, 5, 5, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",699,-5.453,-2,-9,9.84,13,7,9.84,13.0,7.0,-0.533,3.0,-3.0
LPLC1,720575940603817900,183,72,"6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",702,-15.681,-13,-18,9.292,12,5,9.292,12.0,5.0,-11.035,-8.5,-14.0
LPLC1,720575940623547431,139,49,"6, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",704,-10.959,-9,-13,14.122,18,11,14.122,18.0,11.0,-3.898,-1.5,-6.0
LPLC1,720575940616038806,138,58,"5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",745,-5.534,-3,-9,-0.724,4,-4,-0.724,4.0,-4.0,-5.897,-3.0,-8.5
LPLC1,720575940644654752,167,76,"6, 5, 5, 5, 5, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",747,-1.368,2,-5,-0.013,4,-4,-0.013,4.0,-4.0,-1.375,0.5,-5.0
LPLC1,720575940636229342,110,47,"5, 5, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",761,5.277,8,1,8.17,11,5,8.17,11.0,5.0,9.362,11.5,6.5
LPLC1,720575940625689236,178,72,"7, 6, 6, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",765,-7.153,-4,-11,5.403,8,1,5.403,8.0,1.0,-4.451,-2.0,-7.5
LPLC1,720575940617077810,114,34,"4, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",768,1.147,4,-2,-7.441,-4,-11,-7.441,-4.0,-11.0,-2.574,-0.5,-6.0
LPLC1,720575940626510869,155,67,"7, 6, 6, 6, 5, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1",790,11.507,14,7,2.657,8,-1,2.657,8.0,-1.0,12.836,14.0,11.0
