idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.679981,0.524811,0.976315,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
1,C3,0.411861,0.426285,1.053143,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
2,L1,0.611812,0.670695,1.110202,45.413584,47.190462,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
3,L2,0.656089,0.696510,1.202727,52.535254,51.632893,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
4,L3,0.266389,0.773656,1.242713,0.185014,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
5,L4,0.693960,0.584385,1.105289,53.499614,45.148988,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
6,L5,0.273411,0.255240,0.796393,52.453558,51.991159,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
7,Mi1,0.388666,0.723806,0.899499,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
8,Mi4,0.342516,0.247548,0.894512,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
9,Mi9,0.726391,0.297930,1.281054,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
10,R1-6,0.647276,0.786122,1.067409,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
11,R7,0.312954,0.777491,1.014042,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
12,R8,0.717019,0.318698,1.090580,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
13,T1,0.414712,0.415538,1.044208,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
14,T2,0.696568,0.664954,1.043194,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
15,T2a,0.736341,0.589854,0.979449,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
16,T3,0.221423,0.366477,1.027139,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
17,T4a,0.318513,0.309612,0.944762,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
18,T4b,0.661752,0.616606,1.005576,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
19,T4c,0.544741,0.732104,0.995554,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
20,T4d,0.406404,0.564977,0.992175,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
21,T5a,0.524763,0.490837,1.078006,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
22,T5b,0.216861,0.313511,0.971237,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
23,T5c,0.680638,0.601538,0.985041,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
24,T5d,0.553294,0.480686,0.977146,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
25,Tm1,0.752061,0.590660,1.110547,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
26,Tm2,0.742612,0.666480,1.190827,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
27,Tm20,0.516958,0.763787,0.951765,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
28,Tm21,0.354132,0.410846,0.966615,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
29,Tm3,0.755790,0.649410,1.083459,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
30,Tm4,0.684103,0.238264,1.235922,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
31,Tm9,0.589029,0.546869,1.129225,0.000000,0.000000,-47.449768,-0.270490,-49.932996,-51.558806,-0.200000,-49.002288
