cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
24,T1,0.975531,-101.634102,2.656928,1.204512,-12.366107,-37.629883,10.000000,201.798752,0.000000,-108.073143,-101.634102,-190.479874,-88.845772
25,T2,1.038282,-0.586333,2.656928,1.737906,-10.419832,-40.056267,11.350925,191.042664,0.000000,-3.023087,-0.586333,35.958679,36.545012
26,T2a,1.035084,-5.581060,2.656928,1.855895,-7.610473,-41.933025,14.464986,197.265182,0.000000,-4.048449,-5.581060,-30.839613,-25.258553
27,T3,1.014070,-2.548618,2.656928,0.849162,-2.886210,-46.833225,10.000000,194.627625,0.000000,-2.492969,-2.548618,-0.121339,2.427279
28,C2,0.981047,-19.200838,2.656928,0.765240,-4.773376,-45.422771,29.787989,207.427551,0.000000,-18.817604,-19.200838,3.040644,22.241482
29,C3,1.023741,-26.491899,2.656928,1.615737,-1.598680,-48.810093,10.000000,207.473343,0.000000,-25.991283,-26.491899,-4.415804,22.076096
30,Lawf1,0.982761,32.727962,2.656928,0.360842,-2.810628,-47.365826,11.611125,208.148392,0.000000,31.229488,32.727962,36.964718,4.236755
31,Lawf2,1.001884,-16.055771,2.656928,3.047215,-7.452635,-42.399773,10.000000,207.739258,0.000000,-14.456667,-16.055771,-40.790539,-24.734768
32,Dm3v,1.031274,26.987143,2.656928,3.302669,-3.733726,-46.172718,15.733661,191.643860,0.000000,27.370039,26.987143,25.422148,-1.564995
33,Lai,1.024096,-175.137192,2.656928,4.575482,1.092945,-50.890484,10.000000,203.389496,0.000000,-171.228836,-175.137192,-241.850266,-66.713074
34,Mi10,0.976179,2.670149,2.656928,1.367883,-7.647784,-42.005775,14.281878,209.270325,0.000000,2.042565,2.670149,9.004519,6.334371
35,Mi13,1.045177,-79.213402,2.656928,1.894140,-15.146047,-35.193623,36.989956,196.028412,0.000000,-75.794113,-79.213402,-224.543533,-145.330132
36,Mi14,0.989526,27.246721,2.656928,2.922001,-5.469123,-44.383030,48.765419,201.788895,0.000000,29.146587,27.246721,14.123409,-13.123312
37,Mi15,1.018210,1.846363,2.656928,1.068865,-0.665105,-49.403778,10.000000,195.234818,0.000000,1.876317,1.846363,3.017105,1.170741
38,Mi2,1.042601,-17.549826,2.656928,3.478750,-8.083347,-41.835960,10.000000,204.527435,0.000000,-16.930456,-17.549826,4.904427,22.454253
39,Tm16,0.964783,-55.039295,2.656928,3.034817,-7.494970,-42.140999,32.683247,205.586319,0.000000,-54.010941,-55.039295,-119.106277,-64.066982
40,Tm20,0.951021,-59.710747,2.656928,2.620013,-10.782187,-38.895420,37.563435,193.866577,0.000000,-59.551071,-59.710747,-71.294243,-11.583496
41,Tm21,1.037101,-53.829025,2.656928,0.100000,-2.463581,-47.570816,19.469530,206.532364,0.000000,-54.944088,-53.829025,-57.502541,-3.673515
42,Tm27,0.965397,-4.625828,2.656928,1.496716,-2.947149,-47.227119,10.000000,207.221481,0.000000,-4.193741,-4.625828,12.207675,16.833503
43,Tm5a,1.035327,-29.644049,2.656928,0.847360,-2.371153,-47.578922,10.000000,204.058517,0.000000,-30.559084,-29.644049,-33.678726,-4.034678
44,Tm5b,0.964551,-29.331591,2.656928,4.022551,-0.347820,-49.914513,13.318628,208.716080,0.000000,-30.491207,-29.331591,-29.925777,-0.594187
45,Tm5c,0.962657,9.755144,2.656928,5.169147,2.964642,-53.354733,10.094705,208.024460,0.000000,10.102936,9.755144,6.107344,-3.647800
46,Tm5f,1.011941,-2.291040,2.656928,0.259934,-3.181484,-47.272728,19.473475,202.497375,0.000000,-2.185452,-2.291040,-0.832509,1.458531
47,TmY10,1.029907,-21.521526,2.656928,5.623333,0.659243,-51.085819,22.636003,199.352768,0.000000,-21.853291,-21.521526,-35.851234,-14.329708
48,TmY11,0.950699,-27.294394,2.656928,4.602041,4.328129,-53.962002,12.141171,202.512070,0.000000,-28.877930,-27.294394,-19.705917,7.588476
49,TmY14,0.965098,30.335901,2.656928,4.804502,1.794461,-51.614391,36.038559,193.913361,0.000000,25.279585,30.335901,192.532410,162.196508
50,TmY15,1.002758,42.994488,2.656928,1.438104,-21.446184,-28.074318,46.946709,191.175537,0.000000,47.314220,42.994488,-36.081692,-79.076180
51,TmY3,0.972629,-23.401760,2.656928,5.384322,-8.294553,-41.549149,13.352733,198.645111,0.000000,-24.499374,-23.401760,16.869034,40.270794
52,TmY4,1.045152,200.000000,2.656928,9.177668,8.427881,-58.211372,15.050078,194.913620,0.000000,845.288452,2994.996582,60178.449219,57183.452637
53,TmY5a,0.972885,-5.973165,2.656928,5.532359,-23.615404,-26.563618,29.308382,204.837723,0.000000,-8.655725,-5.973165,357.014465,362.987630
54,TmY9q,1.016096,-2.071826,2.656928,0.167420,-3.476951,-46.866188,10.218303,209.537720,0.000000,-2.017521,-2.071826,-2.886330,-0.814504
55,TmY9q__perp,0.968097,-24.763254,2.656928,5.600298,-32.639423,-17.426371,10.000000,194.532608,0.000000,-24.709904,-24.763254,-25.861008,-1.097754
