cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.969280,18.322536,1.269219,0.232135,-0.987283,-48.989521,24.785992,193.460541,0.000000,18.295464,18.322536,33.693089,15.370552
1,R7,1.006072,28.222303,1.269219,3.355139,9.108442,-59.108746,10.000000,191.965805,0.000000,28.118929,28.222303,43.531570,15.309267
2,R8,1.044468,-18.011251,1.269219,3.668835,-7.797338,-42.604130,13.770414,205.167831,0.000000,-17.831244,-18.011251,-7.663875,10.347376
3,L1,0.975217,-8.974523,1.269219,2.424330,-8.502767,-41.572025,11.592541,190.964630,0.768368,-8.436141,-8.974523,-15.359915,-6.385392
4,L2,2.000000,-19.405357,1.269219,5.706986,-15.459294,-34.694351,10.000000,183.790909,0.929840,-16.851068,-19.405357,-36.650051,-17.244694
5,L3,2.000000,-11.100284,1.269219,2.059640,-19.779881,-30.390476,12.231322,199.687576,0.000000,-8.752417,-11.100284,-19.241884,-8.141601
6,L4,1.364487,-3.527639,1.269219,2.134092,-9.369746,-40.705959,10.000000,192.851624,0.662288,-2.276090,-3.527639,-14.297114,-10.769476
7,L5,2.000000,-11.999825,1.269219,1.511011,-14.908629,-35.268726,10.000000,185.330582,1.000000,-14.908628,-11.999825,-0.641144,11.358680
8,Mi1,2.000000,-17.178539,1.269219,5.625928,-21.004868,-29.008051,10.000000,205.236206,0.000000,-19.770983,-17.178539,-6.235150,10.943389
9,Tm3,1.966144,-30.143127,1.269219,4.579195,-19.537199,-30.523561,10.000000,207.190353,0.000000,-31.965113,-30.143127,-9.562045,20.581082
10,Mi4,2.000000,-12.621139,1.269219,2.710281,-14.382329,-35.475613,10.000000,203.290207,0.000000,-15.345534,-12.621139,0.565191,13.186330
11,Mi9,2.000000,-24.155720,1.269219,5.280125,-14.545484,-35.661221,10.000000,197.820160,0.000000,-20.977921,-24.155720,-39.267319,-15.111599
12,T4a,1.804025,-1.548041,1.269219,4.780148,-4.279119,-45.879158,31.973867,194.080887,0.000000,-3.197943,-1.548041,23.094946,24.642987
13,T4b,2.000000,-20.771059,1.269219,1.766192,-21.820807,-27.705231,38.903492,202.163895,0.000000,-22.257076,-20.771059,7.407496,28.178555
14,T4c,1.642959,-11.854609,1.269219,1.560109,-13.418893,-36.790543,37.198853,204.031021,0.000000,-13.145164,-11.854609,10.822287,22.676895
15,T4d,1.665188,-3.330113,1.269219,8.667368,-5.739795,-44.201645,39.968349,196.537415,0.000000,-4.535909,-3.330113,19.243675,22.573788
16,Tm1,1.997977,20.546352,1.269219,3.890005,-1.366019,-48.910435,10.000000,190.506531,0.000000,22.297560,20.546352,2.503440,-18.042912
17,Tm2,2.000000,14.321016,1.269219,5.435973,-3.324486,-46.737469,10.000000,208.828842,0.000000,14.514838,14.321016,1.377789,-12.943227
18,Tm4,1.233650,10.499311,1.269219,0.364007,-1.793627,-47.855980,10.000000,197.008316,0.000000,11.500357,10.499311,-1.885315,-12.384626
19,Tm9,2.000000,16.634178,1.269219,9.939742,9.326451,-59.198956,27.507635,198.014053,0.000000,18.396637,16.634178,1.023266,-15.610912
20,T5a,1.014513,200.000000,1.269219,1.717258,-11.094359,-38.630215,30.519747,205.096695,0.000000,364.277222,363.967072,283.755005,-80.212067
21,T5b,1.040100,200.000000,1.269219,8.623294,-5.688579,-44.462620,27.903599,198.643906,0.000000,425.414520,427.007751,336.290710,-90.717041
22,T5c,0.994685,200.000000,1.269219,5.639948,-5.203225,-45.221157,12.189909,202.263000,0.000000,284.666443,285.686615,218.255615,-67.431000
23,T5d,1.045512,200.000000,1.269219,6.912329,0.433899,-50.039642,26.468834,204.875412,0.000000,228.261047,228.401413,178.430023,-49.971390
24,T1,1.033433,-69.407341,1.269219,6.517352,6.486770,-56.025192,20.422050,198.886856,0.000000,-60.776505,-69.407341,-162.243256,-92.835915
25,T2,0.974421,200.000000,1.269219,6.064806,-11.067357,-38.755287,10.000000,207.367340,0.000000,438.855438,504.540558,565.481567,60.941010
26,T2a,1.031906,20.535507,1.269219,7.304461,-18.747322,-31.482702,10.000000,209.505646,0.000000,11.375779,20.535507,72.015236,51.479729
27,T3,0.952856,200.000000,1.269219,3.305243,-11.057416,-39.027977,10.000000,196.623383,0.000000,200.692123,208.724396,222.638977,13.914581
28,C2,1.005814,-27.924503,1.269219,3.269521,0.982449,-51.382896,13.521818,206.942978,0.000000,-28.027540,-27.924503,-21.189993,6.734510
29,C3,1.016964,32.596947,1.269219,2.652117,-5.638315,-44.235909,10.000000,209.062515,0.000000,27.643572,32.596947,59.906326,27.309380
30,Lawf1,1.038242,3.366642,1.269219,7.635572,-18.846031,-31.042875,10.000000,198.294907,0.000000,11.676275,3.366642,-13.532146,-16.898788
31,Lawf2,0.950602,86.008392,1.269219,1.592579,-0.092888,-49.864269,10.000000,202.152863,0.000000,71.667976,86.008392,107.563934,21.555542
32,Dm3v,0.990263,159.859406,1.269219,4.030293,-0.994322,-48.856789,33.860394,196.467072,0.000000,159.865738,159.859406,127.691513,-32.167892
33,Lai,0.980349,28.468529,1.269219,1.989404,0.474495,-50.604706,18.759018,197.238632,0.000000,25.541115,28.468529,33.474766,5.006237
