idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,1.041301,-8.473140,0.963840,0.108056,23.340171,201.408629,0.000000,0.000000
1,R7,1.000000,5.887442,-18.418175,1.033302,0.165006,20.364773,197.292226,0.000000,0.000000
2,R8,1.000000,0.714943,-0.927830,0.964357,0.253030,54.629620,198.837434,0.000000,0.000000
3,L1,1.000000,0.429529,-0.561744,1.682057,-0.523940,30.966569,206.867408,0.000000,0.600000
4,L2,1.000000,0.973716,-0.256763,0.857235,-1.437995,23.017725,222.267960,0.000000,0.600000
5,L3,1.000000,0.100000,-0.461689,0.609297,-1.370028,25.192150,204.449595,0.000000,0.000000
6,L4,1.000000,0.995776,-0.147749,1.134643,0.492578,40.188323,193.951748,0.000000,0.000000
7,L5,1.000000,0.986577,-0.219216,2.128372,-0.066144,56.541530,201.019575,0.000000,0.000000
8,Mi1,1.000000,0.528147,-0.655668,2.219625,-0.371469,52.321970,198.367970,0.000000,0.000000
9,Tm3,1.000000,0.130892,0.055955,0.923998,-1.008617,39.232363,197.506697,0.000000,0.000000
10,Mi4,1.000000,0.955044,-0.482241,2.146412,1.136557,50.537668,190.687852,0.000000,0.000000
11,Mi9,1.000000,2.929759,0.655286,2.331422,-0.597763,42.573230,192.019217,0.000000,0.000000
12,T4a,1.000000,2.467975,1.282824,0.961926,-0.420705,44.728725,192.675803,0.000000,0.000000
13,T4b,1.000000,3.281881,1.590012,0.995615,0.308632,40.339605,200.059757,0.000000,0.000000
14,T4c,1.000000,0.327691,0.097351,1.008653,0.175480,49.112855,202.056112,0.000000,0.000000
15,T4d,1.000000,0.442969,0.104579,1.031000,-0.047375,52.069227,208.555239,0.000000,0.000000
16,Tm1,1.000000,2.197872,1.372455,1.254522,0.489221,57.031490,203.061561,0.000000,0.000000
17,Tm2,1.000000,0.959804,-0.180402,2.018950,0.167092,59.775088,203.954941,0.000000,0.000000
18,Tm4,1.000000,10.000000,-0.665464,1.085056,0.730821,62.961407,207.885007,0.000000,0.000000
19,Tm9,1.000000,0.100000,-0.695828,1.753286,1.099448,35.845522,205.193840,0.000000,0.000000
20,T5a,1.000000,2.186050,1.392382,1.042968,-0.238341,50.060529,208.940691,0.000000,0.000000
21,T5b,1.000000,0.509004,-0.559261,0.959466,0.407944,49.122088,203.243855,0.000000,0.000000
22,T5c,1.000000,1.009286,-0.478355,1.018118,-0.339197,49.204469,204.516548,0.000000,0.000000
23,T5d,1.000000,1.047881,-0.494156,1.030587,-0.192082,51.785540,192.907440,0.000000,0.000000
24,T1,1.000000,1.034819,-0.209395,0.960860,0.271091,48.335193,205.645428,0.000000,0.000000
