idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
25,T2,1.000000,0.187740,0.120811,1.009437,-0.148899,52.274150,208.600312,0.000000,0.000000
26,T2a,1.000000,0.428102,-0.745679,0.993930,-0.357836,50.949629,199.749519,0.000000,0.000000
27,T3,1.000000,0.620317,0.208912,0.953565,-0.459140,48.051009,206.903098,0.000000,0.000000
28,C2,1.000000,0.131427,-0.502247,1.027232,-0.105163,51.492622,193.787599,0.000000,0.000000
29,C3,1.000000,0.100000,-1.127817,1.030585,0.046669,48.551189,198.075714,0.000000,0.000000
30,Lawf1,1.000000,1.047948,-0.155063,0.972348,-0.231168,50.775353,197.650084,0.000000,0.000000
31,Lawf2,1.000000,0.406324,-1.264897,1.044885,-0.312031,47.902738,191.264467,0.000000,0.000000
32,Dm3v,1.000000,0.979944,-0.381367,0.963784,0.140477,49.090562,196.660391,0.000000,0.000000
33,Lai,1.000000,0.100000,-0.821606,0.985345,0.497446,48.430799,207.913399,0.000000,0.000000
34,Mi10,1.000000,0.100000,-1.241286,1.000859,-0.226063,50.575166,198.766797,0.000000,0.000000
35,Mi13,1.000000,0.120180,-0.683666,0.996076,-0.109195,49.649946,192.485272,0.000000,0.000000
36,Mi14,1.000000,3.573420,2.406752,1.047425,-0.159927,48.655861,203.151925,0.000000,0.000000
37,Mi15,1.000000,0.100000,-0.665822,1.002958,-0.458590,48.183575,197.250809,0.000000,0.000000
38,Mi2,1.000000,0.165514,-0.723703,0.954596,-0.147699,52.134267,192.802509,0.000000,0.000000
39,Tm16,1.000000,1.885217,1.238429,1.014431,-0.145539,50.038411,195.889942,0.000000,0.000000
40,Tm20,1.000000,2.307202,1.400946,0.984454,0.482347,34.587206,190.256435,0.000000,0.000000
41,Tm21,1.000000,1.004515,-0.452664,0.981370,0.079738,47.798750,204.812824,0.000000,0.000000
42,Tm27,1.000000,0.184418,-0.535015,0.994070,-0.077391,49.324249,196.097259,0.000000,0.000000
43,Tm5a,1.000000,0.100000,-0.916617,1.008838,-0.410456,49.564904,202.878614,0.000000,0.000000
44,Tm5b,1.000000,0.515595,-1.603945,1.020958,-0.323596,48.492766,193.951382,0.000000,0.000000
45,Tm5c,1.000000,0.986049,-0.303806,1.048569,0.060857,50.472944,201.136324,0.000000,0.000000
46,Tm5f,1.000000,7.874039,5.596718,0.978188,0.447688,36.553047,196.285209,0.000000,0.000000
47,TmY10,1.000000,0.100000,-0.781325,0.957865,0.054049,51.861050,195.937049,0.000000,0.000000
48,TmY11,1.000000,0.512334,-0.201956,0.982021,-0.091787,50.691590,193.613652,0.000000,0.000000
49,TmY14,1.000000,6.220107,3.711316,0.976380,0.220224,51.941058,209.064848,0.000000,0.000000
50,TmY15,1.000000,5.107486,4.318171,0.994659,0.372181,50.510833,203.811585,0.000000,0.000000
51,TmY3,1.000000,0.378068,-0.166055,1.005694,0.032270,50.398638,197.720845,0.000000,0.000000
52,TmY4,1.000000,0.439567,-0.639870,0.997160,0.105823,52.444494,190.368657,0.000000,0.000000
53,TmY5a,1.000000,0.971188,-1.340224,1.038827,0.149931,47.673295,209.597412,0.000000,0.000000
54,TmY9q,1.000000,0.229673,-0.755264,0.956829,-0.051064,51.225696,199.258476,0.000000,0.000000
55,TmY9q__perp,1.000000,0.100000,-0.856222,1.014290,-0.292452,51.014722,194.586691,0.000000,0.000000
